"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"22","Bajaj Healthcare","12","0","12","4","6","80","53.17","3.34","52.19","52.37","22.98","18.76","101.83","109.13","","2.16","7.07","7.21","0.01","2.45","2.45","","75.54","-44.67","41.09","15.33","8.13","12.84","36.79","12.65","37.81","3.91","1.71","35.89","40.51","3198.62","15.77","","0","0","59.19","1.89","","3.65","","0.48","13.78","22.64","23.07","8.47","17.45","17.79","BAJAJHCARE","539872","INE411U01027"
"23","Tarsons Products","17","1","7","3","6","55","42.67","2.25","44.15","33.33","15.06","32.28","126.69","132.57","","1.68","8.43","3.4","-1.26","4.59","3.21","","","-70.43","86.32","29.55","5.12","16.82","90.18","31.45","15.49","4.09","2.61","-67.88","82.35","-40.47","3.87","","-0.01","0","47.3","1.38","","6.53","","0.52","7.09","15.63","18.61","4.72","22.02","13.53","TARSONS","543399","INE144Z01023"
"24","Monolithisch","6","0","10","1","3","","20","","51.2","54.72","","21.78","21.21","21.21","","9.02","12.04","3.86","","3.49","0.77","","","","","","","23.52","10.25","-3.81","-18.38","","","","","","6.67","","0.24","0","74.24","1.94","","76.18","","0.21","55.95","24.14","12.6","41.15","20.49","9.58","MONOLITH","","INE1DV401010"
"25","GPT Healthcare","10","0","14","4","5","60","39.83","6.6","44.15","42.95","13.2","22.56","91.85","88.41","","4.14","8.43","8.55","-2.1","4.59","5.51","","355.61","19.82","38.05","19.1","10.11","16.82","90.18","23.21","111.56","2.96","2.45","-28.73","37.23","-11.51","5.29","","0","0","65.57","1.06","","26.46","","0.05","23.48","15.63","13.9","20.14","22.02","23.28","GPTHEALTH","544131","INE486R01017"
"26","Jindal Poly Inv","6","0","18","0","7","60","32.67","15.65","50.26","45.38","23.97","98.79","31.3","42.72","","0.64","6.46","113.92","-0.11","2.32","5.84","","369.12","-62.81","-8.32","99.12","511.44","2.56","11.8","-39.04","-44.72","22.83","24.43","-58.84","-8.31","-44.25","209.65","","0","0","74.63","52.05","","21.11","","0.02","2.03","17.81","28.64","19.4","17.34","20.82","JPOLYINVST","536773","INE147P01019"
"27","Shree Pushkar","5","0","24","1","6","75","52.5","3.82","51.56","43.94","9.88","11.74","94.66","114.05","","1.83","6.31","1.54","0.28","19.34","0.26","","64.14","5.53","-13.14","10.83","7.57","0.3","28.87","-25.55","-11.27","1.07","1.12","35.99","-13.12","52.77","22.15","","0","0","69.36","1.67","","41.38","","0.18","12.34","16.66","5.54","10.87","12.97","4.99","SHREEPUSHK","539334","INE712K01011"
"28","Tembo Global ","15","0","14","2","3","50","46.5","4.32","60.22","52.54","11.16","12.74","94.77","128.53","","4.24","6.45","6.93","0.09","5.83","74.88","","2032.64","1516.19","5.6","12.6","7.52","-12.63","18.76","7.27","14.16","1.07","1.13","8","-17.22","158.71","36.08","","-7.24","18.34","36.38","1.08","","5.63","","1.22","34.03","23.41","20.33","24.11","24.83","16.75","TEMBO","","INE869Y01010"
"29","Butterfly Gandhimathi","7","1","19","1","7","75","53.17","7.31","46.64","47.84","14.74","8.35","72.23","80.38","","3.03","8.99","4.97","0.04","3.93","2.67","","717.62","101.73","164.2","8.15","4.5","25.77","16.72","11.69","7.65","1.24","1.17","34.13","164.17","705.57","22.8","","0","0","75","2.31","","13.93","","0.01","14.47","24.97","17.09","10.02","20.74","13.51","BUTTERFLY","517421","INE295F01017"
"30","Control Print","5","0","26","2","7","70","53.67","8.88","35.27","32.82","11.48","20.34","86.48","93.14","","2.35","8.23","4.25","0.1","2.67","0.32","","279.87","149.52","117.02","18.7","22.75","58.17","106.28","65.37","131.17","2.38","2.36","37.84","117.2","99.9","63.81","","0","0","52.98","3.65","","24.55","","0","16.37","23.39","27.73","26.56","29.08","23.18","CONTROLPR","522295","INE663B01015"
"31","Tribhovandas Bhimji Zaveri","9","0","27","0","5","75","55.5","3.24","47.61","53.11","10.29","6.76","177.31","291.64","","1.52","16.3","22.4","0.07","3.03","2.65","","219.35","238.85","155.73","9.81","4.97","4.96","-13.36","23.87","25.3","0.47","0.37","169.64","155.39","101.6","21.6","","0","0","74.12","1.55","","3.16","","1.06","20.3","27.03","33.13","10.4","21.4","25.4","TBZ","534369","INE760L01018"
"32","Balaji Telefilms","11","0","14","1","5","55","55.33","5.25","41.72","44.13","1005.79","0.15","0.71","-28.92","","1.63","297.38","1.33","0.01","3.29","1.06","","248.15","165.8","16.03","-16.63","25.44","-5.35","-113.05","-40.98","-30.77","1.59","3.78","-171.43","16.67","2927.3","5.87","","-0.1","0","31.8","3.73","","0.21","","0.01","-1.03","20.68","14.93","13.24","18.46","10.9","BALAJITELE","532382","INE794B01026"
"33","B L Kashyap & Sons","17","0","8","0","5","55","46.5","1.91","50.4","50.11","15.73","7.92","91.47","88.39","","2.03","4.14","4.97","-125.2","1.42","1.56","","143.76","-37.48","-179.41","4.88","0.01","86.08","78.14","176.35","-0.36","1","0.87","-190.48","-179.17","-99.86","0","","0.01","99.36","61.71","1.4","","1.93","","0.6","11.6","11.57","15.05","5.24","10.66","13.21","BLKASHYAP","532719","INE350H01032"
"34","5Paisa Capital","8","0","16","0","6","60","41.83","1.4","50.26","43.38","-0.07","35.38","127.24","96.59","","1.7","6.46","14.96","-0.77","2.32","1.35","","964.16","396.75","29.72","31.49","14.21","2.56","11.8","11.49","23.45","3.09","3.49","-23.94","29.61","-32.13","13.89","","0.03","0","32.78","1.55","","5.35","","0.36","18.6","17.81","35.44","11.3","17.34","28.72","5PAISA","540776","INE618L01018"
"35","SAR Televenture","10","0","14","0","2","","31.67","7.54","60.72","63.54","21.18","17.61","61.66","61.66","","1.2","9.49","8.6","","0.28","0.92","","","126317.52","21.9","15.05","13.73","106.81","120","10.61","70.22","3.77","3.3","-3.79","33.82","","9.47","","","0","45.3","2.06","","447.43","","0.01","6.01","16.03","22.28","5.49","24.88","34.24","SARTELE","","INE0PUC01020"
"36","Cosmic CRF","5","0","8","1","1","","22.67","","60.22","52.54","27.76","11.04","44.38","44.38","","2.53","6.45","6.93","","5.83","74.88","","","","","","","-12.63","18.76","7.27","14.16","3.29","","","","","31.67","","","0","54.76","2.98","","7.16","","0.2","8.91","23.41","20.33","8","24.83","16.75","","543928","INE0ORA01015"
"37","Western Carriers","12","2","9","0","4","60","39","4.92","52.91","50.51","5.76","7.71","133.14","106.44","","1.27","8.89","3.66","-0.53","1.69","4.4","","","6.55","-17.05","5.09","2.72","0.75","7.1","-459.3","-92.95","0.45","0.62","-62.23","-16.98","-42.99","4.61","","0.3","0","72.86","3.6","","6.19","","0.21","12.77","14.28","11.68","7.86","30.44","9.84","WCIL","544258","INE0CJF01024"
"38","Solex Energy","10","0","5","1","4","","2.5","","46.64","48.58","10.67","11.58","76.71","","","5.77","8.99","7.39","","3.93","2.93","","","","-78.89","","","25.77","16.72","15.39","49.14","1.03","","-45.18","-78.41","","","","0","0","66.15","1.47","","7.12","","0.92","28.85","24.97","24.76","26.16","20.74","21.91","SOLEX","","INE880Y01017"
"39","PNGS Gargi Jewellery","2","0","22","1","6","75","31.5","40.09","47.61","53.11","22.86","31.3","39.56","39.56","","8.52","16.3","22.4","1.01","3.03","2.65","","2880780","2506.24","93.38","26.9","21.74","4.96","-13.36","23.87","25.3","7.59","8.1","100.94","92.59","36.81","27.51","","0","0","68.28","10.01","","151.11","","0","36.62","27.03","33.13","28.89","21.4","25.4","","543709","INE0NT601018"
"40","Alicon Castalloy","11","2","8","1","5","60","51.5","2.82","48.77","50.85","7.1","11.5","197.9","185.61","","1.75","7.12","5.9","-0.59","2.94","4.12","","170.41","90.49","49.11","11.11","2.01","235.34","0.52","14.61","2.2","0.62","0.65","-17.79","48.86","-54.31","20.45","","0","0","54.01","1.22","","4.45","","0.58","14.42","20.66","18.62","7.76","18.57","14.6","ALICON","531147","INE062D01024"
"41","Atul Auto","11","1","17","3","9","90","42.83","4.33","48.77","55.43","24.09","7.58","54.82","62.3","","2.38","7.12","10.48","0.69","2.94","1.85","","-59.65","186.73","210.85","7.94","3.56","235.34","0.52","-1.87","7.67","1.7","1.42","100","211.32","57.64","9.74","","0","0","42.7","1.8","","5.38","","0.25","6.94","20.66","25.39","4.9","18.57","22.72","ATULAUTO","531795","INE951D01028"
"42","Motisons Jewellers","15","1","12","1","6","70","39.83","9.24","47.61","53.11","24.7","14.96","69.15","83.78","","2.44","16.3","22.4","0.42","3.03","2.65","","","192.74","166.91","18.92","12.66","4.96","-13.36","23.87","25.3","3.56","2.45","-79.25","175","45.98","0.57","","-0.27","0","65.73","5.77","","8.92","","0.17","15.93","27.03","33.13","10.43","21.4","25.4","MOTISONS","544053","INE0FRK01020"
"43","Roto Pumps","18","2","6","0","5","60","32.67","8.61","51.2","47.87","19.33","22.5","67.05","61.75","","4.73","12.04","7.21","-1.88","3.49","2.48","","187.06","10.64","-5.38","19.98","10.01","23.52","10.25","7.83","51.63","4.34","3.78","-91.23","-3.03","-20.08","1.52","","0.19","0","66.8","2.26","","16.4","","0.14","20.51","24.14","37.14","15.1","20.49","27.82","ROTO","517500","INE535D01037"
"44","Signpost","10","0","13","2","4","50","35.33","3.56","41.72","36.09","14.66","20.76","94.1","102.18","","4.33","297.38","3.83","-0.94","3.29","2.09","","","","2.57","19.6","7.6","-5.35","-113.05","40.9","-32.16","2.77","2.2","-1.34","2.8","-30.88","7.04","","0","0","67.74","1.05","","8.54","","0.76","17.84","20.68","17.1","15.36","18.46","13.32","SIGNPOST","544117","INE0KGZ01021"
"45","MIRC Electronics","14","1","14","2","3","35","16.5","3.01","46.64","38.5","17.74","2.52","18.87","4.12","","6.59","8.99","10.55","-0.97","3.93","7.87","","79.93","88.53","85.75","-4.1","-2.73","25.77","16.72","-7.75","87.99","0.34","1.62","-200","88.89","61.57","-0.5","","-12.85","28.42","40.51","1.1","","1.29","","0.81","8.25","24.97","28.93","-1.83","20.74","25.06","MIRCELECTR","500279","INE831A01028"
"46","Arihant Housing","2","1","27","0","5","75","39.67","3.95","43.22","48.08","9.92","38.44","79.36","93.64","","3.17","3.69","4.37","0.19","4.84","5.39","","733.26","4373.77","22.57","27.6","20.37","28.06","70.67","35.84","75.05","3.52","3.77","63.84","12.09","96.5","59.23","","0","0","37.29","2.63","","3.79","","0.42","18.17","10.88","11.57","13.73","11.26","11.96","","531381","INE413D01011"
"47","Kwality Pharma","4","0","28","4","9","95","46.83","5.54","52.19","52.37","12.12","22.23","82.31","95.61","","3.77","7.07","7.21","0.32","2.45","2.45","","379.08","-66.79","18.37","21.99","11.61","12.84","36.79","12.65","37.81","2.44","2.59","66.87","18.36","69.87","47.28","","0","0","54.83","1.67","","8.33","","0.43","23.04","22.64","23.07","15.13","17.45","17.79","","539997","INE552U01010"
"48","Laxmi Dental","13","1","10","2","5","65","32.83","10.66","44.15","46.59","51.82","18.9","45.21","48.8","6.6","4.78","8.43","5.09","-2.11","4.59","1.34","","","273","1.7","16.17","9.99","16.82","90.18","4.32","52.55","10.21","4.21","39.47","3.92","-19.92","4.73","","0","0","41.7","3.3","","8.39","0.2","0.05","13.24","15.63","13.9","15.23","22.02","11.06","LAXMIDENTL","544339","INE0WO601020"
