"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"61","Power Grid Corp","10","1","9","7","5","60","43.33","1.52","45.6","53.1","9.6","88.95","40732.43","40112.98","6534.85","2.39","4.75","2.96","-4.79","2.66","1.66","","40.35","-7.74","-1.78","82.33","32.92","-5.25","3.78","-0.68","2.34","5.9","5.12","-5.88","-1.54","-3.25","16.34","","0","0","51.34","0.98","","4.68","2248.1","1.41","12.32","12.33","13.1","16.75","14.71","16.72","POWERGRID","532898","INE752E01010"
"62","Avenue Supermarts","12","4","16","4","5","50","26.83","53.15","42.15","45.47","57.47","7.76","4611.64","5012.11","883.99","10.44","16.91","13.49","15.7","7.44","12.29","","108.14","81.44","24.95","7.47","4.34","-126.54","-443.74","34.05","-30.22","4.47","3.62","18.26","24.88","5.31","44.02","","0","0","74.65","2.89","","66.4","40","0","16.92","13.41","19.62","12.63","12.2","16.88","DMART","540376","INE192R01011"
"63","Adani Enterprises","15","3","18","3","4","55","38.67","1.83","44.28","44.26","20.54","17.08","16722.36","23281.5","794.1","3.6","6.02","6.35","0.74","8.93","0.87","","523.72","814.16","335.55","14.4","8.42","53.7","37.53","141.6","82.74","2.74","2.58","84.75","354.82","41.56","64.05","","0","0.81","73.97","0.86","","2.8","2784","1.6","8.29","13.06","10.77","14.88","14.69","14.93","ADANIENT","512599","INE423A01024"
"64","Tata Steel","4","0","29","10","6","75","55","1.84","60.22","59.53","10.06","12.28","26838.98","29053.71","5050.15","2.53","6.45","2.99","0.26","5.83","2.57","","119.75","-91.48","49.29","12.98","3.07","-12.63","18.76","-11.38","-13.53","0.88","1.08","271.64","49.1","133.28","5.45","","0","0","33.19","0.79","","3.66","1830","0.98","8.49","23.41","10.65","3.75","24.83","6.51","TATASTEEL","500470","INE081A01020"
"65","Eternal","11","0","22","7","5","55","22.67","29.39","42.15","39.6","104.52","8.46","1714","2216","-23.11","7.93","16.91","20.88","-16.28","7.44","1.42","","122.26","143.6","56.92","1.85","0.54","-126.54","-443.74","43.8","-212.78","9.03","5.71","57.14","57.14","-65.16","0.24","","0","0","0","3.52","","11.13","70","0","2.63","13.41","5.67","1.73","12.2","3.36","ETERNAL","543320","INE758T01015"
"66","Wipro","9","3","13","9","6","70","43.17","4.9","53.73","55.3","12.72","24.58","21905.2","21733.7","4028.5","2.88","9.84","10","2.66","9.9","10.56","","35.11","7.41","-3.92","19.28","14.59","-9.63","7.88","-9.36","6.66","3.08","2.71","-7.17","-3.87","6.97","12.65","4.03","-0.02","0","72.63","2.72","","14.83","378.4","0.2","19.03","37.81","39.64","15.94","30.66","32.17","WIPRO","507685","INE075A01022"
"67","Nestle","6","0","19","6","3","45","22.5","21.43","52.35","50.38","45.25","23.81","4810.82","4829.35","1056.68","56.67","21.92","39.82","-3.31","8.37","5.83","","","","14.94","22.88","14.04","3.45","15.9","1.14","1.4","10.74","11.95","-58.63","-42.47","-25.71","15.3","","0","0","62.76","0.8","","35.37","44.35","0.19","57.17","36.8","49.13","79.98","36.3","56.97","NESTLEIND","500790","INE239A01024"
"68","Asian Paints","15","1","13","4","6","60","25.33","16.04","46.64","49.72","34.2","19.4","6578.82","6657.22","1292.8","12.85","8.99","11.26","-7.16","3.93","1.73","","35.56","21.01","6.67","18.29","11.08","25.77","16.72","89.36","-21.91","6.61","7.25","-4.49","6.65","-9.13","40.09","","0","8.6","52.63","2.09","","28.98","45.25","0.04","24.97","24.97","24.5","18.9","20.74","19.27","ASIANPAINT","500820","INE021A01026"
"69","Adani Power","11","2","7","4","5","45","38.5","3.91","45.6","53.1","9.58","42.71","24008.18","23447.08","","4.44","4.75","2.96","-3.99","2.66","1.66","","668.79","163.43","-12.77","37.26","21.69","-5.25","3.78","-0.68","2.34","3.49","4.68","-81.36","-82.25","-5.41","6.24","","0","1.81","74.96","1.6","","7.19","996.8","0.71","20.41","12.33","13.1","24.27","14.71","16.72","ADANIPOWER","533096","INE814H01029"
"70","Coal India","8","1","19","1","3","45","47.67","2.41","60.22","46.94","3.91","39.43","56533.07","53181.7","5456.05","2.47","6.45","4.08","-0.62","5.83","0.88","","111.55","103.7","-50.2","31.04","22.35","-12.63","18.76","-37.25","-1.68","1.71","1.87","-30.75","-50.18","-13.46","50.64","","0","0","63.13","1.49","","63.98","320","0.09","24.24","23.41","24.12","35.67","24.83","28.69","COALINDIA","533278","INE522F01014"
"71","Bajaj Auto","5","1","19","9","4","50","28.5","10.44","48.77","55.43","18.95","23.41","11942.14","13524.4","3035.47","7.76","7.12","10.48","2.45","2.94","1.85","","40.54","18.79","-4","21.4","15.23","235.34","0.52","-1.87","7.67","4.31","4.85","52.92","-4.04","13.01","298.03","","-0.05","0.01","54.99","1.68","","30.71","14.3","0.26","27.05","20.66","25.39","20.81","18.57","22.72","BAJAJ-AUTO","532977","INE917I01010"
"72","Vedanta","6","2","23","3","8","75","47.17","2.41","60.22","70.26","5.65","30.08","46018","44840","11097.2","6.87","6.45","4.44","3.87","5.83","2.02","","324.91","-20.29","-43.55","27.91","7.64","-12.63","18.76","-3.45","118.47","1.19","1.75","-59.06","-43.44","5.93","30.72","","0","0","56.38","0.7","","4.64","1910","1.79","26.92","23.41","22.97","36.36","24.83","26.38","VEDL","500295","INE205A01025"
"73","Hindustan Aeronautics","6","1","12","6","6","65","31.67","3.74","51.2","53.63","19.81","39.28","12169.77","12735.39","1562.3","7.84","12.04","10.78","-60.4","3.49","2.4","","191.11","64.65","20.62","30.58","26.38","23.52","10.25","36.58","18.77","9.01","9.06","10.49","20.64","-0.57","126.64","","0","0","71.64","2.04","","1402.05","","0","17.41","24.14","25.11","23.91","20.49","23.88","HAL","541154","INE066F01020"
"74","Adani Ports","4","3","24","7","7","80","39","3.32","52.91","57.67","14.61","65.41","20329.12","22438.54","4292.42","4.39","8.89","4.9","1.12","1.69","1.18","","194.76","134.6","-6.2","60.02","34.42","0.75","7.1","-5.59","33.36","8.22","8.48","27.12","-6.19","21.95","55.36","","2.13","0","68.02","0.9","","7.23","879.8","0.73","13.94","14.28","14.11","17.81","30.44","16.62","ADANIPORTS","532921","INE742F01042"
"75","JSW Steel","5","1","24","10","5","60","50.17","2.33","60.22","59.53","17.33","13.97","23598","28129","","3.61","6.45","2.99","0.32","5.83","2.57","","-13.05","-83.04","31.79","15.39","4.16","-12.63","18.76","-11.38","-13.53","1.92","1.67","197.96","31.53","125.73","30.46","","0","11.7","45.32","1.17","","2.81","2330","1.21","7.93","23.41","10.65","4.4","24.83","6.51","JSWSTEEL","500228","INE019A01038"
"76","Bharat Electronics","6","1","28","6","8","75","25","10.6","51.2","53.63","27.8","31.87","7576.06","8124.25","","14.1","12.04","10.78","2.1","3.49","2.4","","191.77","121.83","32.77","29.52","22.64","23.52","10.25","36.58","18.77","9.26","12.09","17.33","32.33","25.45","7.79","","0","0","51.14","1.76","","782.65","1.3","0","33.72","24.14","25.11","26.64","20.49","23.88","BEL","500049","INE263A01024"
"77","Bajaj Finserv","15","0","11","7","3","40","32.33","1.05","42.33","41.5","14.53","36.77","49210.24","53479.65","12765.55","4.01","2.9","2.92","2.28","1.71","1.83","","163.34","94.71","-19.54","37.79","6.84","-29.16","5.17","-30.35","0.73","2.39","2.17","7.63","-19.43","13.88","60.59","","0","0","58.81","1.24","","2.02","","4.89","35.45","21.43","22.46","12.25","10.68","10.83","BAJAJFINSV","532978","INE918I01026"
"78","Hindustan Zinc","6","0","26","6","7","75","38.67","12.02","60.22","65.64","11.2","53.9","18371","20240","","22.43","6.45","21.11","1.01","5.83","1","","","7.52","47.83","52.71","32.43","-12.63","18.76","46.78","33.57","5.73","8.44","46.21","47.85","25.71","27.93","","0","9.27","61.84","1.04","","16.78","240","0.8","63.24","23.41","60.67","77.69","24.83","72.89","HINDZINC","500188","INE267A01025"
"79","ONGC","3","1","17","2","5","50","59","1.78","53.25","52.68","4.61","16.54","101254.29","110055.07","8643.5","0.85","1.9","1","-0.84","0.91","1.87","","235.31","-20.42","10","15.07","5.55","5.89","-31.07","4.34","-22.41","0.51","0.47","5.02","10.14","-10.18","29.04","","0","0","58.89","0.81","","6.97","1145","0.45","11.15","10.1","11.31","10.54","9.53","11.07","ONGC","500312","INE213A01029"
"80","NTPC","2","2","22","5","8","80","52.33","1.4","45.6","53.1","10.38","30.21","56851.96","62482.73","9511.01","1.74","4.75","2.96","1.85","2.66","1.66","","101.91","40.46","-15.7","28.82","12.72","-5.25","3.78","-0.68","2.34","1.84","1.79","-3.86","-15.65","7.6","24.49","","0","0","51.1","1.07","","4.32","3500","1.34","9.4","12.33","13.1","12.72","14.71","16.72","NTPC","532555","INE733E01010"
"81","Titan Company","8","1","17","10","4","60","24.67","9.97","47.61","53.11","46.79","10.22","6180","7377","2039.2","27.72","16.3","22.4","3.15","3.03","2.65","","122.26","53.57","2.66","10.18","6.08","4.96","-13.36","23.87","25.3","4.51","5.23","59.07","2.68","27.32","46.51","","0","0","52.9","1.34","","6.48","220","1.56","36.93","27.03","33.13","28.7","21.4","25.4","TITAN","500114","INE280A01028"
"82","UltraTech Cement","5","1","26","5","4","65","33.67","4.56","50.4","50.95","27.33","17.51","13301.62","16493.48","4600.1","5.15","4.14","3.63","2.15","1.42","1.37","","4.93","-17.77","40.1","18.7","8.93","86.08","78.14","42.98","3.86","4.46","4.32","15.04","40.1","22.56","259.86","","0.06","0","59.29","0.73","","8.06","503.4","0.33","9.16","11.57","8.19","8.54","10.66","7.47","ULTRACEMCO","532538","INE481G01011"
"83","Sun Pharmaceutical","7","2","16","3","9","65","31","13.62","52.19","52.37","23.62","32.78","17236.73","17070.84","3382.25","5.05","7.07","7.21","-6.88","2.45","2.45","","190.29","233.94","36.83","30.12","19.01","12.84","36.79","12.65","37.81","7.92","7.15","2.36","36.84","-5.47","43.55","16.26","0","0.97","54.48","2.89","","74.5","28.35","0.03","19.83","22.64","23.07","15.13","17.45","17.79","SUNPHARMA","524715","INE044A01036"
"84","ITC","12","3","15","9","6","75","47.5","16.47","51.46","53.39","17.86","37.84","28507.9","43839.31","5884.18","5.62","7.93","5.58","0.16","1.46","0.2","","127.01","127.96","-2.25","33.6","44.6","-10.1","45.32","-2.96","66.85","6.81","5.08","2.51","-2.39","70.56","27.96","","0","0","0","3.06","","632.67","","0","36.41","24.97","35.28","49.61","27.07","47.23","ITC","500875","INE154A01025"
"85","Kotak Mahindra Bank","13","0","17","6","3","40","29.5","1.39","50.26","56.8","","","33789.17","54306.51","6000","2.42","6.46","2.3","-1.31","2.32","2.15","-29.37","157.48","83.02","10.21","42.71","27.35","2.56","11.8","6.52","16.07","6.57","5.91","4.7","10.15","-16.57","18.9","","-0.01","0","25.87","","","2.16","","0.62","7.32","17.81","6.84","14.04","17.34","14.63","KOTAKBANK","500247","INE237A01036"
"86","Axis Bank","7","1","24","6","5","45","44.83","1.33","50.26","56.8","","","46655.48","108057.04","11333.45","2.2","6.46","2.3","-2.28","2.32","2.15","-0.34","1413.94","98.7","26.82","35.57","20.07","2.56","11.8","6.52","16.07","2.68","3.12","3.67","26.77","-6.82","84.55","","-0.01","0","8.15","","","1.63","2317.7","1.18","7.34","17.81","6.84","14.98","17.34","14.63","AXISBANK","532215","INE238A01034"
"87","Mahindra & Mahindra","18","2","15","11","4","30","34","2.54","48.77","47.31","12.55","20.59","32699.24","36004.05","4743.11","5.09","7.12","5.33","1.49","2.94","3.33","","10077.19","96.57","-10.04","18.95","8.1","235.34","0.52","537.53","-1.45","1.87","2.4","15.72","-10.06","19.94","114.45","","0","0.02","18.44","1.4","","3.6","55","1.57","14.21","20.66","20.7","16.78","18.57","19.6","M&M","500520","INE101A01026"
"88","HCL Technologies","4","1","29","5","7","65","35.33","10.26","53.73","55.3","14.75","23.91","27989","27223","5872.19","6.55","9.84","10","-7.96","9.9","10.56","","57.28","28.82","-3.75","20.94","13.02","-9.63","7.88","-9.36","6.66","3.69","3.69","-11.1","-3.65","-3.56","60.66","20.71","0","0","60.81","2.22","","43.46","","0.03","30.84","37.81","39.64","24.96","30.66","32.17","HCLTECH","532281","INE860A01027"
"89","Maruti Suzuki","10","2","12","4","5","55","35.5","9.99","48.77","47.31","14.36","16.46","25178.5","25032.4","4802.97","4.81","7.12","5.33","6","2.94","3.33","","155.47","273.76","-11.69","12.22","9.2","235.34","0.52","537.53","-1.45","2.37","2.98","7.94","-11.69","5.41","470.08","","0","0","58.28","0.97","","129.65","44","0","19.29","20.66","20.7","15.06","18.57","19.6","MARUTI","532500","INE585B01010"
"90","Life Insurance Corp","9","3","15","3","6","65","46.67","0.29","50.26","50.33","7.89","6.21","55303.35","55047.13","","4.02","6.46","7.29","0.43","2.32","3.43","","1682.72","1071.48","-7.84","6.19","5.6","2.56","11.8","-7.87","18.57","0.57","0.56","30.69","-7.79","23.07","80.8","","0","0","96.5","4.32","","387.69","","0","0.97","17.81","1.06","37.98","17.34","24.63","LICI","543526","INE0J1Y01017"
"91","L&T","6","2","21","5","5","70","37.17","2.31","50.4","50.11","19.78","11.94","30559.56","32900.24","6417.85","5.25","4.14","4.97","1.53","1.42","1.56","","57.47","73.45","8.54","10.19","6.06","86.08","78.14","176.35","-0.36","1.88","1.97","15.59","8.52","21.26","116.59","","0","0","0","1.21","","9.16","831.4","1.33","14.89","11.57","15.05","15.39","10.66","13.21","LT","500510","INE018A01030"
"92","Hindustan Unilever","4","1","16","2","6","70","27.33","12.67","52.35","54.29","33","25.13","15868","16076","3321.83","11.58","21.92","14.96","8.57","8.37","9.15","","57.81","19.93","-2.58","22.98","16.95","3.45","15.9","-1.4","17.07","8.41","8.78","3.63","-2.56","6.05","46.34","","0","0","61.9","1.33","","40.17","","0","22.91","36.8","32.71","21.55","36.3","28.61","HINDUNILVR","500696","INE030A01027"
"93","Bajaj Finance","16","2","17","4","3","40","28.17","1.75","50.26","38.95","18.98","68.47","47713.6","52219.89","9351.21","5.51","6.46","4.06","1.63","2.32","1.41","","216.08","136.73","3.74","68.48","24.02","2.56","11.8","-1.86","1.44","7.97","7.47","-87.86","3.7","19.03","29.41","","0.04","0","54.7","1.26","","1.93","","3.74","46.79","17.81","34.62","17.2","17.34","14.63","BAJFINANCE","500034","INE296A01032"
"94","Infosys","7","2","24","6","5","65","36.67","10.38","53.73","55.3","14.64","26.28","42836","44050","9710.91","6.61","9.84","10","20.88","9.9","10.56","","60.98","20.82","-9.64","23.67","16.15","-9.63","7.88","-9.36","6.66","3.99","3.94","-1.58","-8.95","1.17","68.99","21.72","0.22","0","14.52","2.27","","102.97","100.6","0","35.85","37.81","39.64","27.87","30.66","32.17","INFY","500209","INE009A01021"
"95","SBI","2","2","34","6","6","70","48.67","1.06","50.26","56.8","","","129817.94","422241.6","27914.73","2.11","6.46","2.3","0.93","2.32","2.15","-19.02","292.36","119.26","-0.3","25.43","15.99","2.56","11.8","6.52","16.07","1.4","1.92","2.89","-4","12.91","87.53","","0","0","55.5","","","1.42","","1.33","6.51","17.81","6.84","16.87","17.34","14.63","SBIN","500112","INE062A01020"
"96","ICICI Bank","10","2","16","10","7","70","43.33","1.27","50.26","56.8","","","80386.62","165454.89","18460","3.12","6.46","2.3","3.42","2.32","2.15","-28.89","433.43","103.22","-6.13","42.13","27.29","2.56","11.8","6.52","16.07","5.15","5.02","-3.94","-6.25","5.37","74.04","","0","0","0","","","1.87","","0.71","6.72","17.81","6.84","16.45","17.34","14.63","ICICIBANK","532174","INE090A01021"
"97","TCS","7","4","12","6","7","65","34.83","14.25","53.73","55.3","18.08","27.95","71369","70249","17327.72","10.74","9.84","10","-11.15","9.9","10.56","","50.13","26.68","-11.74","26.88","18.3","-9.63","7.88","-9.36","6.66","5.11","4.38","-13.91","-11.75","-2.15","131.88","39.32","0","0","71.77","2.32","","89.66","239.8","0","62.01","37.81","39.64","51.24","30.66","32.17","TCS","532540","INE467B01029"
"98","Bharti Airtel","6","1","27","6","7","80","47.17","2.75","60.72","60.2","12.41","54.76","94732.9","118603","16621.8","9.72","9.49","9.67","0.14","0.28","0.15","","204.27","688.65","14.19","56.01","19.8","106.81","120","44.44","77.94","5.8","5.88","88.73","14.23","214.2","66.45","","-1.4","0","48.87","0.37","","4.35","4436.55","1.13","14.72","16.03","14.76","25.58","24.88","23.14","BHARTIARTL","532454","INE397D01024"
"99","HDFC Bank","5","1","21","11","6","70","43.17","1.35","50.26","56.8","","","114221.89","287300.21","28210","2.75","6.46","2.3","2.7","2.32","2.15","-18.17","159.75","86.04","1","36.49","21.4","2.56","11.8","6.52","16.07","4.16","4.09","-44.27","0.78","7.09","48.42","","0","0","0","","","1.6","","1.22","7","17.81","6.84","13.56","17.34","14.63","HDFCBANK","500180","INE040A01034"
"100","Reliance Industries","12","3","12","3","4","55","49","1.97","53.25","52.95","11.63","19.01","183422","208060","36871.42","2.13","1.9","2.07","1.11","0.91","0.97","","76.98","14.73","2.64","17.44","8.12","5.89","-31.07","9.04","-24.32","1.79","1.82","0.58","2.68","20.26","61.49","","0","0","50.01","1.1","","7.56","6914.65","0.41","8.7","10.1","9.37","8.25","9.53","8.92","RELIANCE","500325","INE002A01018"
