"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"12","SIS","13","0","14","5","6","60","52","3.57","44.28","48.26","13.71","2.77","365.94","414.74","138.1","1.83","6.02","5.08","-1.31","8.93","0.7","","-94.77","-96.37","-13.14","2.38","0.37","53.7","37.53","27.89","17.15","0.36","0.33","20.13","-11.02","-66.87","3.71","","-0.07","0","72.02","1.6","","2.28","34.1","0.62","5.59","13.06","19.86","0.48","14.69","15.67","SIS","540673","INE285J01028"
"13","Shrem InvIT","11","0","8","0","4","30","50.83","0.99","45.6","20.79","","68.62","1686.61","1589.31","","0.63","4.75","7.07","-0.3","2.66","1.7","","","280.03","-12.34","56.9","38.06","-5.25","3.78","8.96","58.79","","1.82","-27.96","-12.53","-15.92","21.33","","","","","2.99","","2.63","","1.29","10.88","12.33","7.64","17.01","14.71","7.59","SHREMINVIT","","INE0GTI23014"
"14","Quality Power Electrical","7","1","16","4","5","65","28.5","9.09","51.2","49.49","20.09","35.95","121.03","158.74","","9.81","12.04","9.55","1.5","3.49","3.57","","","300.67","0.76","17.91","14.51","23.52","10.25","45.5","4.63","7.32","8.18","93.83","0.64","37.6","10.55","","0","0","73.91","2.91","","49.62","","0.02","18.56","24.14","21.54","15.59","20.49","18.92","QPOWER","544367","INE0SII01026"
"15","Saatvik Green Energy","12","0","8","5","4","50","36.5","5.23","46.64","48.58","","16.39","353.93","529.03","","3.84","8.99","7.39","","3.93","2.93","","","","-29.95","16.17","10.69","25.77","16.72","15.39","49.14","","1.48","35.53","-30.19","","26.26","","0","0","75.99","1.14","","8.36","","1.36","60.44","24.97","24.76","63.41","20.74","21.91","SAATVIKGL","544526","INE13B501022"
"16","Jamna Auto ","16","0","11","3","4","35","40.17","7.64","48.77","50.85","9.69","13.54","307.46","313.23","","4.46","7.12","5.9","-3.1","2.94","4.12","","276.61","28.06","-13.13","13.27","7.8","235.34","0.52","14.61","2.2","1.32","2.01","0","-13.04","-8.3","4.5","","-0.01","1.52","49.93","1.37","","67.46","","0.13","25.24","20.66","18.62","18.15","18.57","14.6","JAMNAAUTO","520051","INE039C01032"
"17","PDS","14","1","13","3","2","45","37.17","4.19","47.61","48.96","12.96","4.02","506.65","473.53","","2.74","16.3","3.57","-1.49","3.03","4.28","","240.92","-36.84","131.09","2.97","0.83","4.96","-13.36","-26.38","-44.53","0.49","0.36","-59.96","131.52","-28.88","7.65","","-0.01","0","61.4","1.26","","4","","0.67","20.36","27.03","14.98","9.5","21.4","12.07","PDSL","538730","INE111Q01021"
"18","VST Tillers Tractors","11","1","9","0","6","55","28.83","12.75","48.77","33.14","21.94","15.02","149.39","157.08","","4.42","7.12","10.54","-2.44","2.94","2.18","","","","-43.51","12.37","8.49","235.34","0.52","-88.03","20.32","3.37","4.18","-44.26","-43.51","-20.18","109.79","","0","0","55.61","4.77","","76.16","","0","11.66","20.66","16.95","9.27","18.57","20.04","VSTTILLERS","531266","INE764D01017"
"19","Sharda Motor","8","1","10","5","4","45","44.83","7.45","48.77","50.85","9.02","16.9","479.65","506.71","","4.13","7.12","5.9","3.18","2.94","4.12","","501.13","111.05","-25.26","13.23","11.2","235.34","0.52","14.61","2.2","1.6","1.58","-52.5","-62.64","4.44","58.18","","0","0","64.31","2.24","","121.95","","0","37.56","20.66","18.62","29.65","18.57","14.6","SHARDAMOTR","535602","INE597I01028"
"20","Indo Count ","8","1","13","5","4","55","45.67","3.1","47.61","48.96","10.7","13.81","573.31","495.03","","2.05","16.3","3.57","-0.61","3.03","4.28","","233.43","-31.37","3.26","10.61","3.9","4.96","-13.36","-26.38","-44.53","1.21","1.13","-52.18","3.14","-47.15","8.25","","0","0","58.74","1.7","","4.66","","0.53","15.5","27.03","14.98","10.8","21.4","12.07","ICIL","521016","INE483B01026"
"21","Rajesh Exports","14","0","14","2","7","70","68","20.92","47.61","53.11","16.36","0.06","285.04","368.36","","0.29","16.3","22.4","0.15","3.03","2.65","","-92.13","-90.6","1191.38","0.05","0.02","4.96","-13.36","23.87","25.3","0.01","0.01","128.57","1200","244.76","4.47","","0","0","54.55","1.28","","2.15","","0.06","1.5","27.03","33.13","0.6","21.4","25.4","RAJESHEXPO","531500","INE343B01030"
"22","AXISCADES Tech","14","0","15","3","7","65","34.83","7.84","51.2","53.63","23.79","15.84","163.29","176.29","","6.88","12.04","10.78","0.55","3.49","2.4","","151.85","237.05","10.94","14.47","8.23","23.52","10.25","36.58","18.77","3.67","4.39","84.98","11.07","96.31","21.01","","-0.03","15.8","58.05","2.22","","5.06","","0.29","14.78","24.14","25.11","11.54","20.49","23.88","AXISCADES","532395","INE555B01013"
"23","CARE Ratings","3","0","26","5","6","75","33.5","21.04","50.26","45.38","15.56","51.22","206.1","227.24","","5.54","6.46","113.92","0.93","2.32","5.84","","66.61","82.72","119.83","39.87","35.04","2.56","11.8","-39.04","-44.72","8.19","10.94","22.65","119.51","33.66","50.88","","0","0","0","7.08","","97.76","","0","22.6","17.81","28.64","17.02","17.34","20.82","CARERATING","534804","INE752H01013"
"24","NDR InvIT Trust","6","0","6","0","6","50","35.33","1.91","","","","87.7","295.94","353.68","","1.25","","","","","","","2124.25","526.15","-3.13","88.01","36.12","","","","","","11.95","30.56","-3.09","","3.79","","","","","3.56","","4.8","","0.36","4.22","","","3.6","","","NDRINVIT","","INE0Q7Q23015"
"25","Ceigall","5","1","13","4","4","55","35.33","2.77","50.4","50.11","9.07","16.71","574.61","538.89","","2.47","4.14","4.97","-0.81","1.42","1.56","","","133.61","9.05","13.59","7.41","86.08","78.14","176.35","-0.36","1.29","1.38","-20.3","9.15","-22.79","14.84","","0","0","82.06","1.77","","4.28","","0.76","19.22","11.57","15.05","16.04","10.66","13.21","CEIGALL","544223","INE0AG901020"
"26","Juniper Hotels","13","1","15","5","7","75","46.83","2.26","46.93","48.96","17.86","38.97","368.07","380.19","","1.74","7.01","5.63","0.18","47.48","51.3","","","137.91","86.74","37.92","11.54","87.95","35.57","110.36","39.37","5.9","4.89","160.8","90","231.75","5.09","","0","0","77.53","1.43","","3.39","","0.37","6.22","13.84","13","2.61","13.11","13.66","JUNIPER","544129","INE696F01016"
"27","GHCL","16","3","12","3","7","90","55.67","6.19","51.56","49.32","5.74","30.27","963.73","898.37","","1.32","6.31","5.14","1.14","19.34","112.16","","57.37","-3.49","-25.96","26.08","18.51","0.3","28.87","-11.94","20.27","1.85","1.56","-31.45","-26.09","7.42","61.95","","0.86","0","19.83","5.31","","59.78","","0.03","22.32","16.66","12.41","17.88","12.97","10.75","GHCL","500171","INE539A01019"
"28","Rain Industries","3","2","22","1","4","50","44.67","1.64","51.56","43.69","7.81","9.88","1519.61","2104.62","","0.73","6.31","2.8","-0.4","19.34","2.65","","-185.28","-197.26","74.64","12.15","-0.81","0.3","28.87","39.31","166.35","0.37","0.3","159.1","75","91.3","-3.94","","0","0","41.19","1.75","","1.62","","1.18","4.77","16.66","16.64","-8.5","12.97","15.97","RAIN","500339","INE855B01025"
"29","Texmaco Rail & Engg","11","1","15","2","5","80","39.83","3.29","50.4","50.11","11.68","10.27","524.94","464.29","","1.69","4.14","4.97","1.62","1.42","1.56","","484.35","1115.49","115.49","8.75","4.36","86.08","78.14","176.35","-0.36","1.05","1","-10.99","116","14.11","5.19","","0.08","0","48.34","2.28","","3.83","","0.34","14.74","11.57","15.05","9.02","10.66","13.21","TEXRAIL","533326","INE621L01012"
"30","Subros","8","2","15","3","8","80","42.83","6.62","48.77","50.85","10.43","10.18","343.05","355.54","58.1","4.18","7.12","5.9","1.21","2.94","4.12","","77.45","363.31","-0.22","9.15","4.61","235.34","0.52","14.61","2.2","1.08","1.39","11.83","-0.32","24.86","24.63","","0","0","36.79","1.45","","29.87","3.7","0","18.5","20.66","18.62","13.75","18.57","14.6","SUBROS","517168","INE287B01021"
"31","VIP Industries","25","0","4","5","2","30","17.33","3.55","47.61","32.04","46.55","4.27","93.21","-14.52","-8.3","10.47","16.3","12.45","0.08","3.03","3.65","","-161.57","-202.78","-992.67","-2.38","-9.99","4.96","-13.36","5.41","23.18","1.82","2.47","-334.48","-995.65","-328.55","-13.8","","-7.38","0","42.35","1.28","","1.27","18.1","0.67","-2.84","27.03","22.5","-11.16","21.4","20.12","VIPIND","507880","INE054A01027"
"32","Sky Gold and Diamonds","7","0","13","6","5","70","39","8.72","47.61","53.11","22.35","6.46","229.33","229.33","","4.71","16.3","22.4","0.57","3.03","2.65","","","682.57","53.7","6.24","3.97","4.96","-13.36","23.87","25.3","1.32","1.04","-87.33","47.47","64.82","8.57","","0","0","51.74","1.66","","5.17","","0.88","30.25","27.03","33.13","19.39","21.4","25.4","","541967","INE01IU01018"
"33","Capillary Technologies","5","0","11","1","4","","1.5","","53.73","39.28","","13.13","78.57","","","8.57","9.84","5.56","","9.9","1.51","","","","","","","-9.63","7.88","-32.23","25.71","","","","","","","","","0","52.28","1.67","","10.09","","0.18","3.14","37.81","17.27","2.33","30.66","14.12","CAPILLARY","544614","INE0ILV01024"
"34","Sri Adhikari Bros.","12","1","18","1","4","","0.5","44.29","41.72","40.34","2210.55","11.4","0.69","-8.13","","5905.8","297.38","586.41","-149.3","3.29","4.59","","39.26","-5.29","868.43","-14.61","-127.21","-5.35","-113.05","410.51","-548.15","256.99","601.14","7842.86","872.22","3.17","-4.07","","-0.1","16.67","59.12","0.48","","10.87","","0","-4.7","20.68","25.82","0","18.46","32.54","SABTNL","530943","INE416A01044"
"35","Infibeam Avenues","4","0","20","1","6","65","45","3.23","53.73","38.66","12.09","9.43","376.54","417.87","70.6","1.18","9.84","9.55","1.23","9.9","2.02","","108.75","160.55","8.6","5.9","4.37","-9.63","7.88","-26.1","162.85","1.16","0.9","35.29","9.52","16.6","0.76","","0.02","0","27.29","1.59","","45.48","","0.04","7.3","37.81","11.11","6.03","30.66","8.96","INFIBEAM","539807","INE483S01020"
"36","Entero Healthcare","6","0","21","4","4","60","39.17","5.95","44.15","48.02","23.83","4.14","211.05","236.47","","2.78","8.43","8.86","0.81","4.59","2.07","","","416.91","13.68","3.72","1.95","16.82","90.18","1.66","32.6","0.97","0.87","33.7","13.62","54.71","25.4","","0","0","52.42","2.46","","5.07","","0.17","9.7","15.63","22.59","5.49","22.02","19.99","ENTERO","544122","INE010601016"
"37","Hindustan Constrn","21","1","11","4","6","60","38","1.67","50.4","50.11","6.19","16.36","916.95","1383.58","","2.35","4.14","4.97","-0.47","1.42","1.56","","-42.84","-71.81","-5.82","16.38","3.38","86.08","78.14","176.35","-0.36","0.84","1.11","-31.58","-7.14","-69.44","0.57","","0.1","73.28","16.81","1.21","","1.53","","1.85","23.1","11.57","15.05","12.43","10.66","13.21","HCC","500185","INE549A01026"
"38","Midwest","8","1","13","1","3","","5.67","","50.4","31.73","","30.14","188.74","","","7.33","4.14","4.74","","1.42","0.39","","","91.94","19.69","","","86.08","78.14","-25.63","107.41","","","79.61","13.59","","","","","0","77.13","1.6","","17.27","","0.42","20.51","11.57","19.05","21.85","10.66","19.83","MIDWESTLTD","544587","INE0XAD01024"
"39","PTC","4","0","31","5","8","90","72.83","2.6","45.6","53.1","4.7","7.18","1166.11","1650.51","","0.85","4.75","2.96","0.09","2.66","1.66","","144.93","77.86","-1.98","6.81","5.63","-5.25","3.78","-0.68","2.34","0.3","0.31","-11.99","-1.97","60.8","30.25","","0","0","16.22","2.17","","3.35","","0.51","13.45","12.33","13.1","15.5","14.71","16.72","PTC","532524","INE877F01012"
"40","HMT","12","0","6","0","3","","0.83","-3.13","51.2","49.49","-40.79","-44.22","-62.93","-74.31","","-4.46","12.04","9.55","0.31","3.49","3.57","","-191.78","-126.88","-40.73","-117.11","-128.93","23.52","10.25","45.5","4.63","12","41.81","-44.74","-41.03","-106.03","-1.28","","0","0","93.69","0.21","","-0.9","","-0.56","3.99","24.14","21.54","0","20.49","18.92","HMT","500191","INE262A01018"
"41","Dhanuka Agritech","7","0","15","8","7","65","41.5","10.22","51.56","52.2","12.96","22.24","452.71","437.76","","3.24","6.31","3.66","5.25","19.34","4.4","","109.92","42.23","69.3","20.12","13.9","0.3","28.87","26.21","98.53","2.86","2.48","-19.28","69.37","3.4","62.12","","0","0","69.71","3.29","","88.57","","0.03","27.36","16.66","16.45","21.17","12.97","11.75","DHANUKA","507717","INE435G01025"
"42","Indigo Paints","8","0","11","7","5","70","34.67","9.96","46.64","49.72","17.73","18.79","251.98","253.58","42.2","4.71","8.99","11.26","11.73","3.93","1.73","","","","-3.15","17.43","10.65","25.77","16.72","89.36","-21.91","3.35","3.72","10.71","-3.12","2.98","30.19","","0","0","53.88","2.37","","71.98","1.2","0.01","17.25","24.97","24.5","13.75","20.74","19.27","INDIGOPNTS","543258","INE09VQ01012"
"43","Canara Robeco Asset Management","9","1","5","3","5","","7.5","","50.26","29.32","","65.49","264.38","223.34","","7.41","6.46","20.45","","2.32","10.73","","","","8.29","","","2.56","11.8","6.29","20.84","","","10.42","8.61","","","","","0","75","31.15","","154.34","","0","39.7","17.81","60.44","31.78","17.34","47.77","CRAMC","544580","INE218I01013"
"44","Senco Gold","11","0","12","4","3","65","42.67","3.43","47.61","53.11","13.33","6.67","422.2","560.83","","2.4","16.3","22.4","0.93","3.03","2.65","","","23.4","-53.39","7.26","3.64","4.96","-13.36","23.87","25.3","0.7","0.74","91.03","-53.36","21.7","15.23","","0.06","0","64.46","1.69","","3.1","47.5","0.9","15.83","27.03","33.13","8.08","21.4","25.4","SENCO","543936","INE602W01027"
"45","Smartworks Coworking Spaces","9","2","13","1","3","","21.67","1.55","31.95","12","","64.98","892.88","1093.89","","9.91","12.4","13.88","","4.43","1.27","","","","139.5","64.19","-0.88","32.26","20.34","68.18","99.9","","3.09","107.09","140.74","","-1.26","","0","0","58.18","0.21","","2.65","","3.69","7.47","22.25","6.71","-58.56","22.85","25.12","SMARTWORKS","544447","INE0NAZ01010"
"46","SML Mahindra","8","1","18","0","7","80","41","6.39","48.77","33.14","10.67","10.02","240.61","285.92","","11.39","7.12","10.54","1.03","2.94","2.18","","677.69","221.97","-16.67","10.27","5.85","235.34","0.52","-88.03","20.32","0.94","1.86","3263.89","-16.77","30.95","109.52","","0","0","58.97","1.17","","8.05","","0.84","36.43","20.66","16.95","31.79","18.57","20.04","SMLMAH","505192","INE294B01019"
"47","Shreeji Shipping Global","10","0","6","4","3","","6.67","","52.91","52.89","","33.07","200.99","","","7.1","8.89","9.7","","1.69","0.27","","","","14.77","","","0.75","7.1","-24.36","17.54","","","57.06","9.45","","","","0","0","90","0.95","","16.39","","0.75","45.64","14.28","18.26","41.15","30.44","17.65","SHREEJISPG","544490","INE1B6101010"
"48","Praj Industries","19","2","8","1","4","45","32.17","3.32","51.2","50.35","26.65","11.63","375.67","273.28","26.1","3.9","12.04","15.47","-0.74","3.49","2.93","","210.82","45.71","261.19","7.32","3.3","23.52","10.25","13.68","2.08","3.16","1.59","-64.16","262.07","-64.86","5.74","","0","0","32.81","1.51","","19.95","","0","18.59","24.14","28.12","15.84","20.49","22.83","PRAJIND","522205","INE074A01025"
"49","ISGEC Heavy Engg","18","1","10","5","6","60","41","1.94","51.2","50.35","13.76","9.63","618.74","529.87","","1.83","12.04","15.47","-0.76","3.49","2.93","","72.44","129.01","-15.89","8.57","2.99","23.52","10.25","13.68","2.08","1.2","0.81","-52.5","-15.89","-35.66","25.48","","0","0","62.43","1.48","","15.75","","0.31","15.33","24.14","28.12","9.09","20.49","22.83","ISGEC","533033","INE858B01029"
"50","Shree Renuka Sugars","14","1","8","0","2","","28","1.06","51.46","40.94","16.03","6.86","727.98","162.7","","-2.21","7.93","2.71","0.12","1.46","1.52","","-114.28","-116.37","-40.15","0.23","-7.64","-10.1","45.32","1.88","-39.3","0.55","0.53","-1630","-39.52","-57.61","-3.49","","0","0","62.48","0.59","","0.9","","-3.5","25.5","24.97","13.78","0","27.07","9.31","RENUKA","532670","INE087H01022"
"51","Pilani Investment","12","1","12","1","5","50","40.17","2.06","42.33","41.5","20.99","97.01","293.11","226.62","","0.3","2.9","2.92","-2.08","1.71","1.83","","-43.71","-51.11","1212.28","75.25","9.76","-29.16","5.17","-30.35","0.73","14.02","17.28","-42.45","1212.4","-85.31","26.17","","0.12","0","58.24","9.9","","3.32","","0.12","1.68","21.43","22.46","0.61","10.68","10.83","PILANIINVS","539883","INE417C01014"
"52","Nephrocare Health Services","2","0","18","0","7","","6.83","","44.15","48.02","","23.91","180.74","","","7.09","8.43","8.86","","4.59","2.07","","","408.98","","","","16.82","90.18","1.66","32.6","","","","","","","","","0","63.85","1.92","","8.68","","0.39","15.19","15.63","22.59","11.55","22.02","19.99","NEPHROPLUS","544647","INE428V01029"
"53","Ion Exchange","16","2","9","2","3","40","33","3.45","45.6","47.11","19.04","12.51","342.42","347.53","","3.98","4.75","4.24","-8.81","2.66","0.7","","122.3","27.67","1.7","10.29","7.39","-5.25","3.78","-14.26","9.08","2.44","1.81","-2.56","1.7","-2.78","14.33","","-0.08","0","25.58","1.48","","25.45","","0.25","19.61","12.33","14.46","17.2","14.71","14.7","IONEXCHANG","500214","INE570A01022"
"54","Aurionpro Solutions","15","1","11","3","4","55","38.5","8.69","53.73","39.28","31.6","22.32","261.9","291.62","","3.22","9.84","5.56","1.08","9.9","1.51","","483.05","163.44","5.91","20.33","15.32","-9.63","7.88","-32.23","25.71","7.35","3.89","25.24","10.16","23.57","36.79","","0","0","26.88","2.95","","39.42","","0.01","14.73","37.81","17.27","12.38","30.66","14.12","AURIONPRO","532668","INE132H01018"
"55","Gulf Oil Lubricants","10","1","14","7","5","55","49.67","5.05","53.25","56.09","8.91","15.72","571.02","601","","3.14","1.9","1.88","1.32","0.91","0.47","","","70.5","-10.77","12.87","9.63","5.89","-31.07","-1.91","-57.94","1.56","1.34","2","-10.8","10.55","75.21","","0","0","67.11","1.92","","15.89","","0.29","32.28","10.1","13.58","24.61","9.53","11.76","GULFOILLUB","538567","INE635Q01029"
"56","SJS Enterprises","8","2","24","4","7","65","35.17","18.15","48.77","50.85","13.93","26.72","203.21","232.57","","6.87","7.12","5.9","1.14","2.94","4.12","","185.37","114.14","24.5","26.56","16.69","235.34","0.52","14.61","2.2","3.71","6.23","47","24.48","32.84","43.33","","-0.38","4.29","21.18","2.8","","36.02","","0.02","21.63","20.66","18.62","17.39","18.57","14.6","SJS","543387","INE284S01014"
"57","Surya Roshni","10","1","13","4","5","70","50.17","7.63","60.22","52.54","8.23","8.18","608.89","590.43","","2.07","6.45","6.93","7.06","5.83","74.88","","237.98","69.14","120.61","7.24","4.39","-12.63","18.76","7.27","14.16","0.71","0.69","8.6","120","2.24","15.06","","0.42","0","62.89","3.35","","29.36","","0","18.98","23.41","20.33","14.05","24.83","16.75","SURYAROSNI","500336","INE335A01020"
"58","Rallis","7","1","17","4","7","85","44.33","4.69","51.56","52.2","13.01","11.95","318.48","356","","2.53","6.31","3.66","1.36","19.34","4.4","","-32.53","-23.83","-98.04","11.91","5.82","0.3","28.87","26.21","98.53","1.57","1.81","-82.14","-98.09","22.79","8.59","","0","0","55.08","1.93","","25.5","","0","9.87","16.66","16.45","6.57","12.97","11.75","RALLIS","500355","INE613A01020"
"59","Paras Defence","9","1","14","0","8","90","26.17","16.35","51.2","53.63","35.86","28.82","105.13","117.13","","7.74","12.04","10.78","1.93","3.49","2.4","","222.89","134.7","-11.77","25.67","17.76","23.52","10.25","36.58","18.77","10.59","12.58","-39.57","-11.72","36.71","9.11","","0","0","53.2","3.13","","15.87","","0.04","13.64","24.14","25.11","10.61","20.49","23.88","PARAS","543367","INE045601023"
"60","CMS Info Systems","16","1","10","5","5","55","45.17","5.67","50.26","45.38","10.75","27.94","677.49","669.64","","2.23","6.46","113.92","-20.8","2.32","5.84","","176.49","66.25","-21.62","25.32","14.68","2.56","11.8","-39.04","-44.72","3.12","2.14","-20.07","-21.62","-0.7","21.75","","0","0","0","2.62","","37.23","","0","21.23","17.81","28.64","16.43","17.34","20.82","CMSINFO","543441","INE925R01014"
"61","NIIT Learning ","7","3","14","3","5","60","37.83","5.08","31.95","13.03","13.23","24.2","400.2","381.92","","3.92","12.4","21.61","-2.68","4.43","3.67","","","","-4.74","19.99","11.64","32.26","20.34","1487.67","159","3.37","2.94","-18.33","-5.25","-9.43","15.06","","-0.02","0","34.19","1.88","","19.21","","0.06","24.16","22.25","24.93","18.8","22.85","19.71","NIITMTS","543952","INE342G01023"
