"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"12","Max Financial ","22","0","9","8","6","40","41.83","0.45","50.26","50.33","80.84","1.07","500.34","279.23","","10.26","6.46","7.29","-6.35","2.32","3.43","","125.68","29.15","-94.08","0.56","0.37","2.56","11.8","-7.87","18.57","0.85","1.24","-96.32","-94.09","-53.21","4.67","","-0.46","0","1.25","1.03","","10.56","","0.19","6.54","17.81","1.06","6.2","17.34","24.63","MFSL","500271","INE180A01020"
"13","JSW Infrastructure","11","3","15","1","5","70","34.67","5.7","52.91","57.67","26.49","58.42","2615.13","2813.23","","5.36","8.89","4.9","1.54","1.69","1.18","","689.33","358.33","-0.59","48.33","31.52","0.75","7.1","-5.59","33.36","14.81","10.67","8.18","-1.15","21.96","7.69","","0","0","83.62","3.02","","9.84","100.3","0.48","13.29","14.28","14.11","15.5","30.44","16.62","JSWINFRA","543994","INE880J01026"
"14","Patanjali Foods","18","2","9","4","3","35","31.67","11.29","52.35","41.91","31.74","6.08","2078.41","2087.51","","4.52","21.92","3.91","","8.37","2.27","","","","186.48","5.15","3.8","3.45","15.9","50.68","213.87","1.92","1.46","-44.31","-4.62","","13.11","","-0.55","0","68.26","2.29","","24.6","","0.07","15.86","36.8","17.26","11.43","36.3","11.92","PATANJALI","500368","INE619A01035"
"15","Knowledge Realty Trust","11","0","9","0","4","","19.17","","43.22","20.79","","83.78","3293.02","","","1.21","3.69","7.07","","4.84","1.7","","","","122609.99","","","28.06","70.67","8.96","58.79","","","","26463.64","","","","","","","0.86","","1.89","","9.35","13.47","10.88","7.64","10.51","11.26","7.59","KRT","544481","INE1JAR25012"
"16","Coforge","9","2","14","8","6","80","35","7.65","53.73","55.3","30.11","15.42","1858.4","2568.3","684.7","8.11","9.84","10","0.84","9.9","10.56","","82.91","22.73","-33.42","16.81","7.89","-9.63","7.88","-9.36","6.66","4.5","3.66","-76.91","-33.54","55.51","35.87","","0","0","0","1.71","","13.8","41.2","0.11","14.73","37.81","39.64","12.73","30.66","32.17","COFORGE","532541","INE591G01025"
"17","Glenmark Pharma","6","1","22","3","5","65","34.67","6.49","52.19","52.37","17.83","18.5","2465.1","2290.04","","5.89","7.07","7.21","0.26","2.45","2.45","","34.94","11.19","1202.2","25.71","6.33","12.84","36.79","12.65","37.81","3.26","3.54","72.35","1203.01","215.39","35.78","","0","0","46.65","1.56","","11.9","25","0.25","19.62","22.64","23.07","11.83","17.45","17.79","GLENMARK","532296","INE935A01035"
"18","Schaeffler","9","2","17","1","6","75","27.83","24.82","51.2","44.67","33.18","18.99","1563.66","1789.08","368.35","10.66","12.04","32.09","3.16","3.49","7.87","","","","0.75","18.13","11.71","23.52","10.25","-0.96","-1.33","6.47","6.25","22.52","0.54","16.91","68.15","","0","0","74.13","2.86","","358.64","","0","23.76","24.14","30.51","17.6","20.49","14.63","SCHAEFFLER","505790","INE513A01022"
"19","UPL","3","0","22","4","7","80","60.5","1.64","51.56","52.2","8.7","17.33","8086","8996","1469.05","1.79","6.31","3.66","0.12","19.34","4.4","","-49.49","-75.26","728.41","17.91","4.59","0.3","28.87","26.21","98.53","1.08","1.2","214.41","440.91","209.23","27.47","","0","0","33.5","1.39","","2.23","650","0.81","8.97","16.66","16.45","3.07","12.97","11.75","UPL","512070","INE628A01036"
"20","APL Apollo Tubes","10","0","32","10","6","65","37.17","14.05","60.22","52.54","32.7","6.25","1295.04","1814.78","482.6","12.42","6.45","6.93","0.63","5.83","74.88","","218.13","35.85","2.82","7.85","5.26","-12.63","18.76","7.27","14.16","2.05","2.64","42.84","2.85","79.99","41.13","","-0.03","0","28.27","1.21","","9.72","26.3","0.15","22.02","23.41","20.33","17.98","24.83","16.75","APLAPOLLO","533758","INE702C01027"
"21","MRF","7","2","9","2","6","60","36.83","4.88","48.77","54.06","11.19","15.95","4492.58","4555.9","690.85","2.96","7.12","3.21","-6.45","2.94","1.57","","31.4","179.32","5.03","14.11","6.36","235.34","0.52","22.05","-16.68","1.7","1.98","11.67","5.03","-4.82","4370.75","","-0.01","0","27.73","1.5","","12.48","72.25","0.16","13.77","20.66","15.11","10.11","18.57","11.24","MRF","500290","INE883A01011"
"22","Sundaram Finance","8","0","21","6","6","55","30.5","1.76","50.26","38.95","15.87","81.26","6895.93","7358.19","659.53","4.37","6.46","4.06","1.13","2.32","1.41","","137.44","60.18","2.72","79.28","21.47","2.56","11.8","-1.86","1.44","5.95","6.28","11.93","2.71","25.88","177.47","","-0.01","0","37.21","2.65","","1.63","","4.63","14.02","17.81","34.62","14.24","17.34","14.63","SUNDARMFIN","590071","INE660A01013"
"23","Berger Paints","12","2","10","8","5","60","28","14.01","46.64","49.72","29.69","16.89","1950.87","1835.16","356.65","9.2","8.99","11.26","-9.14","3.93","1.73","","79.44","41.74","-34.43","15.21","9.21","25.77","16.72","89.36","-21.91","5.05","4.93","-23.38","-34.44","-5.86","9.25","","0","0","74.98","2.05","","30.83","","0.02","23.64","24.97","24.5","19.18","20.74","19.27","BERGEPAINT","509480","INE463A01038"
"24","Adani Total Gas","15","2","12","4","4","55","23.83","11.33","45.6","47.11","57.95","23.28","1164.03","1193.97","","12.81","4.75","4.24","-23.28","2.66","0.7","","49.98","28.47","-2.96","20.43","11.31","-5.25","3.78","-14.26","9.08","13.24","10.17","11.63","-3.36","-3.87","5.84","","0","0","74.8","0.73","","11.57","","0.42","15.67","12.33","14.46","15.55","14.71","14.7","ATGL","542066","INE399L01023"
"25","HDB Financial Services","11","1","9","9","2","","29.5","1.04","50.26","38.95","","58.35","9512.37","10076.2","","3","6.46","4.06","","2.32","1.41","","116.54","115.14","10.75","56.13","12.95","2.56","11.8","-1.86","1.44","","3.24","36.31","10.7","","28","","-0.04","0","74.15","1.16","","1.49","","5.52","55.24","17.81","34.62","13.75","17.34","14.63","HDBFS","544429","INE756I01012"
"26","Vishal Mega Mart","8","1","22","8","8","80","31","11.62","42.15","45.47","29.86","14.82","1588.74","1790.71","434.4","8.47","16.91","13.49","1.92","7.44","12.29","","","211.67","-26.09","14.53","6.24","-126.54","-443.74","34.05","-30.22","4.47","4.95","43.48","-26.67","41.39","1.58","","-0.02","0","54.09","1.33","","10.65","42.1","0","13.03","13.41","19.62","9.87","12.2","16.88","VMM","544307","INE01EA01019"
"27","Colgate-Palmolive","10","0","15","6","6","60","27.17","30.19","52.35","54.29","30.49","34.71","2096.9","1942.8","406.66","37.02","21.92","14.96","-4.54","8.37","9.15","","75.98","33.25","2.15","31.82","22.56","3.45","15.9","-1.4","17.07","10.77","9.97","-17.08","2.12","-9.74","48.75","","0","0","51","1.38","","485.39","1.25","0","111.06","36.8","32.71","86.32","36.3","28.61","COLPAL","500830","INE259A01022"
"28","Abbott","8","2","17","3","7","80","29.33","24.07","52.19","52.37","32.32","30.74","1970.18","2102.95","","14.67","7.07","7.21","2.23","2.45","2.45","","138.55","77.09","13.51","26.99","22.47","12.84","36.79","12.65","37.81","10.19","8.76","15.8","13.5","17.46","710.12","","0","0","74.99","3.39","","172.37","","0","42.09","22.64","23.07","33.41","17.45","17.79","ABBOTINDIA","500488","INE358A01014"
"29","Biocon","10","1","11","7","5","55","37.67","1.49","52.19","47.04","13.87","28.66","4374.5","3685.3","451.78","2.2","7.07","3","-1.84","2.45","2.86","","35.43","56.28","169.11","20.72","2.95","12.84","36.79","35.38","3.5","2.68","3.59","607.69","153.85","-66.27","3","","-9.54","0","44.91","1.14","","4.87","235","0.82","6.04","22.64","9.89","4.68","17.45","7.61","BIOCON","532523","INE376G01013"
"30","Lloyds Metals & Energy","15","2","9","2","4","55","31.83","14.21","60.22","46.94","33.57","29.81","2004.14","2755.74","1619.1","7.77","6.45","4.08","1.44","5.83","0.88","","4455.75","1388.99","-10.79","29.59","20.27","-12.63","18.76","-37.25","-1.68","10.01","6.73","87.76","-8.91","23.04","33.16","","0.68","14.42","63.73","1.43","","73.63","","0.12","26.33","23.41","24.12","22.64","24.83","28.69","LLOYDSME","512455","INE281B01032"
"31","Prestige Estates","13","1","14","8","6","65","24.83","1.35","43.22","48.08","20.28","40.06","2944.9","3466.6","672.9","3.79","3.69","4.37","6.32","4.84","5.39","","15.98","-59.35","47.11","37.05","9.66","28.06","70.67","35.84","75.05","6.94","7.57","112.55","47.13","12.39","17.77","","0","0","60.94","1.25","","2.21","378.15","0.69","9.14","10.88","11.57","3.03","11.26","11.96","PRESTIGE","533274","INE811K01011"
"32","Multi Commodity Exchange","4","1","33","2","8","85","26.83","17.11","50.26","43.38","33.07","68.44","761.51","1260.46","346.2","29.54","6.46","14.96","0.79","2.32","1.35","","136.8","290.41","103.13","66.92","54.99","2.56","11.8","11.49","23.45","24.34","36.18","-49.87","-59.38","82.89","36.76","","0","0","0","1.87","","1692.24","0.2","0","24.03","17.81","35.44","29.71","17.34","28.72","MCX","534091","INE745G01043"
"33","Dixon Technologies","14","2","20","2","8","80","41.83","6.26","46.64","38.5","52.23","3.93","1527.81","2642.58","326.08","15.21","8.99","10.55","0.4","3.93","7.87","","809.16","476.08","197.82","3.88","3.03","25.77","16.72","-7.75","87.99","2.04","1.28","79.6","165.98","105.13","241.73","","-0.09","0","28.83","1.04","","9.9","39.6","0.06","29.88","24.97","28.93","36.39","20.74","25.06","DIXON","540699","INE935N01020"
"34","Phoenix Mills","10","2","17","4","5","65","27.83","4","43.22","48.08","28.62","60.62","2312.08","2494.79","641.95","5.73","3.69","4.37","28.12","4.84","5.39","","194.03","314.66","26.3","57.73","26.56","28.06","70.67","35.84","75.05","15.37","15.22","4.04","26.3","2.04","30.15","","0","0","47.25","1.14","","5.73","107.65","0.45","10.36","10.88","11.57","9.42","11.26","11.96","PHOENIXLTD","503100","INE211B01039"
"35","Suzlon Energy","8","2","17","8","5","75","43.67","7.54","51.2","49.49","39.01","18","1960.62","2635.68","637.3","7.99","12.04","9.55","0.09","3.49","3.57","","178.4","1137.94","294.5","18.25","23.05","23.52","10.25","45.5","4.63","7.1","4.56","520","287.5","230.63","2.31","","0","0","11.73","1.56","","7.69","113.1","0.05","24.15","24.14","21.54","33.92","20.49","18.92","SUZLON","532667","INE040H01021"
"36","Fortis Healthcare","8","3","19","4","7","","31.17","9.12","44.15","42.95","33.04","21.26","1654.89","1942.65","369.79","6.53","8.43","8.55","1.14","4.59","5.51","","1236.33","39.47","23.68","22.03","12.02","16.82","90.18","23.21","111.56","6.78","7.51","82.05","23.48","54.61","13.43","","0","0","31.17","0.92","","8.97","","0.25","10.5","15.63","13.9","8.68","22.02","23.28","FORTIS","532843","INE061F01013"
"37","SAIL","4","0","21","7","5","55","52.67","1.58","60.22","59.53","6.62","11.24","11521.24","11370.23","827.4","1.1","6.45","2.99","22.17","5.83","2.57","","11.84","-80.63","-43.76","10.16","2.4","-12.63","18.76","-11.38","-13.53","0.46","0.6","-53.46","-43.89","1.13","6.19","","0","0","65","1.01","","4.12","","0.51","6.5","23.41","10.65","4.02","24.83","6.51","SAIL","500113","INE114A01011"
"38","General Insurance","7","1","20","5","6","60","55","0.47","50.26","44.63","4.95","19.72","9786.55","11306.37","","1.09","6.46","4.36","0.22","2.32","2.16","","4085.83","211.44","13.55","21.75","18.52","2.56","11.8","-7.23","13.22","1.48","1.27","-11.75","13.59","31.67","54.6","","0","0","82.4","0.47","","141.04","","0","11","17.81","14.38","12.08","17.34","12.31","GICRE","540755","INE481Y01014"
"39","Aurobindo Pharma","5","3","11","4","5","50","42.67","3.82","52.19","52.37","9.31","22.71","7204.64","7169.02","1273.21","1.87","7.07","7.21","-4.31","2.45","2.45","","23.13","31.63","2.87","20.46","10.53","12.84","36.79","12.65","37.81","2.12","2.02","4.36","2.89","-4.44","58.93","","0","17.5","51.82","1.85","","15.76","96.75","0.24","15.82","22.64","23.07","10.67","17.45","17.79","AUROPHARMA","524804","INE406A01037"
"40","YES Bank","7","0","26","10","7","80","52.67","1.27","50.26","56.8","","","4802.93","24972.17","","1.38","6.46","2.3","0.45","2.32","2.15","-12","114.89","129.92","43.99","17.38","10.52","2.56","11.8","6.52","16.07","1.71","2.19","50","42.86","46.32","1.01","","0","0","0","","","1.2","","1.5","6.51","17.81","6.84","5.11","17.34","14.63","YESBANK","532648","INE528G01035"
"41","Torrent Power","4","1","18","2","7","80","47.33","3.5","45.6","53.1","14.48","19.86","5794.57","5699.82","804.8","3.51","4.75","2.96","0.66","2.66","1.66","","154.52","558.29","-1.06","18.2","10.41","-5.25","3.78","-0.68","2.34","2.57","2.3","43.46","-1.1","33.3","59.34","","0","0","51.09","1.14","","5.55","220","0.5","14.82","12.33","13.1","16.96","14.71","16.72","TORNTPOWER","532779","INE813H01021"
"42","UNO Minda","9","3","19","3","6","65","29.5","8.93","48.77","50.85","27.8","11.34","1903.07","2119.63","364.26","10.61","7.12","5.9","3.36","2.94","4.12","","508.55","165.02","4.57","11.54","6.07","235.34","0.52","14.61","2.2","3.01","3.67","23.65","4.35","17.99","18.95","","-0.04","0","68.41","1.26","","11.17","47.2","0.4","16.76","20.66","18.62","16.48","18.57","14.6","UNOMINDA","532539","INE405E01023"
"43","Coromandel","9","1","19","4","5","55","44.17","7.82","51.46","51.46","18.47","12.4","2987.04","3862.63","","5.47","13.25","13.25","0.37","0.95","0.95","","94.03","35.2","59.47","10.75","8.39","80.31","151.11","80.31","151.11","2.42","2.33","21.13","59.42","75.79","81.42","","-0.02","0","56.86","1.89","","11.38","55","0.02","22.59","20.27","20.27","18.63","11.93","11.93","COROMANDEL","506395","INE169A01031"
"44","Indian Overseas Bank","10","1","25","5","5","60","50.67","1.22","50.26","56.8","","","9144.8","25019.61","","2.31","6.46","2.3","0.23","2.32","2.15","-7.86","","98.65","13.37","32.28","15.96","2.56","11.8","6.52","16.07","2.67","2.15","53.35","9.23","59.17","2.57","","-2.17","0","92.44","","","1.51","","1.46","6.73","17.81","6.84","11.76","17.34","14.63","IOB","532388","INE565A01014"
"45","Jindal Stainless","5","1","19","8","5","65","47.17","3.94","60.22","59.53","10.48","12.61","4957.48","5501.48","","3.69","6.45","2.99","1.04","5.83","2.57","","3412.62","33.17","2.71","12.36","7.03","-12.63","18.76","-11.38","-13.53","1.22","1.6","26.54","2.65","21.78","35.67","","0","0","61.23","1.27","","8.11","150","0.38","17.46","23.41","10.65","15.01","24.83","6.51","JSL","532508","INE220G01021"
"46","Rail Vikas Nigam","11","2","11","1","5","60","30.83","5.39","50.4","50.11","35.22","10.66","2124.88","1836.15","","7.07","4.14","4.97","-3.77","1.42","1.56","","70.1","8.35","71.18","4.7","5.67","86.08","78.14","176.35","-0.36","3.68","3.37","-20.29","69.23","-15.77","5.45","","0","0","72.84","2.06","","3.94","","0.56","14.12","11.57","15.05","13.38","10.66","13.21","RVNL","542649","INE415G01027"
"47","FSN E-Commerce","7","1","28","6","7","75","23","18.04","42.15","39.6","103.72","6.3","501.17","604.56","133.45","48.78","16.91","20.88","4.53","7.44","1.42","","497.86","60.88","47.64","6.5","1.18","-126.54","-443.74","43.8","-212.78","6.44","7.67","200","50","143.36","0.36","","-0.02","0","52.1","1.24","","4.67","33.1","0.74","12.9","13.41","5.67","5.07","12.2","3.36","NYKAA","543384","INE388Y01029"
"48","Bharat Forge","7","0","20","6","6","75","30.67","5.13","51.2","57.12","20.89","19.22","2907.71","2902.26","574.25","7.25","12.04","5.85","4.56","3.49","4.63","","169.03","-13","5.47","17.71","7.06","23.52","10.25","-0.55","4.75","3.69","4.44","19.69","5.56","13.81","22.54","","0","0","44.07","1.18","","6.96","","0.68","17.86","24.14","18.23","10.17","20.49","12.83","BHARATFORG","500493","INE465A01025"
"49","Alkem Laboratories","3","1","23","3","6","75","33.67","9.25","52.19","52.37","19.39","23.18","3005.89","3302.56","673.35","5.15","7.07","7.21","2.59","2.45","2.45","","92.13","31.59","15.17","20.23","17","12.84","36.79","12.65","37.81","4.5","4.95","11.09","15.17","11.25","197.47","","0","0","51.2","2.76","","24.7","23.6","0.09","19.29","22.64","23.07","18.06","17.45","17.79","ALKEM","539523","INE540L01014"
"50","NMDC","6","1","13","4","4","45","45.5","5.71","60.22","46.94","5.57","40.75","9741.99","10445.18","2032.95","2.14","6.45","4.08","0.63","5.83","0.88","","83.08","-30.25","-13.66","33.33","26.33","-12.63","18.76","-37.25","-1.68","2.53","2.6","-53.27","-13.84","15.58","7.99","","0","0","60.79","2.42","","54.83","","0.13","29.74","23.41","24.12","22.03","24.83","28.69","NMDC","526371","INE584A01023"
"51","Oracle Fin Serv","7","2","16","3","5","50","31.67","26.1","53.73","55.3","18.38","49.37","3380.5","3467","885.1","9.46","9.84","10","4.5","9.9","10.56","","62.74","25.98","11.63","43.5","33.34","-9.63","7.88","-9.36","6.66","9.94","9.51","12.36","11.52","6.35","280.56","","-0.07","0","72.46","6.9","","6761","","0","36.85","37.81","39.64","28.45","30.66","32.17","OFSS","532466","INE881D01027"
"52","IndusInd Bank","15","1","17","6","3","35","36.5","1.22","50.26","56.8","","","11193.67","26604.43","2360.15","1.06","6.46","2.3","0.27","2.32","2.15","-10.51","-42.23","-46.4","129.29","13.94","-4.43","2.56","11.8","6.52","16.07","1.04","1.52","-90.89","129.23","-128.04","-26.1","","0","50.86","15.82","","","1.36","","0.83","7.61","17.81","6.84","3.99","17.34","14.63","INDUSINDBK","532187","INE095A01012"
"53","GE T&D","6","1","27","4","9","90","29.5","17","51.2","50.35","44.58","20.53","881.29","1297.72","","33.52","12.04","15.47","0.57","3.49","2.93","","301.06","1325.98","2.84","23.87","18.05","23.52","10.25","13.68","2.08","9.26","13.72","107.08","2.9","132.99","35.93","","0","0","51","1.32","","61.59","","0","44.56","24.14","28.12","34.3","20.49","22.83","GVT&D","522275","INE200A01026"
"54","Federal Bank","5","1","29","10","5","55","46.33","1.38","50.26","56.8","","","6795.48","23409.82","1825.7","2.03","6.46","2.3","12.23","2.32","2.15","0.99","163.19","111.13","10.3","24.12","14.2","2.56","11.8","6.52","16.07","1.68","2.43","15.58","10.15","1.4","16.63","","0","0","0","","","1.37","","0.94","6.87","17.81","6.84","12.04","17.34","14.63","FEDERALBNK","500469","INE171A01029"
"55","National Aluminium ","2","1","48","3","9","85","52.5","11","60.22","70.26","3.4","47.18","7921.65","9082.7","1731.9","3.56","6.45","4.44","0.12","5.83","2.02","","3766.95","78.49","36.25","47.61","33.91","-12.63","18.76","-3.45","118.47","1.92","3.92","36.67","36.43","97.08","33.28","","0","0","51.28","2.61","","134.33","","0.01","37.11","23.41","22.97","29.58","24.83","26.38","NATIONALUM","532234","INE139A01034"
"56","L&T Finance","10","2","17","9","4","40","30.83","1.13","50.26","38.95","12.43","60.45","9626.92","10492.97","1875.9","2.71","6.46","4.06","2.61","2.32","1.41","","55.49","147.05","0.51","61.14","16.34","2.56","11.8","-1.86","1.44","2.4","4.15","17.53","0.34","9.74","11.23","","-0.07","0","66.03","1.24","","1.61","","3.61","36.43","17.81","34.62","10.34","17.34","14.63","LTF","533519","INE498L01015"
"57","IDFC First Bank","7","1","21","10","6","60","45.5","1.31","50.26","56.8","","","8214.45","20240.26","2009.82","1.83","6.46","2.3","-1.31","2.32","2.15","-15.03","152.41","1026.43","-23.3","19.98","3.75","2.56","11.8","6.52","16.07","1.1","1.87","25","-43.55","-38.02","1.67","","0","0","0","","","1.43","","1.02","7.47","17.81","6.84","3.9","17.34","14.63","IDFCFIRSTB","539437","INE092T01019"
"58","AU SF Bank","6","1","21","3","5","55","40.5","1.57","50.26","50.69","0","0","4839.19","12312.63","1440","4.23","6.46","3.15","1.81","2.32","1.48","-2.62","212.09","86.39","19.04","28.12","12.93","2.56","11.8","403.95","-82.55","2.48","4.03","25.92","18.88","17.24","30.95","","-0.03","0","22.79","0","","1.57","","0.68","8.25","17.81","14.03","12.26","17.34","10.44","AUBANK","540611","INE949L01017"
"59","Oil India","8","0","18","4","5","55","49.5","1.58","53.25","52.68","7.02","39.62","12882.57","11445.72","1460","1.3","1.9","1","-0.42","0.91","1.87","","39.35","16.53","-24.66","29.84","17.85","5.89","-31.07","4.34","-22.41","1.93","2.18","-29.19","-24.7","-28.79","36.73","","0","0","56.66","1.23","","12.05","280","0.6","11.83","10.1","11.31","13.16","9.53","11.07","OIL","533106","INE274J01014"
"60","One97 Communications","11","3","13","5","1","30","5.83","7.82","53.73","38.66","-49.12","-11.33","-782","48.6","52.39","4.77","9.84","9.55","-10.92","9.9","2.02","","76.82","72.47","-82.86","-1.28","-7.83","-9.63","7.88","-26.1","162.85","7.24","9.49","-97.74","-82.81","11.09","-9.45","5.05","0","0","0","2.76","","-47.68","","0","-9.53","37.81","11.11","-4.38","30.66","8.96","PAYTM","543396","INE982J01020"
