"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"21","Exide Industries","15","2","5","2","4","50","40.83","3.43","48.77","50.85","16.76","11.08","1910.83","1919.77","339.93","1.87","7.12","5.9","-6.11","2.94","4.12","","2.35","-81.79","-37.02","10.24","4.53","235.34","0.52","14.61","2.2","1.78","1.58","-25.74","-37.07","-5.7","9.28","","0","0","45.99","1.23","","12.49","9.5","0.11","8.56","20.66","18.62","5.71","18.57","14.6","EXIDEIND","500086","INE302A01020"
"22","Gland Pharma","12","1","11","8","6","75","35.33","9.6","52.19","52.37","16.15","26.39","1482.53","1633.33","287.13","2.89","7.07","7.21","2.44","2.45","2.45","","-9.62","-42.35","-14.76","23.94","13.62","12.84","36.79","12.65","37.81","4.67","4.76","12.29","-14.76","14.29","47.97","","0","0","51.83","4.33","","35.3","4.3","0.03","11.43","22.64","23.07","7.63","17.45","17.79","GLAND","543245","INE068V01023"
"23","Central Depository ","11","1","16","4","8","75","24.17","43.42","50.26","45.38","34.22","68.5","741.35","707.6","160","15.86","6.46","113.92","-5.2","2.32","5.84","","396.1","69.24","36.97","55.3","43.79","2.56","11.8","-39.04","-44.72","23.56","25.58","-13.42","36.94","-11.24","22.63","","0","0","15","3.48","","7391.3","","0","37.51","17.81","28.64","29.91","17.34","20.82","CDSL","","INE736A01011"
"24","Gujarat Gas","14","0","11","6","6","55","41.67","5.85","45.6","47.11","13.43","12.66","2088.05","2123.52","335","3.19","4.75","4.24","-2.79","2.66","0.7","","-4.21","-10.8","-4.64","12.09","7.54","-5.25","3.78","-14.26","9.08","1.72","1.8","20.87","-4.43","-8.56","16.88","","0","0","60.89","1","","64.27","7.5","0","16.28","12.33","14.46","13.52","14.71","14.7","GUJGASLTD","539336","INE844O01030"
"25","Inventurus Knowledge","8","0","19","6","6","75","30.67","15.4","44.15","48.02","32.79","30.35","808.71","954.17","239.9","12.5","8.43","8.86","0.73","4.59","2.07","","","108.64","19.26","31.6","21.01","16.82","90.18","1.66","32.6","9.74","9.65","58.97","19.18","63.17","35.54","","0","0","63.72","1.5","","9.01","","0.42","27.5","15.63","22.59","27.15","22.02","19.99","IKS","544309","INE115Q01022"
"26","Motherson Sumi Wiring","11","0","14","5","2","45","29.33","12.32","48.77","50.85","22.58","10.82","1009.1","1036.59","256.4","15.21","7.12","5.9","-6.43","2.94","4.12","","","47.53","15.54","10.26","6.09","235.34","0.52","14.61","2.2","2.47","2.78","-26.47","13.64","-7.1","0.92","","0","0","61.73","1.58","","40.85","6.4","0.01","43.19","20.66","18.62","35.67","18.57","14.6","MSUMI","543498","INE0FS801015"
"27","Global Health","8","1","13","5","6","65","29.33","14.1","44.15","42.95","32.83","25.89","956.16","985.2","170.9","7.56","8.43","8.55","3.31","4.59","5.51","","1225.22","145.38","-0.36","22.98","14.03","16.82","90.18","23.21","111.56","8.72","7","20.94","-0.51","15.08","20.9","","0","0","33.01","2.48","","14.65","16","0.1","18.38","15.63","13.9","14.21","22.02","23.28","MEDANTA","543654","INE474Q01031"
"28","LIC Housing Finance","10","1","15","6","6","60","50","0.59","50.26","42.77","11.32","94.27","26502.05","27035.4","1864.04","0.73","6.46","2.45","0.39","2.32","0.83","","126.45","138.1","-1.07","93.85","19.17","2.56","11.8","2.02","-5.34","1.1","0.97","1.62","-1.09","13.03","100.38","","0","0","45.24","1.12","","1.36","","7.44","71.54","17.81","44.45","14.97","17.34","13.12","LICHSGFIN","500253","INE115A01026"
"29","SJVN","18","2","13","1","5","40","36.67","0.8","45.6","37.69","23.59","82.21","2525.57","2544.09","","1.93","4.75","6.65","-1.14","2.66","5.71","","-47.68","-17.19","35.18","73.79","17.83","-5.25","3.78","-22.84","-7.55","11.72","9","-30.36","34.48","-44.19","1.42","","0","0","81.85","1.15","","3.4","","1.9","4.45","12.33","10.82","5.78","14.71","11.8","SJVN","533206","INE002L01015"
"30","Emcure Pharma","7","1","22","4","8","70","37.17","6.55","52.19","52.37","13.68","19.52","1541.64","1650.55","315.7","5.93","7.07","7.21","0.89","2.45","2.45","","","2.89","17.64","19.52","9.39","12.84","36.79","12.65","37.81","2.57","3.33","24.39","17.67","39.81","41.84","","-0.01","0.04","77.87","1.71","","8.77","","0.16","20.8","22.64","23.07","15.32","17.45","17.79","EMCURE","544210","INE168P01015"
"31","Karur Vysya Bank","4","0","35","2","6","55","53.33","1.44","50.26","56.8","","","3326.07","9022.1","967.6","2.37","6.46","2.3","0.56","2.32","2.15","1.16","726.14","188.39","20.21","34.28","21.51","2.56","11.8","6.52","16.07","1.74","2.65","15.91","20.2","21.99","23.78","","-0.03","3.77","2.07","","","1.59","","0.1","7.49","17.81","6.84","16.27","17.34","14.63","KARURVYSYA","590003","INE036D01028"
"32","Aster DM Healthcare","15","1","14","2","6","55","25.67","6.73","44.15","42.95","25.97","22.05","912.76","909.26","","6.33","8.43","8.55","-0.92","4.59","5.51","","1844.19","922.42","28.62","19.39","7.66","16.82","90.18","23.21","111.56","5.85","6.64","9.79","27.54","-93.86","6.39","","0","40.66","40.39","2.16","","7.37","","0.19","11.59","15.63","13.9","156.87","22.02","23.28","ASTERDM","540975","INE914M01019"
"33","Metro Brands","11","2","16","7","5","50","25.5","12.72","42.15","45.12","32.32","33.91","850.43","922.69","167.98","15.93","16.91","10.7","-14.06","7.44","2.51","","123.71","65.7","89.61","30.25","14.24","-126.54","-443.74","-35.51","-0.69","10.99","10.59","35.34","89.16","-5.29","14.29","","-0.03","0","71.83","2.9","","9.4","30","0","21.2","13.41","18.43","20.51","12.2","17.98","METROBRAND","543426","INE317I01021"
"34","Apar Industries","5","1","13","7","5","60","41","5.36","46.64","48.58","13.33","8.86","1646.82","1831.02","","5.97","8.99","7.39","2.93","3.93","2.93","","507.7","219.91","-4.26","8.33","4.53","25.77","16.72","15.39","49.14","1.2","1.4","29.81","-4.26","10.5","233.89","","0","0","57.77","1.47","","4.03","","0.1","30.72","24.97","24.76","18.23","20.74","21.91","APARINDS","532259","INE372A01015"
"35","National Highways Infra","12","0","21","1","5","","36.67","0.89","45.6","20.79","","81.84","1975.01","1975.01","","1.6","4.75","7.07","8.52","2.66","1.7","","","375.41","205.64","81.74","13.47","-5.25","3.78","8.96","58.79","","12.02","30.38","194.29","10.47","1.68","","0","0","0","0.43","","1.87","","0.99","2.68","12.33","7.64","1.47","14.71","7.59","NHIT","543385","INE0H7R23014"
"36","Mindspace REIT","7","0","21","3","4","50","37.17","1.66","43.22","20.79","","73.97","1968.16","2134.11","467.6","2.08","3.69","7.07","-21.07","4.84","1.7","","9819.96","12.38","-25.66","73.8","17.25","28.06","70.67","8.96","58.79","","10.41","-61.6","-61.6","-2.86","8.14","","0","0","0","0.51","","3.53","","0.72","6.39","10.88","7.64","3.38","11.26","7.59","MINDSPACE","543217","INE0CCU25019"
"37","Delhivery","7","0","19","10","7","80","42.67","8.3","52.91","50.51","22.95","9.13","815.93","871.18","19.56","3.14","8.89","3.66","0.13","1.69","4.4","","160.28","116.03","-155.33","4.65","1.47","0.75","7.1","-459.3","-92.95","2.13","3.18","-585.71","-155.74","1671.77","1.85","","0","0","0","4.23","","6.49","37.1","0","2.63","14.28","11.68","1.71","30.44","9.84","DELHIVERY","543529","INE148O01028"
"38","Navin Fluorine ","9","1","22","5","5","60","29.67","9.61","51.56","49.32","38.57","24.57","577.45","833.41","213.14","8.35","6.31","5.14","0.94","19.34","112.16","","-29.37","9.7","26.64","27.91","15.91","0.3","28.87","-11.94","20.27","8.88","10.78","145.03","22.98","71.85","86.67","35.6","-0.01","1.08","27.11","1.74","","7.41","29.87","0.55","11.69","16.66","12.41","10.98","12.97","10.75","NAVINFLUOR","532504","INE048G01026"
"39","J B Chemicals","8","1","24","5","8","80","31.83","23.94","52.19","52.37","23.49","27.31","1070.16","1195.38","","7.91","7.07","7.21","2.25","2.45","2.45","","142.45","71.16","-4.78","27.01","17.98","12.84","36.79","12.65","37.81","6.45","7.18","20.75","-4.97","17.77","46.98","","-0.01","0","47.55","3.04","","91.24","","0","24.69","22.64","23.07","19.21","17.45","17.79","JBCHEPHARM","506943","INE572A01036"
"40","Cholamandalam Fin","14","1","13","6","3","20","42.17","0.72","42.33","41.5","11.05","57.92","19189.35","20592.48","","2.21","2.9","2.92","1.6","1.71","1.83","","294.6","112.46","-4.94","55.8","6.16","-29.16","5.17","-30.35","0.73","0.99","0.84","4.61","-4.97","8.48","118.66","","-0.04","0.02","46.38","1.15","","1.54","","13.93","55.29","21.43","22.46","17.36","10.68","10.83","CHOLAHLDNG","504973","INE149A01033"
"41","KPIT Technologies","12","2","18","8","6","60","33.5","11.06","53.73","55.3","24.52","23.91","1397.1","1360.91","258.73","9.27","9.84","10","6.32","9.9","10.56","","472.75","206.16","-1.64","20.48","12.6","-9.63","7.88","-9.36","6.66","6.08","4.94","-17.18","-1.58","6.2","28.19","","-0.02","0","39.42","1.57","","32.96","19.2","0","35.39","37.81","39.64","28.83","30.66","32.17","KPITTECH","542651","INE04I401011"
"42","Sona BLW Precision ","7","0","22","7","5","65","29.67","19.33","48.77","50.85","24.95","31.08","1102.19","1108.19","243.5","5.31","7.12","5.9","10.8","2.94","4.12","","66.84","66.29","-12.73","25.26","15.05","235.34","0.52","14.61","2.2","8.08","7.46","0","-12.59","4.59","9.85","","0","0","28.02","6.94","","36.53","5.5","0","14.15","20.66","18.62","10.94","18.57","14.6","SONACOMS","543300","INE073K01018"
"43","Tata Investment ","10","2","11","5","4","60","26.67","6.13","42.33","41.5","119.45","87.63","267.35","281.33","","0.98","2.9","2.92","-19.21","1.71","1.83","","244.73","45.67","1.27","87.61","110.08","-29.16","5.17","-30.35","0.73","104.73","95.71","-88.02","-89.87","-4.53","6.95","","0","0","73.38","1438.13","","1673","","0","0.76","21.43","22.46","1","10.68","10.83","TATAINVEST","501301","INE672A01026"
"44","Go Digit Insurance ","8","1","19","5","6","60","37.83","0.78","50.26","44.63","52.1","5.49","514.51","574.78","","7.98","6.46","4.36","1.46","2.32","2.16","","","243.63","20.24","2.5","5.16","2.56","11.8","-7.23","13.22","2.85","3.09","17.83","20.63","41.04","5.54","","-0.06","0","73.03","0.11","","7.43","","0.08","10.59","17.81","14.38","9.91","17.34","12.31","GODIGIT","544179","INE03JT01014"
"45","KPR Mill","11","2","19","2","7","80","33.83","21.78","47.61","48.96","23.59","20.67","1320.42","1346.47","257.6","5.76","16.3","3.57","10.41","3.03","4.28","","116.39","-3.18","2.51","18.81","12.51","4.96","-13.36","-26.38","-44.53","4.85","4.6","6.33","2.57","3.53","24.5","","1.21","0","67.52","4.29","","26.53","","0.09","21.45","27.03","14.98","16.29","21.4","12.07","KPRMILL","532889","INE930H01031"
"46","Godfrey Phillips","12","1","12","6","7","80","33.67","12.93","51.46","53.39","25.16","24.91","1398.04","1504.26","","5.4","7.93","5.58","0.64","1.46","0.2","","178.54","144.72","-14.39","21.54","21.15","-10.1","45.32","-2.96","66.85","6.27","5.3","-59.18","-71.46","39.08","80.55","","0","0","72.58","2.1","","113.53","","0.01","23.01","24.97","35.28","20.44","27.07","47.23","GODFRYPHLP","500163","INE260B01028"
"47","ACC","11","1","21","5","6","70","57.17","4.69","50.4","50.95","8.44","18.99","4133.79","4838.51","537.25","1.59","4.14","3.63","0.15","1.42","1.37","","74.39","28.94","198.16","14.87","13.9","86.08","78.14","42.98","3.86","1.68","1.32","464.93","198.15","63.32","177.72","","0","0","56.69","1.61","","38.2","31.15","0","15.86","11.57","8.19","12.94","10.66","7.47","ACC","500410","INE012A01025"
"48","Premier Energies","11","2","24","1","8","90","43.5","7.71","46.64","48.58","22.02","29.36","1914.22","2453.33","506.6","9.28","8.99","7.39","0.32","3.93","2.93","","","","10.83","30.92","18.44","25.77","16.72","15.39","49.14","6.48","4.44","54.06","10.52","74.34","29.38","","0","0","63.94","1.88","","10.79","40","0.67","34.91","24.97","24.76","33.2","20.74","21.91","PREMIERENE","544238","INE0BS701011"
"49","Apollo Tyres","8","2","16","8","7","60","42.33","3.02","48.77","54.06","8.05","14","3659.63","3083.78","750.4","2.07","7.12","3.21","-0.9","2.94","1.57","","135.38","75.59","1903.78","13.73","2.96","235.34","0.52","22.05","-16.68","1.03","1.2","-13.03","1935","-45.33","12.48","","-0.02","0.01","36.93","1.33","","8.19","90.65","0.23","10.83","20.66","15.11","7.59","18.57","11.24","APOLLOTYRE","500877","INE438A01022"
"50","Jubilant Foodworks","12","1","13","6","5","45","32.33","4.67","46.93","40.47","27.48","20.23","1647.59","1836.69","164.3","14.86","7.01","11.4","-14.1","47.48","16.42","","-24.72","-49.86","102.75","19.25","4.16","87.95","35.57","13.77","-3.22","5.39","3.64","65.98","12.59","-6.2","5.59","","0","0.83","40.27","0.55","","3.15","70.25","0.71","13.07","13.84","16.63","10.02","13.11","11.3","JUBLFOOD","533155","INE797F01020"
"51","Crisil","15","2","16","1","6","65","28.83","16.45","50.26","45.38","48.54","30.69","1000.45","1142.41","","13.45","6.46","113.92","3.65","2.32","5.84","","98.89","46.86","12.55","29.34","21.53","2.56","11.8","-39.04","-44.72","14.99","9.35","12.57","12.57","11.9","102.45","","0","0","66.64","1.96","","248.25","","0","32.64","17.81","28.64","26.67","17.34","20.82","CRISIL","500092","INE007A01025"
"52","Central Bank","9","1","20","4","4","55","51.33","1.13","50.26","56.8","","","8732.68","27607.49","","0.99","6.46","2.3","0.2","2.32","2.15","-6.07","413.3","265.7","2.64","23.99","13.9","2.56","11.8","6.52","16.07","1.14","0.93","26.13","2.94","33.76","5.39","","0","0","89.27","","","1.41","","0.66","5.93","17.81","6.84","11.93","17.34","14.63","CENTRALBK","532885","INE483A01010"
"53","Godrej Industries","9","1","14","5","4","60","40.5","0.85","42.33","51.29","18.43","22.2","4365.61","5179.5","","3.15","2.9","2.71","0.25","1.71","0.59","","77.73","50.12","-30.57","8.56","4.79","-29.16","5.17","-12.81","115.52","1.94","1.63","-15.69","-30.57","137.94","28.59","","3.33","0","74.64","1.27","","2.23","","3.73","9.61","21.43","10.32","9.66","10.68","9.07","GODREJIND","500164","INE233A01035"
"54","Endurance Tech","6","2","19","8","7","75","38.33","8.18","48.77","50.85","16.52","14.42","1668.05","1841.07","302.55","5.25","7.12","5.9","2.51","2.94","4.12","","47.89","81.54","0.41","13.48","6.94","235.34","0.52","14.61","2.2","2.39","2.58","11.99","0.44","14.8","62.78","","0","0","75","1.71","","35.63","12.9","0.16","17.51","20.66","18.62","14.62","18.57","14.6","ENDURANCE","540153","INE913H01037"
"55","Poonawalla Fincorp","14","1","13","9","3","40","29.83","1.44","50.26","38.95","36.62","34.48","1444.79","2931.88","700","3.33","6.46","4.06","0.9","2.32","1.41","","-463.5","-126.22","102.45","50.06","5.98","2.56","11.8","-1.86","1.44","6.46","5.63","675","95.79","104.26","4.3","","-0.01","0","63.95","1.28","","0.95","884.1","3.17","16.73","17.81","34.62","-1.2","17.34","14.63","POONAWALLA","524000","INE511C01022"
"56","Gujarat Fluorochemicals","16","1","9","7","7","85","32.67","7.09","51.56","52.48","37.88","25.63","1214.64","1377","253.45","4.34","6.31","7.89","0.74","19.34","2.44","","178.14","-30.63","-2.72","26.89","13.98","0.3","28.87","-6.07","12.09","9.33","6.8","48.41","-2.63","65.83","61.9","","0","0.01","61.39","1.7","","8.26","","0.27","10.63","16.66","18.23","7.52","12.97","14.15","FLUOROCHEM","542812","INE09N301011"
"57","Anthem Biosciences","14","1","12","3","6","70","23","52.56","52.19","52.37","","41.01","756.57","873.57","","12.09","7.07","7.21","","2.45","2.45","","","","27.72","36.89","24.92","12.84","36.79","12.65","37.81","","16.06","6.55","27.16","","9.19","","0","0","74.69","5.32","","73.25","","0.05","26.88","22.64","23.07","18.72","17.45","17.79","ANTHEM","544449","INE0CZ201020"
"58","NLC","4","4","18","5","8","80","58.83","1.14","45.6","53.1","9.19","42.18","6446.72","6532.27","","1.68","4.75","2.96","0.3","2.66","1.66","","81.87","139.93","-16.61","30.91","16.08","-5.25","3.78","-0.68","2.34","2.22","2.06","-32.17","4.18","42.31","18.84","","0","0","72.2","0.72","","6.92","","1.2","9.92","12.33","13.1","14","14.71","16.72","NLCINDIA","513683","INE589A01014"
"59","Ajanta Pharma","7","1","20","10","7","65","32.67","19.06","52.19","52.37","24.11","29.13","1354","1431.38","310.75","7.81","7.07","7.21","3.07","2.45","2.45","","96.79","29.14","1.9","26.08","19.58","12.84","36.79","12.65","37.81","7.06","6.78","20.61","1.91","11.28","77.95","","0","17.29","66.25","2.85","","65.32","6.6","0","30.1","22.64","23.07","24.28","17.45","17.79","AJANTPHARM","532331","INE031B01049"
"60","Thermax","17","0","10","7","3","45","31.33","4.23","51.2","49.49","35.95","11.16","1160","1145.19","180.15","6.67","12.04","9.55","-2.85","3.49","3.57","","198.64","103.15","-21.47","8.67","5.81","23.52","10.25","45.5","4.63","3.96","3.3","-39.28","-21.51","-19.94","49.82","","0","0","61.98","1.3","","9.93","35.8","0.34","15.64","24.14","21.54","12.85","20.49","18.92","THERMAX","500411","INE152A01029"
"61","Tata Elxsi","8","0","12","8","4","55","26.33","30.54","53.73","55.3","26.8","30.89","1152.26","890.71","202.3","12.48","9.84","10","-2.05","9.9","10.56","","206.5","42.8","-29.66","22.06","15.81","-9.63","7.88","-9.36","6.66","8.71","9.19","-45.29","-29.66","-28.29","93.18","","0","0","43.9","5.28","","60.7","","0","34.27","37.81","39.64","27.44","30.66","32.17","TATAELXSI","500408","INE670A01012"
"62","Blue Star","15","1","12","5","6","60","30.17","6.08","46.64","38.5","45.96","7.94","950.92","943.5","164.8","11.02","8.99","10.55","15.66","3.93","7.87","","312.73","252.54","-18.15","7.13","4.47","25.77","16.72","-7.75","87.99","3.67","2.8","2.78","-18.37","4.01","26.56","","0","0","36.49","1.28","","19.49","14.7","0.06","24.82","24.97","28.93","19.28","20.74","25.06","BLUESTARCO","500067","INE472A01039"
"63","Physicswallah","7","1","12","0","3","","3","","31.95","13.03","","7.82","225.99","","","23.66","12.4","21.61","","4.43","3.67","","","","160.05","","","32.26","20.34","1487.67","159","","","55.56","160.87","","","","","0","72.3","1.56","","2.65","","0","-5.15","22.25","24.93","-31.28","22.85","19.71","PWL","544609","INE0LP301011"
"64","Narayana Hrudayalaya","11","1","15","6","6","60","30.83","7.68","44.15","42.95","26.4","24.95","1368.42","1489.44","306.8","8.69","8.43","8.55","4.89","4.59","5.51","","564.46","131.09","31.39","23.43","14.1","16.82","90.18","23.21","111.56","6.3","5.89","30.06","31.4","8.53","41.36","","-0.58","0","63.27","2.14","","9.35","","0.61","17.95","15.63","13.9","21.8","22.02","23.28","NH","539551","INE410P01011"
"65","UCO Bank","7","1","19","4","6","75","50.83","1.17","50.26","56.8","","","6348.57","20251.57","","1.28","6.46","2.3","1.05","2.32","2.15","-7.83","200.33","162.97","19.32","24.86","9.93","2.56","11.8","6.52","16.07","1.79","1.36","11.32","20.41","12.98","2.09","","0","0","90.95","","","1.39","","1.03","6.08","17.81","6.84","8.74","17.34","14.63","UCOBANK","532505","INE691A01018"
"66","AIA Engineering","7","1","11","1","7","80","32","25.96","51.2","57.12","21.13","34.53","1480.84","1554.11","267.8","4.87","12.04","5.85","4.77","3.49","4.63","","79.68","72.01","-9.04","27.56","26.15","23.52","10.25","-0.55","4.75","7.29","8.32","8.94","-9.05","6.67","120.76","","0","0","58.5","8.17","","70.21","3.6","0.07","19.55","24.14","18.23","15.31","20.49","12.83","AIAENG","532683","INE212H01026"
"67","Indian Renewable","15","3","12","1","3","30","34.67","0.87","50.26","48","17.06","93.18","6283.46","7157.85","","2.8","6.46","1.87","0.85","2.32","1.3","","691.35","","6.52","88.61","23.42","2.56","11.8","-6.51","14.03","6.4","4.5","32.28","6.09","22.73","6.7","","0","0","71.76","1.16","","1.52","","6.31","46.86","17.81","56.21","16.54","17.34","16.03","IREDA","544026","INE202E01016"
"68","Page Industries","12","1","12","6","7","80","32","21.35","47.61","32.04","42.01","22.78","1124.18","1180.43","274.19","25.74","16.3","12.45","2.06","3.03","3.65","","112.44","35.9","-3.01","22.16","15.23","4.96","-13.36","5.41","23.18","9.67","7.23","-0.25","-3","23.06","685.16","","0","0","42.89","1.72","","24.24","12.9","0","62.78","27.03","22.5","51.81","21.4","20.12","PAGEIND","532827","INE761H01022"
"69","KEI Industries","10","2","15","2","4","60","30.83","17.92","46.64","50.54","24.36","10.91","1062.76","1301.53","340.25","5.88","8.99","7.72","1.21","3.93","0.94","","171.72","85.21","15.4","10.27","7.69","25.77","16.72","0.87","12.33","2.84","3.25","37.49","15.35","34.83","90.03","","0","0","35","4.18","","19.1","17.1","0.03","16.86","24.97","23.77","12.03","20.74","17.54","KEI","517569","INE878B01027"
"70","Ipca Laboratories","5","1","23","7","9","95","35.67","6.36","52.19","52.37","22.26","20.34","1818.94","1696.42","391.15","4.97","7.07","7.21","1.72","2.45","2.45","","21.67","-16.56","21.17","19.81","8.89","12.84","36.79","12.65","37.81","4.26","3.94","36.46","34.39","25.79","32.78","","0","0","44.72","2.63","","21.42","16.45","0.19","15.15","22.64","23.07","10.61","17.45","17.79","IPCALAB","524494","INE571A01038"
