"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"11","South Ind Bank","4","0","34","10","5","65","45.33","1.32","50.26","56.8","","","2372.04","8139.33","518.9","1.26","6.46","2.3","0.74","2.32","2.15","-5.42","","2808.17","6.51","25.63","14.4","2.56","11.8","6.52","16.07","0.64","1.22","9.16","6.72","11.43","5.31","","0","0","0","","","1.38","","0.43","6.72","17.81","6.84","12.89","17.34","14.63","SOUTHBANK","532218","INE683A01023"
"12","Kirloskar Brothers","8","2","12","5","7","75","34.67","6.81","51.2","47.87","19.64","15.16","681.05","643.3","","5.36","12.04","7.21","-35.09","3.49","2.48","","477.52","340.16","6.45","12.98","8.84","23.52","10.25","7.83","51.63","3.02","2.67","-25.87","6.43","-0.86","49.36","","0","0","65.95","1.85","","27.4","","0.06","25.63","24.14","37.14","19.84","20.49","27.82","KIRLOSBROS","500241","INE732A01036"
"13","KSB","14","1","16","5","6","70","30","10.49","51.2","47.87","34.82","14.77","374.28","395.3","92.2","8.07","12.04","7.21","3.1","3.49","2.48","","145.67","65.66","-4.12","12.98","9.95","23.52","10.25","7.83","51.63","5.27","4.49","9.3","-3.96","14.52","15.09","","0","0","69.8","2.13","","137.76","0.9","0","20.68","24.14","37.14","16.66","20.49","27.82","KSB","500249","INE999A01023"
"14","Vardhman Textiles","7","1","16","2","5","70","51.17","4.55","47.61","48.96","7.78","16.33","1598.71","1516.89","","1.17","16.3","3.57","-2.58","3.03","4.28","","52.94","-42.9","-11.06","12.46","8.08","4.96","-13.36","-26.38","-44.53","1.15","1.2","-20.95","-10.96","-5.75","27.58","","0.23","0","64.44","4.63","","20.69","","0.13","10.82","27.03","14.98","8.92","21.4","12.07","VTL","502986","INE825A01020"
"15","Shriram Pistons","7","1","13","2","6","75","40","7.76","48.77","50.85","9.39","23.54","835.7","892.58","","4.5","7.12","5.9","1.41","2.94","4.12","","593.73","209.77","4.64","20.53","14.15","235.34","0.52","14.61","2.2","2.34","3.11","12.15","4.65","15.6","122.6","","0","0","43.75","2.48","","24.33","","0.2","25.5","20.66","18.62","21.27","18.57","14.6","SHRIPISTON","544344","INE526E01018"
"16","Can Fin Homes","6","0","31","9","6","65","49.67","0.78","50.26","42.77","12.2","92.27","3578.5","3809.03","353.15","2.17","6.46","2.45","0.72","2.32","0.83","","127.89","81.95","5.31","91.94","23.52","2.56","11.8","2.02","-5.34","2.3","2.87","24.86","5.35","17.03","73.15","","0","0","29.99","1.14","","1.44","","6.92","63.45","17.81","44.45","16.91","17.34","13.12","CANFINHOME","511196","INE477A01020"
"17","BBTC","10","1","11","5","8","75","54.67","3.57","52.35","50.38","4.56","18.6","3404.7","3655.86","","1.9","21.92","39.82","-1.98","8.37","5.83","","87.65","1670.56","0.41","17.71","5.99","3.45","15.9","1.14","1.4","0.67","0.63","-4.36","0.41","-5.32","161.96","","0","0","74.05","1.07","","21.5","","0.27","35.48","36.8","49.13","19.93","36.3","56.97","BBTC","501425","INE050A01025"
"18","Vedant Fashions","20","2","12","5","5","45","30.5","9.5","42.15","38.14","25.86","52.49","727.76","729.49","236.5","6.96","16.91","8.84","-7.71","7.44","11.81","","58.48","25.98","-20.18","44.92","27.08","-126.54","-443.74","-2576.02","-4.03","13.58","8.42","-15.38","-20.07","-4.03","15.86","","-0.01","0","74.94","4.01","","13.18","14.6","0","24.49","13.41","16.81","21.74","12.2","38.02","MANYAVAR","543463","INE825V01034"
"19","Ujjivan Small Finance","5","0","28","9","3","45","46.67","1.43","50.26","50.69","","","1823.95","3619.56","511.4","2.04","6.46","3.15","-0.5","2.32","1.48","-1.89","107.51","275.14","52.58","23.47","7.46","2.56","11.8","403.95","-82.55","1.05","1.82","71.43","52.38","-49.19","2.55","","0","0","0","","","1.62","","0.47","9.47","17.81","14.03","11.93","17.34","10.44","UJJIVANSFB","542904","INE551W01018"
"20","Rainbow Childrens Medicare","10","1","13","6","7","60","30.5","9.87","44.15","42.95","26.25","35.68","540.9","557.58","101.3","7.95","8.43","8.55","4.94","4.59","5.51","","","76.05","40.66","32.03","16.21","16.82","90.18","23.21","111.56","9.38","7.71","-4.63","40.61","9.62","24.99","","-0.01","0","49.84","5.46","","7.47","","0","18.07","15.63","13.9","16.57","22.02","23.28","RAINBOW","543524","INE961O01016"
"21","Welspun Living","9","1","16","7","5","60","42.17","2.9","47.61","48.96","10.49","13.75","1450.65","1059.01","20.8","2.5","16.3","3.57","-0.68","3.03","4.28","","25.97","6.32","-85.17","9.91","3.59","4.96","-13.36","-26.38","-44.53","1.23","1.23","-93.81","-85.87","-50.21","3.68","","0","0","66.24","1.68","","6.67","42.1","0.51","15.27","27.03","14.98","13.25","21.4","12.07","WELSPUNLIV","514162","INE192B01031"
"22","CarTrade Tech","4","1","22","4","8","85","33.83","15.97","42.15","39.6","35.5","34.37","220.41","294.21","69.1","5.22","16.91","20.88","0.23","7.44","1.42","","616.58","201.93","39.17","28.55","26.26","-126.54","-443.74","43.8","-212.78","12.16","17.06","112.88","39.09","286.26","39.13","","0","0","0","3.7","","19.12","","0","7.32","13.41","5.67","6.06","12.2","3.36","CARTRADE","543333","INE290S01011"
"23","NMDC Steel","11","0","12","3","4","45","38.33","0.69","60.22","59.53","-8.6","-20.18","-1716.74","-252.91","","0.93","6.45","2.99","-0.19","5.83","2.57","","-32121415.56","","-549.06","-2.83","-11.27","-12.63","18.76","-11.38","-13.53","1.15","1.04","80.79","-533.33","48.66","-4.51","","0","0","60.79","0.59","","-2.63","","0.45","-14.37","23.41","10.65","-18.1","24.83","6.51","NSLNISP","543768","INE0NNS01018"
"24","JM Financial","9","1","18","3","8","80","63.67","1.52","42.33","41.5","7.02","54.03","2365.57","2700.21","","1.18","2.9","2.92","0.07","1.71","1.83","","50.7","6.23","-40.5","62.07","26.86","-29.16","5.17","-30.35","0.73","2.1","2.87","16.05","-40.63","152.79","11.94","","0.3","0","56.9","1.66","","1.81","","1.17","21.69","21.43","22.46","8.44","10.68","10.83","JMFINANCIL","523405","INE780C01023"
"25","Graphite","5","0","17","5","5","60","34.33","6.58","51.2","54.72","13.49","27.02","691.87","432","187.1","2.09","12.04","3.86","-1.05","3.49","0.77","","927.82","-8.41","-42.54","4.53","9.33","23.52","10.25","-3.81","-18.38","3.65","4.75","-60.9","-43.09","-48.28","12.34","","0","0","65.34","4.3","","62","","0.03","9.9","24.14","12.6","7.87","20.49","9.58","GRAPHITE","509488","INE371A01025"
"26","UTI Asset Management ","13","1","9","5","3","45","34.67","8.83","50.26","29.32","12.19","59.98","1110.42","885.17","","2.81","6.46","20.45","-0.72","2.32","10.73","","169.47","36.91","7.04","53.2","30.04","2.56","11.8","6.29","20.84","7.28","6.62","-20.15","6.92","-30.8","43.44","","0","0","0","15.5","","87.37","3.4","0","19.99","17.81","60.44","15.9","17.34","47.77","UTIAMC","543238","INE094J01016"
"27","Nuvoco Vistas","5","5","15","1","6","70","61.17","1.56","50.4","50.95","10.52","13.43","1391.43","1846.67","435.3","1.34","4.14","3.63","0.03","1.42","1.37","","-91.24","-31.92","34.64","16.44","3.47","86.08","78.14","42.98","3.86","1.06","1.11","180.23","35.29","986.23","10.76","","0","0","72.02","0.43","","2.8","99.6","0.42","4.05","11.57","8.19","0.24","10.66","7.47","NUVOCO","543334","INE118D01016"
"28","Cyient","12","0","13","1","6","75","42.83","5.01","53.73","55.3","10.79","16.84","1239.9","1159.4","220.5","2.22","9.84","10","-1.58","9.9","10.56","","79.77","17.88","-28","13.65","7.5","-9.63","7.88","-9.36","6.66","1.91","1.7","-25.11","-27.97","-14.34","48.93","","0.01","0","23.29","3.03","","13.36","14.2","0.04","15.37","37.81","39.64","11.59","30.66","32.17","CYIENT","532175","INE136B01020"
"29","LT Foods","7","2","12","11","4","65","43","4.42","51.46","51.49","12.98","12.28","1066.74","1171.47","","2.95","7.93","3.37","3.38","1.46","3.49","","228.09","107.18","-2.76","11.13","6.54","-10.1","45.32","-41.66","9.76","1.53","1.27","10.54","-2.68","5.76","18.32","","0.01","0","51.01","1.85","","12.17","28","0.19","19.69","24.97","18.81","15.7","27.07","15.23","LTFOODS","532783","INE818H01020"
"30","Fine Organic ","10","3","10","1","4","50","29.83","37.22","51.56","52.48","18.5","26.9","610.48","600.1","100.2","5.01","6.31","7.89","-3.95","19.34","2.44","","149.12","58.12","-7.31","20.7","17.59","0.3","28.87","-6.07","12.09","5.4","5.38","-7.57","-7.31","-7.74","132.24","","0","0","75","8.46","","278.05","0.6","0","24.3","16.66","18.23","17.88","12.97","14.15","FINEORG","541557","INE686Y01026"
"31","Intellect Design Arena","7","1","15","4","6","65","38.83","8.59","53.73","39.28","15.34","24.3","607.57","721.14","111.13","4.22","9.84","5.56","0.75","9.9","1.51","","1981","-4.67","8.24","22.17","14.39","-9.63","7.88","-32.23","25.71","3.85","4.46","91.71","8.03","41.37","28.87","","-0.03","0","29.81","2.08","","145.14","","0","15.39","37.81","17.27","11.94","30.66","14.12","INTELLECT","538835","INE306R01017"
"32","Usha Martin","8","2","12","6","5","55","34","9.57","60.22","52.54","16.24","18.31","636.45","647.74","160.1","4.21","6.45","6.93","-5.65","5.83","74.88","","-2.73","39.87","8.7","16.89","11.38","-12.63","18.76","7.27","14.16","2.96","3.51","0.56","9.06","-5.47","13.26","","-1.24","0","40.52","2.85","","21.54","","0.12","17.64","23.41","20.33","14.8","24.83","16.75","USHAMART","517146","INE228A01035"
"33","Chennai Petroleum","8","2","28","1","6","75","71.5","5.55","53.25","52.95","11.4","1.75","1040.74","3562.73","","1.42","1.9","2.07","0.01","0.91","0.97","","110.41","-84.17","39.27","5.47","3.36","5.89","-31.07","9.04","-24.32","0.15","0.2","4704.29","39.25","478.11","144.42","","0","0","67.29","1.17","","4.26","","0.38","4.57","10.1","9.37","2.6","9.53","8.92","CHENNPETRO","500110","INE178A01016"
"34","Aditya Birla Lifestyle Brands","11","1","3","5","4","50","49.33","2.37","42.15","38.14","","16.21","1269.47","1308.7","","9.54","16.91","8.84","0.18","7.44","11.81","","","","-2.58","15.35","1.8","-126.54","-443.74","-2576.02","-4.03","","1.57","132.76","-5","498.83","1.17","","0","0","46.6","0.96","","3.32","81.4","16.91","15.18","13.41","16.81","105.91","12.2","38.02","ABLBL","544403","INE14LE01019"
"35","Afcons Infrastructure","16","1","7","5","5","50","36.83","1.99","50.4","50.11","10.57","14.58","1830.31","1868.55","","2.33","4.14","4.97","5.82","1.42","1.56","","98.22","36.61","-23.52","11.12","3.93","86.08","78.14","176.35","-0.36","1.43","0.98","-27.96","-23.53","4.29","13.66","","0","53.5","50.17","1.36","","2.91","","0.42","15.24","11.57","15.05","9.25","10.66","13.21","AFCONS","544280","INE101I01011"
"36","ACME Solar Holdings","10","2","12","7","6","60","40","1.17","45.6","37.69","13.61","100.02","1405.54","1879.13","275.6","2.62","4.75","6.65","-1.38","2.66","5.71","","","306.4","-12.04","88.23","26.52","-5.25","3.78","-22.84","-7.55","8.27","6.92","555.17","-12.04","-18.9","7.94","","-0.12","0","83.29","2.87","","1.85","256.3","2.31","6.54","12.33","10.82","5.58","14.71","11.8","ACMESOLAR","544283","INE622W01025"
"37","International Gemmological","13","2","7","5","4","45","35.33","20.5","44.28","48.26","37.05","60.29","635.04","782.72","164.6","11.83","6.02","5.08","1.13","8.93","0.7","","","76.74","3.67","59.94","43.25","53.7","37.53","27.89","17.15","22.71","10.23","8.74","3.67","20.86","12.3","","0","0","76.55","3.35","","76.84","","0","49.45","13.06","19.86","40.2","14.69","15.67","IGIL","544311","INE0Q9301021"
"38","Swan Corp","9","0","16","5","4","50","41.33","2.25","44.28","44.26","9.02","36.54","1804.46","1387.79","","1.71","6.02","6.35","0.29","8.93","0.87","","15727.71","578.36","-119.94","-11.94","11.35","53.7","37.53","141.6","82.74","2.73","2.47","-108.33","-122.62","74.86","18.52","","0","8.27","53.96","2.14","","9.72","","0.38","15.19","13.06","10.77","10.28","14.69","14.93","SWANCORP","503310","INE665A01038"
"39","Gallantt Ispat","12","2","21","2","8","95","44.17","13.22","60.22","59.53","13.15","16.54","710.05","793.04","","4.07","6.45","2.99","0.47","5.83","2.57","","1688.34","","-48.83","17.56","11.38","-12.63","18.76","-11.38","-13.53","2.15","2.92","78.33","-49.72","54.87","20.42","","0.9","0","69.83","3.35","","32.29","","0.13","18.8","23.41","10.65","14.09","24.83","6.51","GALLANTT","532726","INE297H01019"
"40","Syrma SGS Technology","10","1","21","3","7","70","36.33","4.65","46.64","48.58","23","9.84","372.74","455.6","90.43","4.5","8.99","7.39","0.48","3.93","2.93","","","205.86","28.79","10.4","5.85","25.77","16.72","15.39","49.14","2.16","3.24","68.63","23.3","115.14","11.85","","-0.25","0","42.72","1.33","","6.38","11.1","0.35","14.94","24.97","24.76","9.7","20.74","21.91","SYRMA","543573","INE0DYJ01015"
"41","SKF Industrial","3","0","8","1","1","","0","","51.2","44.67","","0","-0.07","","","260.04","12.04","32.09","","3.49","7.87","","","","","","","23.52","10.25","-0.96","-1.33","0","","","","","","","","0","52.58","0.15","","0","","0","117.02","24.14","30.51","0","20.49","14.63","SKFINDUS","544572","INE2J8701016"
"42","Aarti Industries","21","0","8","4","5","35","43.33","2.34","51.56","52.48","17.4","13.95","1014.57","1031","153.53","2.22","6.31","7.89","-1.26","19.34","2.44","","-38.28","-72.09","146.51","13.26","3.85","0.3","28.87","-6.07","12.09","1.95","1.68","102.08","144.54","-34.62","8.03","","-0.04","3.57","42.14","0.84","","3.68","","0.68","7.58","16.66","18.23","5.9","12.97","14.15","AARTIIND","524208","INE769A01020"
"43","Allied Blenders","7","2","19","6","6","80","37.17","5.71","51.46","47.95","20.71","12.82","451.43","519.09","","8.15","7.93","10.25","0.13","1.46","1.78","","1422.91","12999.22","13.7","12.86","6.75","-10.1","45.32","-20.58","17.81","2.43","3.34","31.18","10.4","394.86","9.19","","0","0","80.91","1.42","","3.61","","0.58","23.22","24.97","21.82","12.63","27.07","16.04","ABDL","544203","INE552Z01027"
"44","JBM Auto","11","1","10","6","4","65","34","3.19","48.77","50.85","22.43","13.34","730.4","780.8","","8.97","7.12","5.9","5.42","2.94","4.12","","191.69","29.27","43.02","11.78","3.68","235.34","0.52","14.61","2.2","2.55","2.24","35.32","263.46","11.25","8.81","","0","0","67.53","1.07","","2.96","","1.93","20.16","20.66","18.62","14.94","18.57","14.6","JBMA","532605","INE927D01051"
"45","Blue Dart Express","14","1","15","8","6","55","36.83","6.23","52.91","50.51","16","15.98","914.57","943.62","","7.8","8.89","3.66","-8.16","1.69","4.4","","703.01","-33.96","66.66","15.2","4.5","0.75","7.1","-459.3","-92.95","2.55","2.15","29.48","66.67","-5.85","112.26","","0","0","75","1.14","","11.1","","0.13","18.32","14.28","11.68","16.19","30.44","9.84","BLUEDART","526612","INE233B01017"
"46","Gabriel","9","0","13","7","7","75","32","12.38","48.77","50.85","19.98","10.22","415.63","443.24","","9.97","7.12","5.9","2.35","2.94","4.12","","","","11.39","9.58","5.85","235.34","0.52","14.61","2.2","2.05","2.91","9.82","11.6","21.19","17.79","","0","0","55","1.64","","40.83","","0.02","26.7","20.66","18.62","20.7","18.57","14.6","GABRIEL","505714","INE524A01029"
"47","Concord Biotech","14","1","15","3","6","60","26.33","36.68","52.19","47.04","31.84","45.89","550.78","489.41","92.5","7","7.07","3","-32.55","2.45","2.86","","","112.45","44.31","38.95","28.79","12.84","36.79","35.38","3.5","14.61","11.36","-34.1","43.23","-1.21","30.97","","0","0","44.08","6.17","","1040.58","","0","26.82","22.64","9.89","20.5","17.45","7.61","CONCORDBIO","543960","INE338H01029"
"48","CCL Products","5","1","17","4","4","50","34.67","4.99","51.46","54.89","16.19","18.14","563.55","654.35","135.2","6.13","7.93","5.69","1.61","1.46","2.73","","87.02","51.86","39.21","17.05","8.96","-10.1","45.32","40.74","106.42","2.39","3.39","36.4","38.9","23.47","25.33","","0","0","46.11","1.28","","4.99","","0.92","17.85","24.97","8.91","15.77","27.07","7.42","CCL","519600","INE421D01022"
"49","Data Patterns","8","1","15","4","6","55","24.67","25.35","51.2","53.63","29.06","45.36","321.34","342.56","54.23","8.36","12.04","10.78","2.11","3.49","2.4","","952.23","136.04","92.9","33.05","25.37","23.52","10.25","36.58","18.77","13.36","13.98","62.36","93.05","26.08","41.7","","0","0","42.41","5.24","","26.6","2","0","19.67","24.14","25.11","14.7","20.49","23.88","DATAPATTNS","543428","INE0IX101010"
"50","Tega Industries","17","2","12","5","6","70","29","13.13","60.22","46.94","25.95","23.37","382.96","415.32","","8.67","6.45","4.08","1.37","5.83","0.88","","","71.19","27.18","21.44","13.85","-12.63","18.76","-37.25","-1.68","5.98","7.54","525","27.12","39.84","31.47","","-7.53","0","67.27","2.49","","14.23","","0.19","18.14","23.41","24.12","14.32","24.83","28.69","TEGA","543413","INE011K01018"
"51","Minda Corporation","10","2","13","6","5","55","35.67","4.44","48.77","50.85","23.29","12","607.1","649.3","","5.29","7.12","5.9","25.32","2.94","4.12","","227.83","33.09","29.6","11.48","4.85","235.34","0.52","14.61","2.2","2.55","2.35","13.92","29.5","1.91","11.16","","0","0","64.84","0.86","","9.03","","0.61","13.79","20.66","18.62","11.62","18.57","14.6","MINDACORP","538962","INE842C01021"
"52","Home First Finance ","10","1","30","3","3","40","33.67","1.65","50.26","42.77","14.41","80.55","1232.39","1455.9","212.95","3.25","6.46","2.45","0.7","2.32","0.83","","380.27","105.3","6.34","79.3","27.12","2.56","11.8","2.02","-5.34","5.97","7.13","24.04","5.96","37.35","47.61","","-0.04","0","12.35","1.26","","1.72","203.5","3.79","47.57","17.81","44.45","15.15","17.34","13.12","HOMEFIRST","543259","INE481N01025"
"53","IndiaMART InterMESH","7","0","26","5","7","70","39.17","5.71","42.15","39.6","15.48","57.27","795.21","874.6","137.65","6.15","16.91","20.88","0.75","7.44","1.42","","273.65","85.04","127.69","34.73","39.81","-126.54","-443.74","43.8","-212.78","8.93","8.64","55.45","127.81","28.83","100.7","","-0.05","0","49.12","2.4","","107.37","0.7","0","26.17","13.41","5.67","25.2","12.2","3.36","INDIAMART","542726","INE933S01016"
"54","Jain Resource Recycling","8","1","9","1","6","","1.33","","60.22","65.64","","5.68","405.21","","","9.62","6.45","21.11","","5.83","1","","","","73.19","","","-12.63","18.76","46.78","33.57","","","76.88","86.18","","","","0","0","73.59","1.51","","4.78","","1.26","52.16","23.41","60.67","30.89","24.83","72.89","JAINREC","544537","INE0YD401026"
"55","Caplin Point Labs","10","2","16","5","6","75","37","20.66","52.19","52.37","19.73","38.36","743.36","807.89","","4.16","7.07","7.21","1.16","2.45","2.45","","149.44","78.87","1.08","34.19","28.87","12.84","36.79","12.65","37.81","7.86","6.45","18","1.09","19.29","77.46","","0","0","70.57","6.97","","1218.62","","0","23.34","22.64","23.07","19.32","17.45","17.79","CAPLIPOINT","524742","INE475E01026"
"56","Aether Industries","7","2","30","2","6","65","30.33","20.03","51.56","52.48","38.74","33.71","282.8","332.18","71.5","5.65","6.31","7.89","0.48","19.34","2.44","","","45.43","14.75","31.59","19.64","0.3","28.87","-6.07","12.09","13.13","13.28","54.75","21.49","141.12","14.67","","-0.02","0","74.98","3.25","","21.87","","0.08","10.36","16.66","18.23","7.11","12.97","14.15","AETHER","543534","INE0BWX01014"
"57","Trident","8","1","18","3","9","95","46.83","4.82","47.61","48.96","13.66","13.89","970.93","1035.24","","2.85","16.3","3.57","0.79","3.03","4.28","","8.88","-55.64","-35.03","13.73","6.32","4.96","-13.36","-26.38","-44.53","1.77","1.88","5.88","-33.33","37.71","0.87","","0","0","73.68","2.01","","7.46","","0.34","10.23","27.03","14.98","8","21.4","12.07","TRIDENT","521064","INE064C01022"
"58","Jupiter Wagons","7","2","10","1","4","60","27.33","8.11","48.77","33.14","25.07","15.69","621.88","508.33","","4.72","7.12","10.54","-1.96","2.94","2.18","","","669.51","42.38","14","8.43","235.34","0.52","-88.03","20.32","3.96","3.97","-48.11","42.86","-24.01","6.55","","0.22","0","68.31","2.2","","10.29","","0.18","20.01","20.66","16.95","13.87","18.57","20.04","JWL","533272","INE209L01016"
"59","OneSource Specialty Pharma","23","1","8","2","2","65","25.67","5.1","52.19","52.37","42.3","33.49","483.99","399.98","","2.23","7.07","7.21","5.82","2.45","2.45","","","","-945.96","27.82","1.42","12.84","36.79","12.65","37.81","13.84","9.3","-22.66","-941.3","112.83","1.75","","0.16","18.52","29.93","0.98","","2.91","","0.13","3.26","22.64","23.07","-0.3","17.45","17.79","ONESOURCE","544292","INE013P01021"
"60","Akzo Nobel","12","1","27","7","7","70","50.5","9.97","46.64","49.72","24.03","16.35","669.1","2471.1","","5.86","8.99","11.26","0.02","3.93","1.73","","80.92","48.05","1749.23","14.64","51.01","25.77","16.72","89.36","-21.91","4","3.39","1619.5","1749.45","357.66","437.15","","-8.56","0","61.2","1.38","","68.28","","0","39.88","24.97","24.5","32.31","20.74","19.27","AKZOINDIA","500710","INE133A01011"
