"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"14","Mastek","11","2","12","6","6","60","44.17","4.49","53.73","55.3","12.03","16.45","568.73","609.16","132.95","2.29","9.84","10","-7.81","9.9","10.56","","245.33","27.38","11.19","15.47","10.34","-9.63","7.88","-9.36","6.66","1.95","1.67","13.98","11.09","-2.07","122.27","","-0.02","0","35.77","1.95","","13.52","","0.23","16.88","37.81","39.64","15.26","30.66","32.17","MASTEK","523704","INE759A01021"
"15","Transrail Lighting","12","2","9","1","5","75","44.83","2.68","51.2","49.49","8.67","13.54","718.81","847.32","","2.97","12.04","9.55","","3.49","3.57","","220.54","404.78","-14.02","12.23","6.39","23.52","10.25","45.5","4.63","1.17","0.94","52.7","-13.96","","31.03","","0","0","71.12","1.31","","3.64","","0.34","33.13","24.14","21.54","17.36","20.49","18.92","TRANSRAILL","544317","INE454P01035"
"16","Happiest Minds ","20","2","7","1","3","35","35.67","3.51","53.73","55.3","19.84","22.11","455.8","458.84","80.34","3.79","9.84","10","-1.99","9.9","10.56","","157.51","1.91","-5.44","16.85","8.88","-9.63","7.88","-9.36","6.66","4.34","2.81","9.12","-5.28","-15.89","12.82","","0","1.76","44.21","1.66","","4.58","","0.74","17.06","37.81","39.64","11.72","30.66","32.17","HAPPSTMNDS","543227","INE419U01012"
"17","Jai Balaji ","19","1","5","2","5","50","43.33","4.22","60.22","59.53","13.93","14.71","934.44","587.4","","2.79","6.45","2.99","-0.32","5.83","2.57","","587.92","1060.74","-62.47","9.02","5.06","-12.63","18.76","-11.38","-13.53","1.98","1.07","-96.56","-62.34","-66.31","3.21","","0","31.09","64.84","1.27","","14.91","","0.26","36.04","23.41","10.65","26.25","24.83","6.51","JAIBALAJI","532976","INE091G01026"
"18","Saregama","15","2","12","1","7","65","36.5","8.87","41.72","40.34","27.83","28.6","335.06","352.77","","3.75","297.38","586.41","3.84","3.29","4.59","","364.86","33.85","19.37","24.87","17.47","-5.35","-113.05","410.51","-548.15","8.42","5.36","-2.15","20","8","10.52","","0.74","0","60.39","2.87","","58.36","","0","16.51","20.68","25.82","13.87","18.46","32.54","SAREGAMA","532163","INE979A01025"
"19","Aditya Vision","12","0","16","6","2","35","28.5","9.08","42.15","38.14","27.8","9.37","211.84","228.32","42.4","9.74","16.91","8.84","3.95","7.44","11.81","","652.45","199.01","114.7","8.67","4.39","-126.54","-443.74","-2576.02","-4.03","2.54","2.46","12.17","114.14","14.18","8.61","","-0.18","0","47.14","1.99","","6.68","10.9","0.48","22.86","13.41","16.81","18.07","12.2","38.02","","540205","INE679V01027"
"20","Cera Sanitaryware","15","1","14","7","6","55","32.17","10.15","46.64","47.84","20.56","18.44","353.23","346.72","57.5","4.59","8.99","4.97","-10.2","3.93","2.67","","112.59","65.03","21.73","14.74","12.13","25.77","16.72","11.69","7.65","3.8","3.25","-16.25","21.73","-2.63","181.91","","0","0","54.41","3.8","","49.64","1.7","0.01","21.41","24.97","17.09","18.25","20.74","13.51","CERA","532443","INE739E01017"
"21","Gujarat Ambuja ","7","0","19","1","4","50","43","8.88","51.46","51.49","10.11","10.48","483.45","440.83","46.2","2.03","7.93","3.37","-0.78","1.46","3.49","","70.96","-47.56","-41.53","6.91","3.99","-10.1","45.32","-41.66","9.76","1.02","1.22","-45.03","-41.55","-39","4.5","","0","0","63.84","4.24","","28.88","4.6","0.07","11.42","24.97","18.81","8.3","27.07","15.23","GAEL","524226","INE036B01030"
"22","Pearl Global","7","1","20","5","7","80","43.33","5.48","47.61","32.04","13.77","9.7","437.17","475.59","","4.89","16.3","12.45","0.91","3.03","3.65","","1051.58","299.59","8.1","9.22","5.54","4.96","-13.36","5.41","23.18","1.34","1.31","23.64","8.06","25.95","57.64","","-1.51","0","61.24","1.57","","4.41","","0.48","24.49","27.03","22.5","21.48","21.4","20.12","PGIL","532808","INE940H01022"
"23","Greenlam Industries","11","1","15","1","3","45","32.83","3.47","31.95","32.25","24.73","11.11","285.59","280.99","34.2","5.55","12.4","5.52","-2.69","4.43","2.19","","-19.59","-23.19","310.48","9.98","1.15","32.26","20.34","93.25","-45.89","2.35","2.28","-53.7","301.61","-73.79","1.24","","0","0","50.98","1.17","","4.36","20.9","0.95","8.69","22.25","13.69","6.18","22.85","10.48","GREENLAM","538979","INE544R01021"
"24","Sudeep Pharma","9","0","5","1","3","","3","","52.19","52.37","","39.69","199.28","","","8.69","7.07","7.21","","2.45","2.45","","","","48.49","","","12.84","36.79","12.65","37.81","","","","50","","","","","0","76.15","2.43","","34.09","","0.28","34.78","22.64","23.07","28.25","17.45","17.79","SUDEEPPHRM","544619","INE0QPI01025"
"25","Mishra Dhatu Nigam","11","1","10","1","8","85","32.33","3.67","51.2","53.63","21.24","23.17","248.97","243.37","","4.4","12.04","10.78","2.68","3.49","2.4","","-29.9","-37.24","-0.07","20.68","10.46","23.52","10.25","36.58","18.77","4.75","6.17","-45.67","0","21.98","5.75","","0","0","74","2.61","","8.45","","0.17","8.32","24.14","25.11","7.83","20.49","23.88","MIDHANI","541195","INE099Z01011"
"26","Power Mech Projects","7","0","11","6","5","65","40","3.86","50.4","50.11","13.48","12.4","649.16","732.66","","2.81","4.14","4.97","1","1.42","1.56","","148.73","134.89","42.6","11.96","5.71","86.08","78.14","176.35","-0.36","1.64","1.12","-44.14","42.69","19.58","103.35","","0","0","58.33","1.8","","6.53","","0.33","23.28","11.57","15.05","15.11","10.66","13.21","POWERMECH","539302","INE211R01019"
"27","Welspun Enterprises","11","0","10","0","3","60","38.17","2.5","50.4","50.11","10.44","20.37","730.18","765.99","","2.39","4.14","4.97","1.11","1.42","1.56","","116.66","158.67","-0.39","18.07","9.87","86.08","78.14","176.35","-0.36","1.84","1.82","54.08","-0.45","16.58","25.08","","0.65","0","56.13","1.86","","4.62","","0.59","16.55","11.57","15.05","12.69","10.66","13.21","WELENT","532553","INE625G01013"
"28","DCB Bank","8","0","33","6","2","45","47.83","1.25","50.26","56.8","","","1138.4","5821.86","368.45","1.2","6.46","2.3","0.5","2.32","2.15","-2.09","82.09","114.03","0.45","17.39","9.71","2.56","11.8","6.52","16.07","0.54","0.89","19.25","-1.37","18.36","21.85","","1.58","0","16.24","","","1.24","","1.69","7.22","17.81","6.84","11.37","17.34","14.63","DCBBANK","532772","INE503A01015"
"29","Diamond Power ","7","0","12","0","4","","11.67","2.46","46.64","48.58","77","6.03","67.33","107.17","","-9.08","8.99","7.39","0.97","3.93","2.93","","","","37.9","7.71","4.47","25.77","16.72","15.39","49.14","4.25","4.7","-30.26","39.47","108.02","1.17","","0","0","84.02","1.1","","5.33","","-0.52","3.48","24.97","24.76","-3.92","20.74","21.91","","522163","INE989C01038"
"30","Va Tech Wabag","13","1","17","8","7","80","46.5","2.72","45.6","47.11","18.05","14.17","466.9","505.2","","2.81","4.75","4.24","0.9","2.66","0.7","","224.65","123.86","28.88","12.05","9.06","-5.25","3.78","-14.26","9.08","2.74","1.85","43.7","4.15","22.77","51.41","","-0.01","0","19.09","1.7","","5.93","20.1","0.17","16.78","12.33","14.46","13.79","14.71","14.7","WABAG","533269","INE956G01038"
"31","Tanla Platforms","10","1","16","1","6","60","46.5","6.3","53.73","38.66","7.4","18.15","731.06","735.26","","2.9","9.84","9.55","-2.47","9.9","2.02","","340.23","-5.93","5.06","16.31","11.54","-9.63","7.88","-26.1","162.85","1.56","1.54","12.81","5.51","-5.39","36.56","","0","0","46.17","2.31","","122.29","","0","27.28","37.81","11.11","22.36","30.66","8.96","TANLA","532790","INE483C01032"
"32","Park Medi World","3","0","7","1","5","","7.83","","44.15","42.95","","29.03","404.58","","","5.43","8.43","8.55","","4.59","5.51","","","","","","","16.82","90.18","23.21","111.56","","","","","","","","","0","82.89","1.86","","6.78","","0.58","21.95","15.63","13.9","19.18","22.02","23.28","PARKHOSPS","544645","INE119201023"
"33","V2 Retail","13","1","17","5","8","80","38.83","5.48","42.15","45.47","22.7","14.05","264.78","347.04","","16.98","16.91","13.49","0.48","7.44","12.29","","720.25","716.86","-30.14","14.07","4.1","-126.54","-443.74","34.05","-30.22","3.13","2.72","989.46","-30.14","139.39","27.29","","-2.79","0","51.43","1.19","","3.9","","0.33","15.85","13.41","19.62","20.8","12.2","16.88","V2RETAIL","532867","INE945H01013"
"34","Ethos","14","2","14","7","2","40","25.33","11.51","42.15","38.14","27.3","17.12","214.37","228.84","","4.65","16.91","8.84","16.08","7.44","11.81","","7317.98","311.7","22.59","14.15","6.7","-126.54","-443.74","-2576.02","-4.03","4.85","4.73","1.15","13","4.39","35.34","","-0.01","0","50.58","4.96","","11.03","","0","12.3","13.41","16.81","9.8","12.2","38.02","ETHOSLTD","543532","INE04TZ01018"
"35","Gujarat Narmada ","9","0","19","6","9","80","61.67","3.19","51.46","51.46","4.56","14.14","1116.17","1144","","0.77","13.25","13.25","0.25","0.95","0.95","","17.67","-65.05","115.66","7.82","8.45","80.31","151.11","80.31","151.11","0.92","0.89","70.59","115.58","41.33","43.28","","0","0","41.3","4.67","","48.63","","0.01","8.25","20.27","20.27","6.97","11.93","11.93","GNFC","500670","INE113A01013"
"36","Kalpataru","11","1","14","2","7","60","25.83","0.83","43.22","48.08","","7.38","167.98","136.03","","1.68","3.69","4.37","","4.84","5.39","","","117.36","111.01","-0.08","-2.14","28.06","70.67","35.84","75.05","","2.76","-87.51","108.9","","-2.52","","0","0","81.34","1.49","","3.16","","4.07","2.07","10.88","11.57","0.87","11.26","11.96","KALPATARU","544423","INE227J01012"
"37","Mrs. Bectors Food","10","0","10","4","6","65","25.5","12.3","52.35","50.38","31.33","14.96","280.43","276.87","43.2","5.54","21.92","39.82","-11.13","8.37","5.83","","372.54","150.66","18.23","12.46","6.94","3.45","15.9","1.14","1.4","4.77","3.43","-9.3","18.29","-4.44","4.44","","0","0","49.04","2.3","","21.78","3.2","0.11","15.77","36.8","49.13","12.28","36.3","56.97","BECTORFOOD","543253","INE495P01020"
"38","Akums Drugs & Pharma","12","0","12","7","8","80","47.5","5.63","52.19","52.37","13.01","12.54","516.6","542.92","","2.14","7.07","7.21","1.5","2.45","2.45","","","233.91","-35.75","10.68","7.72","12.84","36.79","12.65","37.81","1.76","1.64","-39.13","-35.9","14.15","20.14","","0","0","75.26","2.54","","14.93","","0","11.27","22.64","23.07","11.09","17.45","17.79","AKUMS","544222","INE09XN01023"
"39","Karnataka Bank","13","1","13","5","3","40","49.67","1.25","50.26","56.8","","","1912.69","7354.87","","0.56","6.46","2.3","-0.41","2.32","2.15","0.04","194.79","150.56","9.14","19.19","12.84","2.56","11.8","6.52","16.07","0.74","0.76","-5.17","9.04","-14.48","30.35","","0","0","0","","","1.32","","0.17","6.34","17.81","6.84","10.98","17.34","14.63","KTKBANK","532652","INE614B01018"
"40","Tips Industries","9","1","22","1","7","65","28.83","35.45","41.72","40.34","35.6","72.63","225.68","256.41","","26.35","297.38","586.41","2.19","3.29","4.59","","1368.89","158.01","10.28","67.63","53.79","-5.35","-113.05","410.51","-548.15","25.99","19.36","32.66","10.34","16.44","14.73","","0","0","64.15","2.75","","742.62","","0","97.13","20.68","25.82","79.48","18.46","32.54","TIPSMUSIC","532375","INE716B01029"
"41","Maharashtra Seamless","11","2","10","1","5","60","50.67","7.97","60.22","59.53","8.14","21.2","1117.48","1133.15","","1.03","6.45","2.99","-1.22","5.83","2.57","","826.98","104.5","-45.61","16.69","15.28","-12.63","18.76","-11.38","-13.53","1.74","1.32","-43.06","-45.61","-7.11","58.48","","0.76","0","69.81","16.35","","404.88","","0","15.03","23.41","10.65","12.27","24.83","6.51","MAHSEAMLES","500265","INE271B01025"
"42","Galaxy Surfactants","13","0","9","5","5","50","42.83","6.03","51.56","52.48","14.11","12.07","510.04","495.59","66.4","2.68","6.31","7.89","-2.77","19.34","2.44","","32.33","16.03","-16.35","9.74","5.98","0.3","28.87","-6.07","12.09","1.72","1.42","-21.55","-16.37","-8.57","80.8","","0","0.02","70.91","2.14","","26.5","7.2","0.06","16.09","16.66","18.23","12.9","12.97","14.15","GALAXYSURF","540935","INE600K01018"
"43","Bluestone Jewellery","13","0","11","3","2","","10.33","2.66","47.61","53.11","","7.63","135.14","348.27","","4.09","16.3","22.4","","3.03","2.65","","","","233.49","13.12","-3.08","4.96","-13.36","23.87","25.3","","3.08","159.66","221.98","","-4.51","","0","37.21","16.36","1.25","","0.65","","0.83","-0.67","27.03","33.13","-25.17","21.4","25.4","BLUESTONE","544484","INE304W01038"
"44","Voltamp Transformers","9","1","9","8","5","55","35.33","24.42","51.2","49.49","15.91","23.31","450.92","455.96","","4.17","12.04","9.55","-4.87","3.49","3.57","","264.09","144.97","-0.88","18.95","16.31","23.52","10.25","45.5","4.63","3.73","3.4","4.1","-0.88","-4.28","324.82","","0","0","30","4.44","","311.84","","0","27.1","24.14","21.54","20.49","20.49","18.92","VOLTAMP","532757","INE540H01012"
"45","Sudarshan Chemical","16","0","9","5","3","45","35.83","1.95","51.56","43.94","21.63","12.38","414.44","517.64","","1.96","6.31","1.54","-2.14","19.34","0.26","","-61.43","-57.1","-75.21","7.68","0.8","0.3","28.87","-25.55","-11.27","2.33","1","-65.12","-75","-58.08","7.04","","0","0","8.19","2.12","","8.58","","0.61","3.64","16.66","5.54","1.62","12.97","4.99","SUDARSCHEM","506655","INE659A01023"
"46","Garware Hi-Tech ","10","0","14","6","7","65","38.5","15.25","44.28","49.91","18.21","23.49","495.49","471.29","","2.76","6.02","2.47","10.33","8.93","3.2","","285.06","98.12","9.89","19.94","15.05","53.7","37.53","-1.28","226.73","4.34","3.33","-12.5","9.91","2.14","134.67","","0","0","60.72","4.28","","56.43","","0","18.65","13.06","14.45","13.96","14.69","11.49","GRWRHITECH","500655","INE291A01017"
"47","Gujarat State Fertilizer","8","1","18","1","7","75","53.33","3.22","51.46","51.46","5.46","9.92","946.59","1065.23","","0.56","13.25","13.25","0.39","0.95","0.95","","439.33","-34.23","133.9","7.6","6.61","80.31","151.11","80.31","151.11","0.74","0.69","8.18","132.83","26.48","16.77","","0","0","37.84","4.34","","93.84","","0","5.77","20.27","20.27","4.86","11.93","11.93","GSFC","500690","INE026A01025"
"48","Transformers & Rectifiers","14","2","16","4","6","70","37.5","7.19","51.2","49.49","51.07","16.24","316.86","368.03","","5.4","12.04","9.55","0.58","3.49","3.57","","34486.96","1338.99","322.8","14.08","9.8","23.52","10.25","45.5","4.63","8.25","3.03","-30.09","323.21","53.14","7.48","","0","21.84","64.36","1.79","","6.55","","0.21","22.51","24.14","21.54","15.49","20.49","18.92","TARIL","532928","INE763I01026"
"49","Pricol","8","1","20","2","3","45","38.83","7.07","48.77","50.85","16.74","12.24","329.53","386.08","","6.13","7.12","5.9","2.51","2.94","4.12","","269.14","203.39","28.25","11.26","5.76","235.34","0.52","14.61","2.2","2.04","2.1","41.89","28.36","14.52","15.61","","0","0","38.51","1.3","","25.03","","0.12","20.1","20.66","18.62","16.43","18.57","14.6","PRICOLLTD","540293","INE726V01018"
"50","Aarti Pharmalabs","10","0","8","5","7","65","37.33","6.08","52.19","52.37","15.12","22.43","474.49","449.26","","3.4","7.07","7.21","5.67","2.45","2.45","","","122.82","-43.59","23.3","12.58","12.84","36.79","12.65","37.81","3.21","3.65","-48.92","-43.59","5.11","26.45","","0.22","0.01","43.1","2.01","","17.64","","0.2","17.23","22.64","23.07","13.68","17.45","17.79","AARTIPHARM","543748","INE0LRU01027"
"51","Jayaswal Neco Ind","7","2","19","1","7","80","65.83","3.41","60.22","59.53","5.71","15.87","952.32","1294.59","","2.71","6.45","2.99","0.01","5.83","2.57","","107.49","-94.99","-29.53","18.93","5.47","-12.63","18.76","-11.38","-13.53","0.48","1.02","-3.8","-29.63","2760.68","3.85","","0","0","55.15","2.2","","1.69","","1.15","13.83","23.41","10.65","4.75","24.83","6.51","JAYNECOIND","522285","INE854B01010"
"52","Manorama Industries","4","2","18","2","6","80","34.33","10.77","51.46","51.16","32.04","27.19","209.62","302.44","","12.29","7.93","14.28","0.2","1.46","2.6","","380.18","364.07","8.51","27.09","16.8","-10.1","45.32","-17.43","20.08","8.21","6.65","104.91","8.25","194.45","29.69","","0","0","54.32","1.67","","5.35","","1.04","36.62","24.97","21.08","24.25","27.07","15.52","MANORAMA","541974","INE00VM01036"
"53","Archean Chemical ","21","0","11","3","3","30","30.17","9.22","51.56","49.32","18.46","33.75","351.44","340.2","45.4","3.69","6.31","5.14","-1.84","19.34","112.16","","","-13.85","-27.61","27.75","15.34","0.3","28.87","-11.94","20.27","6.11","6.3","84.38","-27.38","-22.28","13.83","","-0.01","9.25","53.43","3.5","","43.37","","0.1","12.38","16.66","12.41","8.69","12.97","10.75","ACI","543657","INE128X01021"
"54","Elantas Beck","9","1","10","5","5","55","24.17","31.09","51.56","52.48","50.1","26.6","199.14","206.54","","8.16","6.31","7.89","-8.68","19.34","2.44","","181.6","108.67","-7.71","19.55","16.65","0.3","28.87","-6.07","12.09","13.53","8.53","16.71","-7.71","-5.9","174.27","","0","0","75","6.26","","302.41","","0","20.63","16.66","18.23","16.09","12.97","14.15","","500123","INE280B01018"
"55","C.E. Info Systems","16","2","9","4","5","55","25.83","30.23","53.73","38.66","39.35","50.15","232.35","240.43","32.37","8.5","9.84","9.55","6.08","9.9","2.02","","534.58","69.14","-59.86","37.22","29.51","-9.63","7.88","-26.1","162.85","19.82","14.35","-40.5","-60.85","8","26.61","","0","0","51.36","4.13","","73.3","","0.03","26.38","37.81","11.11","18.61","30.66","8.96","MAPMYINDIA","543425","INE0BV301023"
"56","Dodla Dairy","7","0","17","6","8","80","44","16.83","52.35","50.38","15.91","11.66","434.12","398.51","","4.63","21.92","39.82","2.42","8.37","5.83","","421.2","95.71","4.68","8.54","6.7","3.45","15.9","1.14","1.4","1.88","1.79","8.06","4.59","11.07","43.97","","0","0","58.92","3.71","","117.14","","0.02","24.26","36.8","49.13","18.48","36.3","56.97","DODLA","543306","INE021O01019"
"57","MOIL","11","1","20","2","7","60","37.33","8.93","60.22","46.94","8.89","40.31","638.91","523.22","","2.63","6.45","4.08","-1.77","5.83","0.88","","53.75","1.23","36.76","27.6","20.13","-12.63","18.76","-37.25","-1.68","4.15","4.75","40.65","36.76","-13.32","14.81","","0","0","64.68","3.57","","0","","0","17.56","23.41","24.12","14.46","24.83","28.69","MOIL","533286","INE490G01020"
"58","Mahindra Lifespace","17","1","11","4","2","45","28.17","1.25","43.22","48.08","-74.28","-21.02","-78.27","-99.24","-9.9","2.09","3.69","4.37","1.28","4.84","5.39","","131.69","-60.33","-6.52","-83.2","71.55","28.06","70.67","35.84","75.05","12.46","31.61","374.44","-15.7","34.57","7.58","","-0.01","0","52.41","1.44","","-4.04","4.7","0.76","-3.39","10.88","11.57","3.23","11.26","11.96","MAHLIFE","532313","INE813A01018"
"59","Kirloskar Pneumatic","5","0","14","5","4","40","31.33","9.92","51.2","47.87","24.3","19.15","314.17","286.07","","6.28","12.04","7.21","","3.49","2.48","","","","-2.99","16.85","11.56","23.52","10.25","7.83","51.63","4.68","4.29","12.87","-5.19","","29.66","","-0.02","0","38.82","2.2","","890.01","","0.01","25.04","24.14","37.14","19.26","20.49","27.82","","505283","INE811A01020"
"60","Borosil Renewables","12","1","14","2","5","55","8.83","10.56","46.64","45.47","70.28","6.27","92.84","-8","","8","8.99","6.02","0.33","3.93","22.26","","","","115.86","12.8","-12.8","25.77","16.72","1769.76","-5.54","4.29","4.9","364","115.76","-116.58","-13.34","","-3.08","0","58.77","1.86","","2.94","","0.25","-3.57","24.97","22.22","-6.97","20.74","17.13","BORORENEW","502219","INE666D01022"
"61","Rashtriya Chemicals","6","2","19","6","7","75","62.83","2.59","51.46","51.46","10.29","4.95","839.57","916.05","","1.46","13.25","13.25","0.39","0.95","0.95","","17.05","-65.48","93.55","4.31","1.85","80.31","151.11","80.31","151.11","0.41","0.43","33.57","92.93","59.24","5.66","","0","0","75","1.25","","3.31","","0.58","9.21","20.27","20.27","5.1","11.93","11.93","RCF","524230","INE027A01015"
