"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"18","Algoquant Fintech","11","0","10","1","6","50","26.67","11.18","50.26","45.38","27.36","20.57","48.28","26.04","","15.97","6.46","113.92","","2.32","5.84","","","","41.55","12.42","7.84","2.56","11.8","-39.04","-44.72","6","8.51","-97.2","37.5","","0.58","","0","32.42","73.68","1.77","","7.4","","0.29","39.67","17.81","28.64","31.59","17.34","20.82","","505725","INE598D01035"
"19","Nitco","27","2","3","1","2","25","7.5","1.41","46.64","45.83","-134.99","-6.8","-21.38","-430.71","","5.93","8.99","4.27","0.01","3.93","0.12","","-1462.19","-487.59","-97.89","5.67","-140.92","25.77","16.72","-5.13","-202.81","8.56","4.11","100.83","-98.07","-247.8","-26.82","","-0.01","87.75","16.2","1.83","","-0.3","","0.55","-39.8","24.97","14.26","-300.52","20.74","9.36","NITCO","532722","INE858F01012"
"20","Afcom Holdings","14","1","16","1","4","55","29.17","22.61","52.91","50.51","24.14","30.41","72.61","72.61","","6.49","8.89","3.66","","1.69","4.4","","2714.23","526.19","103.16","28.63","21.93","0.75","7.1","-459.3","-92.95","7.23","3.53","201.57","103.12","","18.58","","0","0","42.59","4.03","","21.8","","0.12","27.39","14.28","11.68","21.97","30.44","9.84","","544224","INE0OXY01013"
"21","Oriental Hotels","14","1","14","0","7","70","42.33","4.97","46.93","48.96","23.76","25.76","113.3","140.2","","2.6","7.01","5.63","0.81","47.48","51.3","","574.71","293.58","163.07","27.12","11.21","87.95","35.57","110.36","39.37","5.8","3.67","36.05","160","40.4","3.08","","0","0.13","67.55","0.42","","6.66","","0.22","10.2","13.84","13","5.75","13.11","13.66","ORIENTHOT","500314","INE750A01020"
"22","Capacit'e Infraprojects","11","1","9","4","6","55","52.83","2.16","50.4","50.11","7.57","18.59","436.95","443.99","85.8","0.99","4.14","4.97","0.81","1.42","1.56","","122.52","360.52","7.46","15.46","7.98","86.08","78.14","176.35","-0.36","1.27","0.72","13.75","8.83","11.18","23.56","","0","31.89","31.69","1.86","","4.68","27.4","0.24","16.71","11.57","15.05","11.78","10.66","13.21","CAPACITE","540710","INE264T01014"
"23","Ganesha Ecosphere","20","2","7","0","5","55","39.5","2.79","47.61","48.96","19.18","15.59","228.51","184.86","","1.42","16.3","3.57","-1.17","3.03","4.28","","61.94","66.4","-104.65","11.52","4.42","4.96","-13.36","-26.38","-44.53","2.69","1.25","-102.61","-106.62","-24.13","23.78","","0","29.79","39.33","2.52","","6","","0.48","10.85","27.03","14.98","8.96","21.4","12.07","GANECOS","514167","INE845D01014"
"24","InfoBeans Tech","5","0","24","1","9","90","42.5","16.68","53.73","55.3","8.01","21.03","83.06","126.56","","4.91","9.84","10","0.22","9.9","10.56","","79.38","-31.03","-14.68","21.84","15.94","-9.63","7.88","-9.36","6.66","1.8","3.81","174.48","-14.22","106.27","30.96","","0","0","74.4","7.73","","34.32","","0","14.95","37.81","39.64","11.42","30.66","32.17","INFOBEAN","543644","INE344S01016"
"25","Hathway Cable & Datacom","10","1","14","3","6","70","58.17","2.6","41.72","44.13","4.68","21.93","447.46","443.25","","0.41","297.38","1.33","1.19","3.29","1.06","","-10.82","-28.83","18.84","15.9","4.99","-5.35","-113.05","-40.98","-30.77","1.13","0.86","50","20","14.36","0.6","","0","0","75","3.57","","319.61","","0","2.52","20.68","14.93","2.11","18.46","10.9","HATHWAY","533162","INE982F01036"
"26","Silver Touch Tech","7","1","27","1","4","55","25.83","12.37","53.73","55.3","20.27","14.16","40.84","47.96","","12.49","9.84","10","1.8","9.9","10.56","","321.77","251.92","84.93","15.53","8.41","-9.63","7.88","-9.36","6.66","2.78","5.87","69.74","85.22","38.84","20.48","","0","4.08","74.61","1.86","","10.55","","0.33","21.82","37.81","39.64","16.6","30.66","32.17","SILVERTUC","543525","INE625X01018"
"27","Som Distilleries ","11","2","8","1","6","80","43","3.55","51.46","47.95","15.06","12.52","180.7","193.25","","2.18","7.93","10.25","1.97","1.46","1.78","","595.66","1161.95","-53.77","13.11","7.11","-10.1","45.32","-20.58","17.81","1.75","1.26","-2.08","-53.47","9","4.91","","0","0","39.39","1.46","","16.34","","0.23","17.33","24.97","21.82","13.97","27.07","16.04","SDBL","507514","INE480C01038"
"28","EPack Prefab Technologies","11","2","5","1","5","","40.5","4.19","50.4","50.11","","10.96","124.37","163.64","","2.64","4.14","4.97","","1.42","1.56","","","","-42.82","10.74","5.95","86.08","78.14","176.35","-0.36","","1.31","12","-51.16","","8.2","","0.52","0","65.06","1.42","","5.13","","0.6","21.59","11.57","15.05","16.82","10.66","13.21","EPACKPEB","544540","INE0MLS01022"
"29","Divgi Torqtransfer ","12","1","14","3","6","65","28.33","18.58","48.77","50.85","18.34","26.75","58.57","69.17","","3","7.12","5.9","-9.21","2.94","4.12","","-21.08","-47.15","20.38","18.05","11.4","235.34","0.52","14.61","2.2","6.21","6.87","37.11","20.21","-6.54","9.9","","0.01","0","60.56","7","","153.32","","0","5.52","20.66","18.62","4.08","18.57","14.6","DIVGIITTS","543812","INE753U01022"
"30","Geojit Fin Serv","23","1","9","2","6","35","43.83","2.54","50.26","43.38","4.07","38.21","285.85","171.46","","1.56","6.46","14.96","-0.39","2.32","1.35","","256.21","11.23","-43.11","26.72","14.23","2.56","11.8","11.49","23.45","2.67","2.77","-64.89","-42.5","-49.77","3.37","","-13.25","9.31","38.48","2.44","","8.81","","0.1","20.14","17.81","35.44","14.46","17.34","28.72","GEOJITFSL","532285","INE007B01023"
"31","Summit Securities","7","1","15","1","5","45","36.33","1.98","43.3","43.3","18.54","96.04","114.31","134.07","","0.16","0.92","0.92","-3.34","0.38","0.38","","-4.79","34.95","349.13","84.82","64.13","-45.05","-6.4","-45.05","-6.4","17.83","11.6","20.64","349.03","-5.41","92.96","","0","0","74.65","1677.36","","0","","0","1","1.41","1.41","0.69","3.17","3.17","SUMMITSEC","533306","INE519C01017"
"32","Khazanchi Jewellers","8","0","26","0","6","80","37.17","20.42","47.61","53.11","23.07","3.66","64.92","64.92","","6.84","16.3","22.4","0.98","3.03","2.65","","1847.11","1275.35","55.41","4.53","3.23","4.96","-13.36","23.87","25.3","0.81","0.93","118.35","55.56","41.93","18.15","","0","0","74.51","4.78","","17.41","","0.28","25.05","27.03","33.13","19.4","21.4","25.4","","543953","INE0OWC01011"
"33","Apcotex Industries","7","0","21","5","7","85","47.17","4.68","48.77","54.06","13.85","9.7","135.15","163.32","","3.17","7.12","3.21","0.64","2.94","1.57","","225.16","-45.28","32.03","10.21","5.13","235.34","0.52","22.05","-16.68","1.24","1.3","131.28","31.89","39.39","14.04","","0","0","58.23","1.45","","7.8","","0.33","14.43","20.66","15.11","9.77","18.57","11.24","APCOTEXIND","523694","INE116A01032"
"34","Mukand","12","0","10","5","5","50","50.33","2.14","60.22","59.53","9.49","6.1","298.66","302.32","","1.92","6.45","2.99","-0.83","5.83","2.57","","131.64","-57.23","-65.97","5.45","1.39","-12.63","18.76","-11.38","-13.53","0.27","0.4","-61.8","-66.17","-34.36","4.48","","0","0","74.7","1.12","","2.3","","1.64","22.05","23.41","10.65","7.99","24.83","6.51","MUKANDLTD","500460","INE304A01026"
"35","KP Green Engineering","12","0","8","0","4","","24.67","","50.4","50.11","17","16.59","115.31","115.31","","4.82","4.14","4.97","","1.42","1.56","","","","","","","86.08","78.14","176.35","-0.36","2.71","","","","","14.7","","","0","66.61","1.24","","12.93","","0.29","31.15","11.57","15.05","22.67","10.66","13.21","","544150","INE0QVH01025"
"36","Hinduja Global","18","1","6","2","6","","45.67","1.53","53.73","48.92","3.26","18.43","811.79","888.72","","0.23","9.84","5.8","19.77","9.9","2.28","","-39.87","-98.01","-212.05","5.97","-0.02","-9.63","7.88","7.73","-7.66","0.49","0.42","52.65","-133.98","-100.42","-0.2","","0","14.23","67.99","3.21","","3.54","","0.15","3.26","37.81","20.77","1.57","30.66","17.42","HGS","532859","INE170I01016"
"37","GE Power","7","1","17","1","7","75","61.83","1.78","51.2","49.49","1065.23","0.11","1.16","264.76","","4.78","12.04","9.55","0.06","3.49","3.57","","139.95","170.29","-6.8","-2.7","18.49","23.52","10.25","45.5","4.63","1.6","1.61","-51.66","-6.78","154.34","31.64","","0","0","68.58","1.13","","0.05","","0","-3.36","24.14","21.54","64.1","20.49","18.92","GVPIL","532309","INE878A01011"
"38","DCX Systems","24","2","9","3","6","60","48.33","3.48","51.2","53.63","18.31","7.81","84.64","69.23","","1.27","12.04","10.78","-1.36","3.49","2.4","","","-40.75","-322.77","0.06","2.21","23.52","10.25","36.58","18.77","2.36","1.59","-272.34","-325","-52.78","2.31","","0","0","52.16","2.96","","7.77","","0","5.16","24.14","25.11","2.82","20.49","23.88","DCXINDIA","543650","INE0KL801015"
"39","Goodyear","18","2","10","1","7","65","44","4.22","48.77","54.06","12.56","5.14","134.11","114.2","","3.22","7.12","3.21","-1.54","2.94","1.57","","-37.96","-46.43","-7.37","3.87","1.67","235.34","0.52","22.05","-16.68","0.72","0.74","-16.86","-7.35","-28.91","18","","0","0","74","1.35","","28.66","","0","12.05","20.66","15.11","9.18","18.57","11.24","","500168","INE533A01012"
"40","TCC Concept","16","1","13","1","5","55","31.5","16.81","44.28","44.26","23.59","80.05","66.62","85.52","","2.48","6.02","6.35","0.69","8.93","0.87","","","","10.88","74.77","45.63","53.7","37.53","141.6","82.74","19.51","17.87","-36.38","10.61","56.77","9.96","","-15.18","0","45.69","3.64","","36.65","","0.01","7.53","13.06","10.77","5.87","14.69","14.93","","512038","INE887D01016"
"41","EMS","21","2","7","2","6","55","39.17","8.19","45.6","43.46","12.58","27.64","267.03","238.79","","1.78","4.75","2.89","-2.35","2.66","0.8","","153.39","134.87","-25.46","24.09","17.69","-5.25","3.78","-19.17","28.92","3.55","2.01","-43.18","-23.26","-4.82","29.39","","0","26.44","69.7","8.15","","31.66","","0.09","23.98","12.33","19.38","18.81","14.71","22.85","EMSLIMITED","543983","INE0OV601013"
"42","Uniparts","11","1","16","4","6","75","50.83","5.91","51.2","49.49","8.6","17.3","166.81","200.66","","2.02","12.04","9.55","1.06","3.49","3.57","","40.24","-47.86","14.28","17.56","11.45","23.52","10.25","45.5","4.63","1.44","1.83","86.32","14.14","15.1","25.66","","0","0","65.89","3.76","","20.15","","0.09","12.85","24.14","21.54","9.91","20.49","18.92","UNIPARTS","543689","INE244O01017"
"43","Insecticides","6","1","20","3","6","75","52.33","3.28","51.56","52.2","7.73","11.41","228.21","242.66","","1.54","6.31","3.66","0.91","19.34","4.4","","63.4","32.2","1.72","11.41","7.26","0.3","28.87","26.21","98.53","0.86","0.91","-2.26","1.7","13.7","51.02","","0","0","72.3","1.83","","33.25","","0.09","17.76","16.66","16.45","13.09","12.97","11.75","INSECTICID","532851","INE070I01018"
"44","Filatex","7","1","6","5","4","40","56.5","3.77","47.61","48.96","6.32","6.45","274.47","329.46","","1.32","16.3","3.57","","3.03","4.28","","","","16.95","7.02","4.13","4.96","-13.36","-26.38","-44.53","0.39","0.44","256.67","16.3","","3.97","","-0.03","0","65.38","1.4","","12.69","","0.09","12.28","27.03","14.98","10.06","21.4","12.07","FILATEX","526227","INE816B01035"
"45","Morepen Laboratories","13","1","10","3","4","55","40.67","3.63","52.19","52.37","13.94","10.62","192.43","178.07","","1.56","7.07","7.21","-0.76","2.45","2.45","","251.47","16.07","280.29","7.59","5.62","12.84","36.79","12.65","37.81","1.45","1.06","15.38","275","-24.88","1.8","","0","0","35.65","2.32","","23.07","","0.07","12.79","22.64","23.07","10.2","17.45","17.79","MOREPENLAB","500288","INE083A01026"
"46","Sasken Technologies","21","3","6","1","5","50","30.17","8.05","53.73","55.3","29.56","14.29","78.75","79.31","","2.33","9.84","10","-1.19","9.9","10.56","","-36.21","-60.79","3.29","5.21","4.78","-9.63","7.88","-9.36","6.66","4.27","2.27","-19.3","3.21","-39.93","25.94","","0","0","43.08","3.38","","28.39","","0","7.72","37.81","39.64","6.38","30.66","32.17","SASKEN","532663","INE231F01020"
"47","Nitin Spinners","6","1","19","3","8","95","58.83","2.8","47.61","48.96","6.21","14.36","475.02","452.19","","1.37","16.3","3.57","1.48","3.03","4.28","","636.55","-46.21","-15.13","13.86","5.16","4.96","-13.36","-26.38","-44.53","0.54","0.58","-17.47","-15.09","7.55","29.69","","0.09","0","56.71","1.71","","5.26","","0.89","15.76","27.03","14.98","13.37","21.4","12.07","NITINSPIN","532698","INE229H01012"
"48","TCI Express","19","1","9","5","6","55","43.17","9.54","52.91","50.51","16.92","11.43","138.11","133.44","29.1","2.32","8.89","3.66","-0.87","1.69","4.4","","","","22.8","9.74","6.83","0.75","7.1","-459.3","-92.95","1.95","1.56","-4.01","21.44","-26.2","21.33","","0","0","69.46","3.2","","105.43","0.25","0","14.86","14.28","11.68","11.22","30.44","9.84","TCIEXP","540212","INE586V01016"
"49","Shukra Pharma","12","0","13","0","3","45","19.33","48.85","52.19","52.37","56.02","51.97","16.94","17.45","","28.45","7.07","7.21","-9.13","2.45","2.45","","26796.35","1175.49","130.95","34.61","34.05","12.84","36.79","12.65","37.81","29.36","53.3","-80","150","-17.14","0.27","","0","0","50.96","3.79","","28.47","","0.07","20.04","22.64","23.07","15.23","17.45","17.79","","524632","INE551C01044"
"50","Jaykay Enterprises","13","1","10","0","4","65","30.67","8.69","51.2","53.63","80.69","22.11","17.83","51.53","","3.94","12.04","10.78","0.34","3.49","2.4","","1411.7","-58.73","-56.61","9.6","20.08","23.52","10.25","36.58","18.77","19.05","12.43","800","-56.36","184.36","2.48","","0","0","65.19","3.6","","2.93","","0.07","2.62","24.14","25.11","1.52","20.49","23.88","","500306","INE903A01025"
"51","Wonder Electricals","12","0","17","1","6","75","27.33","6.11","46.64","47.84","61.66","4.38","39.19","38.91","","18.76","8.99","4.97","3.73","3.93","2.67","","328.14","161.32","-76.72","4.91","2","25.77","16.72","11.69","7.65","2.57","2.41","-94.74","-75","32.37","1.17","","0","0","71.79","1.19","","5.78","","1.16","27.61","24.97","17.09","22.84","20.74","13.51","WEL","543449","INE02WG01024"
"52","Spectrum Electrical","8","0","20","1","2","50","31.67","6.15","46.64","48.58","57.65","14.52","58.42","58.42","","8.76","8.99","7.39","0.42","3.93","2.93","","447.19","234.54","30.57","14.36","7.47","25.77","16.72","15.39","49.14","7.97","3.8","272.25","30.63","176.43","16.3","","0","0","72.72","1.33","","4.46","","0.88","17.3","24.97","24.76","13.43","20.74","21.91","SPECTRUM","544386","INE01EO01010"
"53","Thejo Engineering","7","1","11","1","5","55","33.67","10.3","51.2","50.35","20.04","16.78","92.76","92.76","","5.85","12.04","15.47","-13.52","3.49","2.93","","98.49","32.59","60.24","15.55","9.16","23.52","10.25","13.68","2.08","3.46","3.27","26.66","60.18","-2.8","46","","-0.01","0","53.61","3.12","","17.75","","0.01","21.07","24.14","28.12","16.75","20.49","22.83","THEJO","","INE121N01019"
"54","Spandana Sphoorty","18","0","6","4","3","35","38.83","0.58","50.26","50.69","-12.94","-17.99","-423.84","-923.94","5.6","0.85","6.46","3.15","0.01","2.32","1.48","","-394.52","-1590.04","61.88","-80.82","-96.57","2.56","11.8","403.95","-82.55","0.71","1.61","80.75","63.74","-141.15","-142.38","","0","0","48.16","2.21","","-0.45","","2.15","-9.01","17.81","14.03","-39.31","17.34","10.44","SPANDANA","542759","INE572J01011"
"55","Veranda Learning ","16","1","10","0","1","20","15.67","1.12","53.73","31.39","24.19","17.69","83.31","216.08","","2.23","9.84","2.11","-1.1","9.9","1.91","","-126213.48","-322.81","14883.28","14.73","-19.56","-9.63","7.88","746.7","-1086.04","3.35","3.97","351.42","11888.89","18.5","-9.75","","0","21.73","33.96","0.4","","0.63","","2","-9.39","37.81","12.56","-96.24","30.66","9.57","VERANDA","543514","INE0IQ001011"
"56","ADF Foods","13","1","7","2","4","45","33","10.81","52.35","50.38","22.89","19.06","112.43","124.78","","3.6","21.92","39.82","-6.37","8.37","5.83","","61.91","43.99","73.11","18.33","12.76","3.45","15.9","1.14","1.4","4.46","3.16","34.08","72.66","-3.89","6.99","","0","0","36.13","5.71","","43.64","","0.02","16.84","36.8","49.13","14.05","36.3","56.97","ADFFOODS","519183","INE982B01027"
"57","Alpex Solar","10","0","16","1","4","55","49","8.64","45.6","53.1","11.03","16.42","128.15","128.15","","4.04","4.75","2.96","0.26","2.66","1.66","","","42885.53","24.54","16.3","10.84","-5.25","3.78","-0.68","2.34","1.78","1.34","118.7","24.13","89.44","34.11","","0","6.48","65.89","1.52","","17.52","","0.33","50.31","12.33","13.1","38.57","14.71","16.72","ALPEXSOLAR","","INE0R4701017"
"58","Hindustan Oil","13","0","9","3","6","70","44.33","2.64","53.25","52.68","9.03","59.16","249","232.24","","1.39","1.9","1","-0.8","0.91","1.87","","7.01","636.27","-93.55","22.91","24.19","5.89","-31.07","4.34","-22.41","5.38","3.27","-74.39","-93.67","-16.91","10.68","","0","0","0","1.81","","11.62","","0.09","10.58","10.1","11.31","11.14","9.53","11.07","HINDOILEXP","500186","INE345A01011"
"59","Mufin Green Finance","12","0","12","1","4","35","21.83","2.4","50.26","38.95","14.44","65.44","118.71","125.71","","6","6.46","4.06","-279.05","2.32","1.41","","","","65.2","62.26","9.32","2.56","11.8","-1.86","1.44","6.34","9.51","-5.71","73.68","-0.37","1.08","","-0.09","0","54.11","1.34","","1.33","","2.65","41.59","17.81","34.62","7.27","17.34","14.63","","542774","INE08KJ01020"
"60","Hindware Home Innovation","14","1","12","1","4","45","30.83","1.86","46.64","47.84","13.39","7.27","183.55","130.58","","2.53","8.99","4.97","0.06","3.93","2.67","","-395.51","-133.86","116.9","7.02","-2.92","25.77","16.72","11.69","7.65","0.7","0.76","127.31","116.95","-451.51","-8.72","","0","0","52.74","1.09","","2.06","","0.93","4.48","24.97","17.09","-8.78","20.74","13.51","HINDWAREAP","542905","INE05AN01011"
"61","Steel Cast","13","1","14","6","7","70","41.83","21.06","51.2","57.12","18.14","29.38","110.52","132.81","","5.31","12.04","5.85","0.5","3.49","4.63","","805.02","116.99","16.76","28.47","20.43","23.52","10.25","-0.55","4.75","5.35","4.39","-65.14","-76.68","42.85","8.8","","0","2.85","45","4.01","","170.04","","0","29.03","24.14","18.23","22.15","20.49","12.83","STEELCAS","513517","INE124E01038"
