"Sl No","Stock","SWOT Weakness","SWOT Threats","SWOT Strengths","SWOT Opportunities","Piotroski Score","Durability Score","Valuation Score","Altman Zscore","Sector Score","Industry Score","EV Per EBITDA Ann ","EBITDA Ann  Margin %","EBITDA Ann ","EBITDA TTM","FC Est  1Q forward EBIT Qtr","PBV Adjusted","Sector PBV TTM","Industry PBV TTM","PEG TTM","Sector PEG TTM","Industry PEG TTM","OPM Ann  %","Net Profit 5Y Growth %","Net Profit 3Y Growth %","Net Profit QoQ Growth %","OPM TTM %","NPM TTM %","Sector Net Profit Growth Qtr QoQ %","Sector Net Profit Growth Ann  YoY %","Industry Net Profit Growth Qtr QoQ %","Industry Net Profit Growth Ann  YoY %","Price To Sales Ann ","Price to Sales TTM","EPS Qtr YoY Growth %","Basic EPS QoQ Growth %","EPS TTM Growth %","Basic EPS TTM","FC Est  1Q fwd Cash EPS Qtr","Promoter holding change QoQ %","Promoter holding pledge percentage % Qtr","Promoter holding latest %","Current Ratio Ann ","Current Ratio TTM","Interest Coverage Ratio Ann ","FC Est  1Q fwd Interest Expense Qtr","Total Debt to Total Equity Ann ","ROCE Ann  %","Sector ROCE","Industry ROCE","ROE Ann  %","Sector ROE","Industry ROE","NSE Code","BSE Code","ISIN"
"11","HLE Glascoat","7","1","9","3","6","70","43.17","3.35","51.2","50.35","14.88","13.71","140.93","158.75","","5.27","12.04","15.47","0.53","3.49","2.93","","22.17","-19.69","-18.8","12.79","4.63","23.52","10.25","13.68","2.08","1.66","2.23","-16.59","-32.82","91.49","8","","0","0","65.64","1.14","","3.89","","0.78","15.34","24.14","28.12","10.46","20.49","22.83","HLEGLAS","522215","INE461D01028"
"12","Ramco Industries","4","0","15","3","6","70","57.67","3.59","50.4","31.73","10.89","11.68","194.7","217.62","","0.62","4.14","4.74","0.14","1.42","0.39","","6.71","-40.26","-37.64","12.16","13.97","86.08","78.14","-25.63","107.41","1.18","1.62","134.16","-37.6","82.76","26.62","","0","0.29","54.79","2.1","","11.48","","0.06","3.63","11.57","19.05","4.27","10.66","19.83","RAMCOIND","532369","INE614A01028"
"13","Globus Spirits","10","1","16","5","4","60","50.17","3.18","51.46","47.95","21.66","6.33","160.85","242.21","","2.6","7.93","10.25","0.11","1.46","1.78","","-53.24","","39.61","8.44","2.78","-10.1","45.32","-20.58","17.81","1.2","0.98","7464.29","39.71","321.17","26.31","","-0.01","0","50.75","0.96","","3.5","","0.52","6.31","24.97","21.82","2.35","27.07","16.04","GLOBUSSPR","533104","INE615I01010"
"14","Carraro","5","0","18","5","6","75","40.17","5.22","48.77","33.14","10","10.31","186.44","199.44","","5.49","7.12","10.54","2.01","2.94","2.18","","","293.22","8.87","9.02","5.03","235.34","0.52","-88.03","20.32","0.97","1.37","44.56","8.98","13.57","17.45","","0","0","68.77","1.52","","8.26","","0.38","21.58","20.66","16.95","19.24","18.57","20.04","CARRARO","544320","INE0V7W01012"
"15","Greenply Industries","11","2","10","3","7","75","44","3.36","44.07","44.08","15.86","10.21","254.15","268.61","51","3.22","5.14","5.37","-1.65","8.41","8.71","","93.93","-3.27","-43.7","9.42","3.34","65.35","-38.71","98.49","-30.98","1.43","1.07","-9.86","-43.86","-19.37","6.83","","0.11","0","51.8","1.24","","5.9","10.2","0.6","16.05","13.02","13.34","11.33","9.22","9.25","GREENPLY","526797","INE461C01038"
"16","Ravindra Energy","5","0","17","0","9","85","41.33","6.95","45.6","53.1","44.46","21.65","54.22","129.34","","6.95","4.75","2.96","0.14","2.66","1.66","","273.5","-33.66","-52.46","21.93","14.25","-5.25","3.78","-0.68","2.34","9.14","4.81","471.43","-52.66","248.87","4.54","","0","17.72","64.77","2.54","","5.44","","0.56","7.19","12.33","13.1","6.39","14.71","16.72","","504341","INE206N01018"
"17","GNG Electronics","12","2","10","0","4","50","34.67","7.22","35.27","32.82","","8.93","126.14","177.01","","4.14","8.23","4.25","","2.67","0.32","","","","76.36","8.91","7.2","58.17","106.28","65.37","131.17","","1.48","33.65","36.95","","11.82","","0","0","78.71","1.63","","3.29","","1.92","38.18","23.39","27.73","30.39","29.08","23.18","EBGNG","544455","INE18JU01028"
"18","Raymond Realty","13","2","15","1","4","30","35.17","3.69","43.22","48.08","","11.15","63.07","257.08","","2.07","3.69","4.37","","4.84","5.39","","","","10.98","11.39","7.5","28.06","70.67","35.84","75.05","","1.43","-44.72","10.95","","21.91","","0.15","4.4","49.02","3.94","","1.36","","18.98","6.27","10.88","11.57","94.45","11.26","11.96","RAYMONDREL","544420","INE1SY401010"
"19","Bharat Rasayan","14","2","10","3","6","60","36.67","8.17","51.56","52.2","21.94","17.12","200.9","202.86","","2.32","6.31","3.66","-1.34","19.34","4.4","","-10.61","-19.92","-29.7","15.35","10.86","0.3","28.87","26.21","98.53","3.73","2.26","-13.25","-29.7","-15.53","80.14","","0","0","74.99","4.19","","42.6","","0.08","15.15","16.66","16.45","12.47","12.97","11.75","BHARATRAS","590021","INE838B01021"
"20","Cyient DLM","13","3","10","0","5","75","34.67","3.89","44.28","41.35","21.93","10.74","163.33","175.6","","2.82","6.02","15.05","1.25","8.93","3.22","","","","-65.06","10.69","6.2","53.7","37.53","-80.42","-320.66","2.39","2.1","-27.55","-64.94","27.18","10.32","","0","0","52.12","2.4","","4.35","7","0.26","11.14","13.06","16.92","7.17","14.69","10.38","CYIENTDLM","543933","INE055S01018"
"21","Bharat Bijlee","10","1","15","1","7","75","50.83","3.88","46.64","48.58","13.91","11.08","210.79","229.17","","1.27","8.99","7.39","0.88","3.93","2.93","","192.96","140.47","1.26","8.91","7.1","25.77","16.72","15.39","49.14","1.71","1.34","50.3","1.3","21.58","130.09","","0","0","33.65","2.19","","16.89","","0.04","9.13","24.97","24.76","6.88","20.74","21.91","BBL","503960","INE464A01036"
"22","Patel Engineering","16","0","9","5","7","55","56.5","1.39","50.4","50.11","4.99","17.65","899.46","745.32","","0.65","4.14","4.97","-0.54","1.42","1.56","","2126.68","244.96","-9.78","13.81","5.2","86.08","78.14","176.35","-0.36","0.65","0.53","-3.45","-8.7","-18.88","2.76","","-4.63","86.56","31.48","1.57","","2.79","","0.42","14.63","11.57","15.05","6.55","10.66","13.21","PATELENG","531120","INE244B01030"
"23","Pitti Engineering","9","1","17","3","6","65","48.5","3.16","46.64","48.58","14.12","18.18","309.91","338.29","","2.98","8.99","7.39","1.57","3.93","2.93","","","135.79","75.22","16.5","7.03","25.77","16.72","15.39","49.14","2.31","1.54","5.69","75.57","13.92","33.96","","0","0","54.18","1.22","","4.57","","0.64","17.56","24.97","24.76","13.6","20.74","21.91","PITTIENG","513519","INE450D01021"
"24","Tourism Finance ","8","0","14","1","7","80","33.83","3.12","50.26","48","10.02","91.01","229.03","234.71","","2.24","6.46","1.87","1.83","2.32","1.3","","28.14","21.68","-4.89","87.79","44.03","2.56","11.8","-6.51","14.03","6.25","10.98","-77.17","-80.91","13.63","2.43","","0","0","3.85","2.34","","2.29","","0.71","18.72","17.81","56.21","8.53","17.34","16.03","TFCILTD","526650","INE305A01023"
"25","Kiri Industries","18","0","12","3","3","40","32","1.46","51.56","43.94","75.21","8.23","60.95","54.13","","0.86","6.31","1.54","-0.41","19.34","0.26","","-29.5","-31.9","93.84","-9.93","15.27","0.3","28.87","-25.55","-11.27","4.7","3.51","-130.6","-348.17","-55.67","20.33","","0","0.27","36.72","2.82","","0.48","","0.35","0.36","16.66","5.54","8.15","12.97","4.99","KIRIINDUS","532967","INE415I01015"
"26","Ashiana Housing","6","0","14","4","5","65","46.17","1.28","43.22","48.08","61.22","8.74","46.23","109.85","","3.56","3.69","4.37","0.32","4.84","5.39","","160.31","358.7","116.43","9.39","8.83","28.06","70.67","35.84","75.05","5.6","3.48","452.5","115.27","122.19","7.11","","0","0","61.11","1.37","","19.17","","0.34","3.09","10.88","11.57","2.38","11.26","11.96","ASHIANA","523716","INE365D01021"
"27","Balmer Lawrie & Comp","11","1","9","3","6","60","47.67","3.23","42.33","51.29","7.71","14.41","362.6","375.6","","1.45","2.9","2.71","-17.27","1.71","0.59","","71.8","97.36","-17.95","12.88","10.38","-29.16","5.17","-12.81","115.52","1.26","1.1","-9.56","-17.87","-0.62","15.5","","0","0","0","2.27","","13.67","","0.04","12.9","21.43","10.32","13.5","10.68","9.07","BALMLAWRIE","523319","INE164A01016"
"28","Kewal Kiran Clothing","8","0","12","5","4","45","32.17","4.7","47.61","32.04","12.35","23.92","239.96","236.61","","3.21","16.3","12.45","-1.11","3.03","3.65","","97.83","77","43.51","18.71","11.48","4.96","-13.36","5.41","23.18","2.81","2.51","-31.48","43.5","-19.74","21.08","","0","0","74.27","2.46","","23.68","","0.13","19.28","27.03","22.5","17.62","21.4","20.12","KKCL","532732","INE401H01017"
"29","63 Moons Tech","18","1","9","3","3","40","14","7.15","53.73","55.3","-37.4","-104.56","-48.96","-18.44","","0.81","9.84","10","0.65","9.9","10.56","","27.94","37.62","-1017.81","-346.61","-40.4","-9.63","7.88","-9.36","6.66","79.77","37.19","-49.51","-1014.93","-142.14","-6.7","","0","0","45.63","10.8","","-73.2","","0","-2.26","37.81","39.64","-0.97","30.66","32.17","63MOONS","526881","INE111B01023"
"30","Foseco","13","2","9","3","6","50","30.33","15.19","51.56","49.32","21.31","20.67","108.5","118.67","","8.79","6.31","5.14","2.65","19.34","112.16","","111.47","123.53","-23.44","17.69","13.36","0.3","28.87","-11.94","20.27","4.9","4.8","-13.82","-23.46","13.53","124.07","","-11.44","0","63.54","3.12","","706.36","","0","28.55","16.66","12.41","21.26","12.97","10.75","FOSECOIND","500150","INE519A01011"
"31","PSP Projects","14","2","13","4","5","55","36.83","3.13","50.4","50.11","13.06","7.83","196.75","159.66","39.5","2.32","4.14","4.97","-1.46","1.42","1.56","","-56.09","-66.15","3717.95","5.65","1.11","86.08","78.14","176.35","-0.36","1","1.13","57.69","3627.27","-69.29","7.09","","0","0","68.82","1.58","","4.45","12.4","0.22","10.08","11.57","15.05","4.66","10.66","13.21","PSPPROJECT","540544","INE488V01015"
"32","Gateway Distriparks","8","2","25","1","6","85","63.5","2.67","52.91","50.51","8.62","24.81","416.96","604.88","83.5","1.26","8.89","3.66","0.1","1.69","4.4","","","65.72","11.15","21.61","18.95","0.75","7.1","-459.3","-92.95","1.78","1.39","11.67","11.67","71.71","7.8","","0.7","0","33.02","1.14","","8.73","","0.17","9.85","14.28","11.68","16.83","30.44","9.84","GATEWAY","543489","INE079J01017"
"33","TruAlt Bioenergy","14","1","7","3","6","55","47.67","1.76","51.46","40.94","","19.39","369.95","381.92","","2.04","7.93","2.71","","1.46","1.52","","","","-902.92","18.11","8.82","-10.1","45.32","1.88","-39.3","","1.64","-103.41","-901.49","","17.91","","","36.85","70.55","1.01","","2.58","","2.02","15.28","24.97","13.78","19.06","27.07","9.31","TRUALT","544545","INE0MWH01014"
"34","Jubilant Agri and Consumer","10","1","16","1","9","85","49.33","7.7","51.46","51.49","13.19","9.44","147.47","190.3","","6.9","7.93","3.37","0.16","1.46","3.49","","","","-4.19","10.74","7.07","-10.1","45.32","-41.66","9.76","1.21","1.64","71.2","-4.2","140.73","81.68","","-0.41","0","74.37","1.46","","10.96","","0.17","35.33","24.97","18.81","26.96","27.07","15.23","JUBLCPL","544355","INE03CC01015"
"35","Hubtown","9","1","9","2","6","60","42.83","1.34","43.22","48.08","13.74","57.31","234.11","287.66","","1.1","3.69","4.37","0.08","4.84","5.39","","175.74","135.75","-69.65","19.38","21.83","28.06","70.67","35.84","75.05","6.25","4.92","-25.21","-70.09","295.8","8.99","","0","23.46","35.02","1.92","","1.74","","0.33","7.6","10.88","11.57","1.93","11.26","11.96","HUBTOWN","532799","INE703H01016"
"36","Sindhu Trade Links","15","0","8","4","5","45","16","2.23","42.33","51.29","10.01","19.41","336.16","61.05","","1.76","2.9","2.71","0.65","1.71","0.59","","","366.85","-42.44","-23.77","-3.36","-29.16","5.17","-12.81","115.52","1.43","2.62","-88.1","-37.5","-120.56","-0.24","","0","0.28","74.97","3.32","","2.78","","0.23","11.16","21.43","10.32","1.59","10.68","9.07","","532029","INE325D01025"
"37","Suven Life Sciences","22","1","6","4","1","","1.33","64.12","44.15","48.02","-15.72","-2326.94","-154.88","-206.32","","10.25","8.43","8.86","0.3","4.59","2.07","","-70.61","-31.76","-50.07","-3642.39","-3614.11","16.82","90.18","1.66","32.6","371.56","491.75","-53.3","-47.46","-45.14","-9.31","","0","0","67.36","3.21","","-3323.53","","0","-143.86","15.63","22.59","-146.14","22.02","19.99","SUVEN","530239","INE495B01038"
"38","Timex Group","12","2","17","5","7","70","32","13.08","47.61","32.04","32.08","9.23","49.68","84.56","","24.28","16.3","12.45","0.44","3.03","3.65","","1845.56","875.78","106.07","12.39","8.4","4.96","-13.36","5.41","23.18","2.9","4.34","68.82","115.79","117.11","5.56","","-8.93","0","51","1.92","","13.76","","0.18","35.01","27.03","22.5","124.63","21.4","20.12","","500414","INE064A01026"
"39","Quess Corp","16","0","7","5","5","50","51.83","7.41","53.73","48.92","33.05","1.91","285.94","257.72","66.47","2.6","9.84","5.8","-0.44","9.9","2.28","","110.3","-81.01","1.35","2.47","0.53","-9.63","7.88","7.73","-7.66","0.65","0.17","-43.74","1.17","-75.31","5.86","","-0.04","0","56.88","1.34","","7.41","11.5","0.01","17.46","37.81","20.77","4.22","30.66","17.42","QUESS","539978","INE615P01015"
"40","Imagicaaworld ","9","0","12","1","4","45","33.67","3.11","31.95","43.97","20.88","45.01","184.64","145.17","","2.31","12.4","1.83","-1.84","4.43","0.14","","119.42","131.62","-187.8","35.51","6.47","32.26","20.34","-76.03","-53.12","9.12","7.71","-475","-188.46","-64.55","0.43","","0","0","74.02","0.61","","17.24","","0.13","6.09","22.25","7.19","6.16","22.85","7.54","IMAGICAA","539056","INE172N01012"
"41","Krishana Phoschem","7","0","25","0","8","95","51.33","6.01","51.46","51.46","9.29","14.27","193.9","282.19","","6.53","13.25","13.25","0.19","0.95","0.95","","528.27","193.72","0.48","12.42","6.08","80.31","151.11","80.31","151.11","1.07","1.36","62.35","0.56","119.18","21.01","","0.3","0","72.26","1.41","","4.91","","0.98","27.68","20.27","20.27","22.54","11.93","11.93","KRISHANA","","INE506W01012"
"42","Kalyani Steels","9","1","6","5","6","60","50.33","3.74","60.22","59.53","7.06","21.6","428.26","425.9","","1.48","6.45","2.99","","5.83","2.57","","87.57","4.95","1.38","19.12","13.54","-12.63","18.76","-11.38","-13.53","1.68","1.51","-7.19","1.42","","59.76","","0","0","64.7","1.95","","23.07","","0.23","18.77","23.41","10.65","13.54","24.83","6.51","KSL","500235","INE907A01026"
"43","Awfis Space Solutions","15","1","12","3","5","70","44.5","2.03","31.95","12","10.19","37.72","455.59","561.05","","5.83","12.4","13.88","1.28","4.43","1.27","","","218.75","60.1","35.47","3.85","32.26","20.34","68.18","99.9","3.89","2.14","-59.64","60","43.28","7.32","","0","0","17.01","0.71","","3.35","","0.05","10.09","22.25","6.71","14.77","22.85","25.12","AWFIS","544181","INE108V01019"
"44","Maithan Alloys","8","0","9","2","6","55","43.67","3.23","60.22","59.53","3.45","49.69","897.36","679.42","","0.71","6.45","2.99","-0.14","5.83","2.57","","183.83","-22.97","-122.56","9.73","21.3","-12.63","18.76","-11.38","-13.53","1.42","1.4","-184.09","-122.56","-46.24","152.86","","0","0","74.96","3.97","","41.47","","0.15","21.84","23.41","10.65","16.82","24.83","6.51","MAITHANALL","590078","INE683C01011"
"45","Nalwa Sons Inv","20","1","9","0","6","55","28.17","1.99","50.26","38.95","48.73","51.05","63.93","34.87","","0.18","6.46","4.06","-1.71","2.32","1.41","","138.26","-29.29","-39.03","39.66","27.46","2.56","11.8","-1.86","1.44","24.86","33.38","-49.01","-30.7","-71.02","46.87","","0","0","55.62","17795.57","","2316.42","","0","0.33","17.81","34.62","0.28","17.34","14.63","NSIL","532256","INE023A01030"
"46","Enviro Infra Engineers","17","1","12","0","3","65","40.5","5.57","45.6","47.11","12.44","26.93","287.18","312.42","","2.57","4.75","4.24","0.37","2.66","0.7","","3312.51","410.28","16.28","25.48","18.09","-5.25","3.78","-14.26","9.08","3.65","2.64","6.92","16.32","39.32","11.43","","0.02","0","70.13","3.07","","7.72","","0.24","25.24","12.33","14.46","17.72","14.71","14.7","EIEL","544290","INE0LLY01014"
"47","Ajmera Realty ","11","0","7","1","4","55","25.33","3.33","43.22","48.08","17.23","33.3","245.8","253.77","","2.32","3.69","4.37","16.14","4.84","5.39","","285.12","177.49","-20.66","29.47","15.55","28.06","70.67","35.84","75.05","4.8","3.56","-20.98","-20.66","1.42","6.5","","0","0.21","68.23","5.96","","3.25","","0.56","12.56","10.88","11.57","10.43","11.26","11.96","AJMERA","513349","INE298G01035"
"48","Mahindra Logistics","9","1","17","4","4","60","33.17","3.88","52.91","50.51","7.5","4.91","299.87","349.9","41.1","2.56","8.89","3.66","-3.04","1.69","4.4","","-165.04","-196.71","131.4","5.04","-0.36","0.75","7.1","-459.3","-92.95","0.31","0.43","126.4","127.5","39.09","-2.48","","0","0","59.6","1.02","","3.69","18.6","0.97","6.08","14.28","11.68","-8.18","30.44","9.84","MAHLOG","540768","INE766P01016"
"49","Borosil","11","0","7","3","6","70","33.33","7.36","46.64","45.47","20.66","17.78","197.06","211.35","","3.45","8.99","6.02","1.41","3.93","22.26","","107.55","-11.34","30.41","15","7.34","25.77","16.72","1769.76","-5.54","3.61","2.48","24.18","30.14","23.94","7.25","","0","0","64.62","1.96","","15.42","","0.1","13.18","24.97","22.22","9.19","20.74","17.13","BOROLTD","543212","INE02PY01013"
"50","Paisalo Digital","10","1","13","2","3","50","37.17","1.43","50.26","38.95","10.85","77.98","601.35","645.81","","1.76","6.46","4.06","1.14","2.32","1.41","","269.69","152.52","9.27","76.77","24.69","2.56","11.8","-1.86","1.44","3.98","3.49","1.79","9.62","12.44","2.28","","0.59","21.73","41.75","1.41","","1.83","","2.32","36.93","17.81","34.62","13.06","17.34","14.63","PAISALO","532900","INE420C01059"
"51","Neogen Chemicals","15","1","10","0","5","60","35.5","2.73","51.56","52.48","33.04","18.04","140.33","123.13","22.6","3.67","6.31","7.89","-3.17","19.34","2.44","","21.54","-21.96","-67.15","16.57","3.26","0.3","28.87","-6.07","12.09","5.24","3.67","-69.16","-67.1","-35.55","9.87","","0","0","51.23","1.36","","2.89","","0.72","11.09","16.66","18.23","4.41","12.97","14.15","NEOGEN","542665","INE136S01016"
"52","Automotive Axles","8","0","18","6","6","65","42.67","7.59","48.77","50.85","9.65","11.9","247.23","249.02","","2.92","7.12","5.9","7.32","2.94","4.12","","278.12","109.17","0.65","10.59","7.7","235.34","0.52","14.61","2.2","1.17","1.44","-0.04","0.63","2.55","104.01","","0","0","71.04","3.1","","83.19","","0","21.38","20.66","18.62","15.83","18.57","14.6","AUTOAXLES","505010","INE449A01011"
"53","Sandhar Technologies","5","1","19","1","6","80","56","3.23","48.77","50.85","7.58","10.29","399.79","464.35","","2.4","7.12","5.9","0.5","2.94","4.12","","148.95","154.16","161.94","9.18","4","235.34","0.52","14.61","2.2","0.59","0.68","83.31","162.15","33.63","28.9","","0","0","70.38","0.94","","7.06","","0.72","14.61","20.66","18.62","12.43","18.57","14.6","SANDHAR","541163","INE278H01035"
"54","JTL Industries","21","1","16","1","2","35","32.5","17.27","60.22","52.54","20.54","7.58","145.4","134.67","","2.35","6.45","6.93","-1.33","5.83","74.88","","","97.55","22.89","5.98","4.23","-12.63","18.76","7.27","14.16","1.56","1.54","6.35","19.64","-27.49","2.06","","0.35","4.28","49.26","9.47","","32.13","","0.06","11","23.41","20.33","8.11","24.83","16.75","JTLIND","534600","INE391J01032"
"55","GRM Overseas","13","0","17","1","5","80","30.17","6.06","51.46","51.49","17.92","7.83","105.6","117.16","","6.21","7.93","3.37","6.96","1.46","3.49","","91.15","-27.72","-22.68","6.2","5.02","-10.1","45.32","-41.66","9.76","1.17","2.18","57.52","-22.51","6.26","3.69","","0.08","0","68.27","1.8","","5.95","","0.86","23.71","24.97","18.81","14.3","27.07","15.23","GRMOVER","531449","INE192H01020"
"56","Megasoft","11","1","11","0","2","","35.83","9.77","53.73","39.28","16.15","0","31.13","192.05","","7.75","9.84","5.56","0.05","9.9","1.51","","-4333.83","-747.81","-99.59","-576.81","3823.3","-9.63","7.88","-32.23","25.71","0","822.46","104.15","-99.57","413.54","7.82","","36.15","0","71.22","0.82","","1.71","","1.18","9","37.81","17.27","-25.82","30.66","14.12","MEGASOFT","532408","INE933B01012"
"57","Ddev Plastiks","7","0","11","1","5","55","45.67","9.74","51.2","48.98","9.2","11.02","286.97","307.91","","3.25","12.04","7.22","3.22","3.49","1.15","","","238.62","-9.67","9.96","6.94","23.52","10.25","0.35","5.75","1.01","1.05","5.32","-9.72","4.68","19.09","","0","0","75","3.01","","13.48","","0.05","31.32","24.14","18.58","22.22","20.49","15.29","","543547","INE0HR601026"
"58","Spicejet","24","3","7","1","2","","13.17","0.39","52.91","44.23","6.89","18.79","1001.19","401.43","","-1.02","8.89","21.25","1.31","1.69","1.14","","106.7","103.6","-165.68","-13.69","-10.68","0.75","7.1","97.75","-5.15","1.18","0.65","18.67","-165.06","-4.62","-3.85","","-2.46","47.69","30.99","0.41","","3.4","","-0.46","-460.38","14.28","15.63","-3.23","30.44","77","","500285","INE285B01017"
"59","Seamec","7","1","26","2","5","60","39","6.04","52.91","52.89","10.42","37.45","244.11","260.25","","2.77","8.89","9.7","-0.76","1.69","0.27","","-32.75","7.7","-136.27","35.01","13.38","0.75","7.1","-24.36","17.54","3.79","4.53","-27125","-136.28","-44.61","34.59","","0","0","72.72","1.68","","15.75","","0.21","9.77","14.28","18.26","8.89","30.44","17.65","SEAMECLTD","526807","INE497B01018"
"60","Advanced Enzyme ","10","2","11","3","4","45","40.17","10.53","52.19","47.04","13.55","35.71","227.48","252.9","","2.01","7.07","3","2.69","2.45","2.86","","1.41","9.64","8.5","30.75","20.85","12.84","36.79","35.38","3.5","4.9","4.22","31.63","8.4","7.53","13.17","","-0.03","0","43.04","9.09","","63.95","","0.02","12.52","22.64","9.89","9.22","17.45","7.61","ADVENZYMES","540025","INE837H01020"
